name,cluster,x,y,second,frame,anger,disgust,neutral,sadness,contempt,happy,surprise,fear
faceframe_second12_frame367_1,1,13.3285675,14.241028,12,367,0.1253572553396225,0.24809370934963226,,0.1085800901055336,0.12788689136505127,,0.1409875452518463,
faceframe_second12_frame367_2,2,-3.7691433,9.548396,12,367,0.1635081171989441,0.3015359938144684,0.10990570485591888,,0.09648587554693222,0.10627812892198563,,
faceframe_second12_frame374_0,0,8.847748,-4.1644526,12,374,0.2338450700044632,0.1938799023628235,0.14861960709095,0.11223868280649185,0.0847599133849144,,,
faceframe_second12_frame374_1,1,13.332226,14.223175,12,374,0.11897151917219162,0.2577688694000244,,0.10151276737451553,0.11915725469589233,,0.1458587795495987,
faceframe_second12_frame374_2,2,-3.7632306,9.503063,12,374,0.1634407639503479,0.3114752769470215,0.10415893793106079,,0.09445041418075562,0.10311124473810196,,
faceframe_second12_frame381_0,0,8.805816,-4.2048755,12,381,0.20875123143196106,0.1973453015089035,0.1653788834810257,0.09758628904819489,0.08819957822561264,,,
faceframe_second12_frame381_1,1,13.3439045,14.235364,12,381,0.12117107957601547,0.25720348954200745,,0.10392723977565765,0.12260396033525467,,0.15334098041057587,
faceframe_second12_frame381_2,2,-3.7782314,9.502916,12,381,0.17609037458896637,0.2904971241950989,0.11272822320461273,,0.09918380528688431,0.10014256089925766,,
faceframe_second12_frame389_0,0,8.816863,-4.0931487,12,389,0.20701435208320618,0.219500333070755,0.13668662309646606,0.11229611188173294,,,0.0874997228384018,
faceframe_second12_frame389_1,2,-3.7639523,9.51649,12,389,0.18219800293445587,0.28861352801322937,0.11391064524650574,0.095182865858078,,0.09543609619140625,,
faceframe_second12_frame389_2,1,13.311369,14.239024,12,389,0.11044882237911224,0.26197755336761475,,0.10156123340129852,0.11187808960676193,,0.16291967034339905,
faceframe_second4_frame134_0,0,9.536381,-4.7103453,4,134,0.19420526921749115,0.19531719386577606,0.16008470952510834,0.09993717074394226,,0.10080285370349884,,
faceframe_second4_frame134_1,2,-2.298155,8.684697,4,134,0.2124515175819397,0.31470105051994324,0.12575121223926544,,0.08887641131877899,0.07640998065471649,,
faceframe_second4_frame134_2,1,13.897917,12.783374,4,134,0.16557256877422333,0.17221856117248535,0.12990844249725342,,0.12786003947257996,,0.13349777460098267,
faceframe_second4_frame141_0,0,9.507201,-4.6908875,4,141,0.19733980298042297,0.1807497888803482,0.1706080585718155,0.09820936620235443,,0.10017132014036179,,
faceframe_second4_frame141_1,2,-2.3183813,8.667786,4,141,0.2205839902162552,0.30650845170021057,0.11209631711244583,0.08333456516265869,0.08785242587327957,,,
faceframe_second4_frame141_2,1,14.066867,12.865692,4,141,0.1856720745563507,0.17922720313072205,0.13235945999622345,,0.12257261574268341,,0.11114209145307541,
faceframe_second4_frame149_0,0,9.552662,-4.720045,4,149,0.2561590373516083,0.16287370026111603,0.17210106551647186,0.10433933138847351,,0.08651117235422134,,
faceframe_second4_frame149_1,2,-2.3055763,8.685094,4,149,0.205971360206604,0.31442171335220337,0.10699021816253662,0.08311402797698975,0.08973503112792969,,,
faceframe_second4_frame149_2,1,13.783652,11.365856,4,149,0.14854569733142853,0.18559008836746216,0.12371386587619781,,0.13070820271968842,,0.13356372714042664,
faceframe_second50_frame1507_0,0,10.29036,-4.8071303,50,1507,0.20764964818954468,0.1963668316602707,0.16024595499038696,0.09396913647651672,0.09446080774068832,,,
faceframe_second50_frame1514_0,0,10.241823,-4.8545723,50,1514,0.18776407837867737,0.18588992953300476,0.13643212616443634,,,0.10569882392883301,0.10504657030105591,
faceframe_second50_frame1521_0,0,10.311065,-4.8672986,50,1521,0.22560639679431915,0.2583332657814026,0.15570439398288727,0.08745434135198593,,0.07689578831195831,,
faceframe_second50_frame1529_0,0,10.803767,-1.4097039,50,1529,0.19662918150424957,0.22059103846549988,0.10611338913440704,0.10655102878808975,0.12003395706415176,,,
faceframe_second51_frame1537_0,0,10.900191,-1.4872279,51,1537,0.18063470721244812,0.21511179208755493,0.12003932148218155,0.1103319302201271,,,0.11004842817783356,
faceframe_second51_frame1544_0,0,10.790992,-1.3993765,51,1544,0.16895009577274323,0.18792355060577393,0.11554578691720963,0.1399448961019516,,,0.11104580760002136,
faceframe_second51_frame1551_0,0,10.797608,-1.5018501,51,1551,0.2061019241809845,0.14583054184913635,0.11816529929637909,0.1061539351940155,0.16624955832958221,,,
faceframe_second51_frame1559_0,0,10.743784,-1.4429034,51,1559,0.1873117983341217,0.14617909491062164,0.14886587858200073,0.10711923986673355,,0.1278383880853653,,
faceframe_second52_frame1567_0,0,10.699784,-1.3977299,52,1567,0.1785692572593689,0.16705019772052765,0.14302794635295868,0.11322546005249023,0.11540308594703674,,,
faceframe_second52_frame1567_1,1,12.424092,12.369506,52,1567,0.15686234831809998,0.21537840366363525,0.12205548584461212,0.11267758160829544,,,0.12008057534694672,
faceframe_second52_frame1574_0,0,10.730862,-1.5072554,52,1574,0.16206032037734985,0.16521717607975006,0.1537979692220688,0.110198013484478,,,0.11082658171653748,
faceframe_second52_frame1581_0,0,10.697652,-1.4093015,52,1581,0.1623099446296692,0.14467312395572662,0.15146128833293915,0.12339800596237183,0.11501575261354446,,,
faceframe_second52_frame1589_0,0,10.675794,-1.3953669,52,1589,0.17804239690303802,0.15244044363498688,0.15634697675704956,0.12051855772733688,0.10403386503458023,,,
faceframe_second13_frame404_0,0,11.657927,-3.8967361,13,404,0.18204306066036224,0.18783119320869446,0.13791710138320923,0.1203250139951706,0.09564773738384247,,,
faceframe_second13_frame404_1,2,-3.7457888,9.468892,13,404,0.17701682448387146,0.3111317753791809,0.10619567334651947,0.09265672415494919,0.09670358151197433,,,
faceframe_second13_frame404_2,1,13.44201,14.290633,13,404,0.12148290127515793,0.26239264011383057,,0.10546817630529404,0.11575714498758316,,0.1378975361585617,
faceframe_second13_frame411_0,0,11.650977,-3.9372747,13,411,0.17746390402317047,0.19429080188274384,0.13685540854930878,0.1237880140542984,0.10193710774183273,,,
faceframe_second13_frame411_1,2,-3.7164154,9.498439,13,411,0.192020446062088,0.28655755519866943,0.11195160448551178,0.09462885558605194,0.09915541112422943,,,
faceframe_second13_frame411_2,1,13.572097,14.17473,13,411,0.11637896299362183,0.26937782764434814,0.10382561385631561,,0.11845473200082779,,0.13645242154598236,
faceframe_second13_frame419_0,0,11.666731,-3.9056053,13,419,0.16857148706912994,0.21951106190681458,0.15328054130077362,0.10599150508642197,0.098018117249012,,,
faceframe_second13_frame419_1,2,-3.7450662,9.482436,13,419,0.18126004934310913,0.2527315020561218,0.11586382240056992,,0.1036997064948082,0.10372881591320038,,
faceframe_second13_frame419_2,1,13.481074,14.317157,13,419,0.11910243332386017,0.2840735614299774,0.09898318350315094,,0.11819487065076828,,0.1254577338695526,
faceframe_second14_frame427_0,0,11.697029,-3.8386598,14,427,0.14611855149269104,0.1826566606760025,0.12843918800354004,,0.11196494847536087,0.17286349833011627,,
faceframe_second14_frame427_1,2,-3.7162743,9.482929,14,427,0.18805301189422607,0.2572300434112549,0.11622137576341629,0.10199690610170364,0.10611872375011444,,,
faceframe_second14_frame427_2,1,13.5201435,14.195487,14,427,0.11951322853565216,0.26248934864997864,,0.10409054905176163,0.12260835617780685,,0.13345150649547577,
faceframe_second14_frame434_0,0,11.868249,-3.8073056,14,434,0.12460900843143463,0.14109858870506287,0.10544403642416,,0.10831427574157715,0.26372119784355164,,
faceframe_second14_frame434_1,2,-3.6940348,9.450482,14,434,0.19820982217788696,0.287327378988266,0.10262219607830048,,0.08884081989526749,0.09764505922794342,,
faceframe_second14_frame434_2,1,13.549212,14.082703,14,434,0.11133962869644165,0.2896939218044281,,0.09425820410251617,0.12451399117708206,,0.1429957151412964,
faceframe_second14_frame441_0,0,11.9285965,-3.7854154,14,441,0.10483382642269135,0.13755176961421967,0.10524260252714157,,0.11271066963672638,0.3000710606575012,,
faceframe_second14_frame441_1,1,13.487832,14.346572,14,441,0.12095373868942261,0.25395920872688293,,0.10697590559720993,0.1224522516131401,,0.14598286151885986,
faceframe_second14_frame441_2,2,-3.688223,9.416414,14,441,0.20233039557933807,0.29412657022476196,0.10238822549581528,,0.09138025343418121,0.09193015843629837,,
faceframe_second14_frame449_0,0,11.931472,-3.7936213,14,449,0.1058972105383873,0.13850268721580505,0.10578637570142746,,0.11513173580169678,0.2967374622821808,,
faceframe_second14_frame449_1,1,13.416978,14.31874,14,449,0.11868640035390854,0.27804046869277954,,0.09767543524503708,0.12021176517009735,,0.13602465391159058,
faceframe_second14_frame449_2,2,-3.696056,9.453617,14,449,0.20549200475215912,0.2867233455181122,0.10482417047023773,,0.09192251414060593,0.09253966063261032,,
faceframe_second15_frame457_0,0,11.962706,-3.7984002,15,457,0.10598916560411453,0.14547878503799438,0.1024799644947052,,0.1033417209982872,0.3077043294906616,,
faceframe_second15_frame457_1,1,13.395833,14.332019,15,457,0.1252034455537796,0.2803882658481598,,0.10436024516820908,0.1109839528799057,,0.13186518847942352,
faceframe_second15_frame457_2,2,-3.7497652,9.45602,15,457,0.20197606086730957,0.2927793860435486,0.10393416881561279,,0.09196452796459198,0.09261853247880936,,
faceframe_second15_frame464_0,0,12.188167,-3.451062,15,464,,0.13600601255893707,0.09109503775835037,,0.09587112069129944,0.3702869713306427,0.09926856309175491,
faceframe_second15_frame464_1,2,-3.4857342,8.017489,15,464,0.17017382383346558,0.2196316123008728,0.12084843218326569,,0.10587617009878159,0.1213199570775032,,
faceframe_second15_frame464_2,1,13.465479,14.322013,15,464,0.12445194274187088,0.262176513671875,,0.10554204881191254,0.12689641118049622,,0.1321614533662796,
faceframe_second15_frame471_0,0,11.962277,-1.4301454,15,471,,0.13424448668956757,0.08742894977331161,,0.09809563308954239,0.3833770155906677,0.0963185504078865,
faceframe_second15_frame471_1,2,-3.5932133,7.8369174,15,471,0.16437102854251862,0.22972539067268372,0.12210667878389359,,0.11274698376655579,0.13200421631336212,,
faceframe_second15_frame471_2,1,13.476934,14.346705,15,471,0.12885449826717377,0.27236899733543396,,0.1019853949546814,0.11367052048444748,,0.1280287355184555,
faceframe_second15_frame479_0,0,11.834171,-1.4654018,15,479,0.09431345760822296,0.15592673420906067,,,0.1160016804933548,0.3084578812122345,0.10367415100336075,
faceframe_second15_frame479_1,1,13.545205,14.396442,15,479,0.1277371644973755,0.2505382001399994,,0.11231730133295059,0.11352488398551941,,0.1385144293308258,
faceframe_second15_frame479_2,2,-4.1175222,7.5738616,15,479,0.16919435560703278,0.23131628334522247,0.13320164382457733,,0.10426122695207596,0.11170770972967148,,
faceframe_second16_frame487_0,0,11.84911,-1.6167328,16,487,,0.12021850794553757,0.09035404771566391,,0.09990138560533524,0.3647080063819885,0.10861992835998535,
faceframe_second16_frame487_1,2,-4.092581,7.5842257,16,487,0.17199736833572388,0.19488011300563812,0.1399332880973816,,0.1037716418504715,0.12083911895751953,,
faceframe_second16_frame494_0,0,11.782435,-1.5516741,16,494,0.11406709253787994,0.12858736515045166,0.10582669079303741,,,0.2734527885913849,0.10684666782617569,
faceframe_second16_frame494_1,2,-4.11084,7.573566,16,494,0.17627587914466858,0.18443015217781067,0.13392259180545807,0.10560663789510727,,0.12324756383895874,,
faceframe_second16_frame501_0,0,12.061628,-1.4368167,16,501,0.09852857142686844,0.12352936714887619,0.08958377689123154,,,0.3591919541358948,0.09434983134269714,
faceframe_second16_frame501_1,-1,1.9822214,10.469893,16,501,0.20052632689476013,0.14589285850524902,0.12339413911104202,0.1176733747124672,,0.11356697231531143,,
faceframe_second16_frame509_0,-1,1.9822624,10.469969,16,509,0.18974712491035461,0.14275558292865753,0.12475213408470154,0.11809723824262619,,0.11835599690675735,,
faceframe_second16_frame509_1,1,14.0689945,13.02904,16,509,0.14618930220603943,0.23226875066757202,,0.10877899825572968,0.12405584752559662,,0.12481033056974411,
faceframe_second16_frame509_2,2,-4.0938387,7.552333,16,509,0.16608768701553345,0.21302378177642822,0.10630191117525101,,,0.17226342856884003,0.09988992661237717,
faceframe_second17_frame524_0,1,13.30716,13.948172,17,524,0.13293588161468506,0.21396557986736298,0.10784588754177094,,0.12030555307865143,,0.16179302334785461,
faceframe_second17_frame524_1,-1,1.9956447,10.483722,17,524,0.18622218072414398,0.14645783603191376,0.12859773635864258,0.1125280112028122,,0.11969173699617386,,
faceframe_second17_frame524_2,2,-4.1607056,7.578533,17,524,0.1477987915277481,0.17875789105892181,0.12420134991407394,,0.10260534286499023,0.156538188457489,,
faceframe_second17_frame531_0,1,13.965224,12.934004,17,531,0.13060136139392853,0.20691567659378052,0.10749080032110214,,0.13125932216644287,,0.17692001163959503,
faceframe_second17_frame531_1,2,-4.530765,7.661715,17,531,0.16242370009422302,0.18078872561454773,0.12475886195898056,0.10121079534292221,,0.14808405935764313,,
faceframe_second17_frame531_2,-1,1.9814848,10.469586,17,531,0.1880757063627243,0.13892152905464172,0.12256818264722824,0.12532849609851837,,0.1112285852432251,,
faceframe_second17_frame539_0,1,13.969386,13.062063,17,539,0.12023639678955078,0.2116553634405136,,0.10193586349487305,0.12716823816299438,,0.18379803001880646,
faceframe_second17_frame539_1,0,13.807582,-0.42738998,17,539,0.16146975755691528,0.23555448651313782,0.10609477013349533,,,0.12215738743543625,0.10670007765293121,
faceframe_second18_frame547_0,1,13.143247,13.92798,18,547,0.11762746423482895,0.2688625156879425,,0.09803413599729538,0.12453364580869675,,0.1533583402633667,
faceframe_second18_frame547_1,0,13.707558,-0.5036944,18,547,0.15297968685626984,0.23801244795322418,,0.10923529416322708,,0.11890730261802673,0.12101220339536667,
faceframe_second18_frame547_2,2,-5.263414,7.002147,18,547,0.1781836748123169,0.21092964708805084,0.12096297740936279,0.10141020268201828,,0.12562422454357147,,
faceframe_second18_frame554_0,0,13.002206,-0.2848535,18,554,0.12506063282489777,0.23775739967823029,,,0.1053486317396164,0.15255135297775269,0.1387891322374344,
faceframe_second18_frame554_1,1,13.191865,14.011072,18,554,0.11968079954385757,0.22656428813934326,,0.10503087937831879,0.12792229652404785,,0.16666284203529358,
faceframe_second18_frame554_2,2,-5.259308,7.0688334,18,554,0.16951200366020203,0.20633582770824432,0.11572522670030594,,0.09984765946865082,0.14897312223911285,,
faceframe_second18_frame561_0,0,12.920365,-0.19915436,18,561,0.13410700857639313,0.23236528038978577,,,0.10030543804168701,0.16854017972946167,0.12020101398229599,
faceframe_second18_frame561_1,1,13.903223,13.49462,18,561,0.12466878443956375,0.22222109138965607,,0.10626906901597977,0.11824041604995728,,0.17289608716964722,
faceframe_second18_frame561_2,2,-5.2536817,7.0302844,18,561,0.1628400832414627,0.19809013605117798,0.1142800897359848,,0.10454672574996948,0.14318640530109406,,
faceframe_second18_frame569_0,0,12.435005,-0.09777724,18,569,0.10203196853399277,0.21508799493312836,0.11070884019136429,,0.10255935043096542,0.22497344017028809,,
faceframe_second18_frame569_1,1,13.195918,14.182866,18,569,0.12394437938928604,0.2531622648239136,,0.0970839411020279,0.13078968226909637,,0.1564868837594986,
faceframe_second18_frame569_2,2,-5.4353547,6.8438873,18,569,0.18017597496509552,0.19541649520397186,0.10333847999572754,,0.12383583188056946,0.15721191465854645,,
faceframe_second19_frame577_0,0,12.472496,-0.08024205,19,577,0.10295546054840088,0.19457723200321198,0.10807681083679199,,0.10111748427152634,0.2533794939517975,,
faceframe_second19_frame577_1,2,-5.262231,6.9604096,19,577,0.14406827092170715,0.21168069541454315,,0.0922079086303711,0.10012591630220413,0.1827479600906372,,
faceframe_second19_frame577_2,1,12.955737,14.142091,19,577,0.1185009628534317,0.24005256593227386,,0.10362899303436279,0.13818888366222382,,0.14739418029785156,
faceframe_second19_frame584_0,0,12.4440975,-0.1116946,19,584,0.1277180314064026,0.16994354128837585,0.10968891531229019,,,0.21747487783432007,0.11103435605764389,
faceframe_second19_frame584_1,1,12.910124,14.139753,19,584,0.12303557991981506,0.24335843324661255,,0.10440286248922348,0.12476073205471039,,0.14679552614688873,
faceframe_second19_frame584_2,-1,1.9815668,10.469756,19,584,0.2332601547241211,0.1756029725074768,0.11974292248487473,0.11296301335096359,0.11232450604438782,,,
faceframe_second19_frame591_0,0,12.415911,-0.08882409,19,591,0.10816491395235062,0.15378624200820923,,,0.10623682290315628,0.27877354621887207,0.10931020975112915,
faceframe_second19_frame591_1,1,12.935637,14.114318,19,591,0.12791213393211365,0.2532925605773926,,0.10311080515384674,0.11655348539352417,,0.13638177514076233,
faceframe_second19_frame591_2,-1,1.956449,10.448309,19,591,0.18354472517967224,0.15574613213539124,0.1222943589091301,0.12555214762687683,0.11331063508987427,,,
faceframe_second19_frame599_0,0,12.543508,-0.08392996,19,599,0.07525541633367538,0.11603215336799622,,,0.07959023118019104,0.48168179392814636,0.07663542777299881,
faceframe_second19_frame599_1,1,13.2397585,14.19314,19,599,0.11223758012056351,0.28573858737945557,,0.09639497101306915,0.11295181512832642,,0.13788852095603943,
faceframe_second19_frame599_2,2,-4.5332522,7.603419,19,599,0.11247065663337708,0.19780829548835754,0.09938138723373413,,,0.22415734827518463,0.10630905628204346,
faceframe_second1_frame37_0,0,10.187788,-4.8751216,1,37,0.2077508270740509,0.20527604222297668,0.15617726743221283,0.09533936530351639,0.08738487958908081,,,
faceframe_second1_frame37_1,3,-6.105029,4.039955,1,37,0.2390577495098114,0.23185914754867554,0.09116989374160767,,0.12842696905136108,0.09970268607139587,,
faceframe_second1_frame37_2,1,10.405087,13.494247,1,37,0.153605118393898,0.17820051312446594,0.1364331990480423,0.12511886656284332,,,0.12462993711233139,
faceframe_second1_frame44_0,0,10.2186985,-4.838919,1,44,0.2054629921913147,0.2039521038532257,0.16193319857120514,0.11445886641740799,,,,0.08576241880655289
faceframe_second1_frame44_1,2,-3.1880963,8.169176,1,44,0.23044905066490173,0.23225770890712738,0.1340748369693756,0.08941986411809921,,0.09921672195196152,,
faceframe_second1_frame44_2,1,10.350742,13.451808,1,44,0.14086808264255524,0.1812010407447815,0.1293821632862091,,0.1209622472524643,,0.14483235776424408,
faceframe_second1_frame51_0,0,10.176257,-4.856503,1,51,0.20478545129299164,0.23839938640594482,0.150426983833313,0.09924180060625076,0.07955381274223328,,,
faceframe_second1_frame51_1,2,-3.4064903,8.403409,1,51,0.21247735619544983,0.2045215219259262,0.1312207132577896,0.09866829961538315,,0.10685015469789505,,
faceframe_second1_frame51_2,1,10.35383,13.425773,1,51,0.13941870629787445,0.18028512597084045,0.14201141893863678,0.11195916682481766,,,0.153257817029953,
faceframe_second1_frame59_0,0,10.221782,-4.8116393,1,59,0.22292186319828033,0.23018424212932587,0.15485860407352448,0.10413363575935364,0.07811574637889862,,,
faceframe_second1_frame59_1,2,-3.285713,8.150141,1,59,0.21902689337730408,0.2326149344444275,0.12804651260375977,0.09533809125423431,,0.10194092988967896,,
faceframe_second1_frame59_2,1,10.703125,13.309844,1,59,0.1506807804107666,0.19857388734817505,0.11512891948223114,,0.11944615095853806,,0.14159142971038818,
faceframe_second13_frame397_0,0,11.595266,-3.8975582,13,397,0.19621635973453522,0.20740827918052673,0.11932126432657242,0.11826763302087784,0.09377903491258621,,,
faceframe_second13_frame397_1,2,-3.755844,9.47705,13,397,0.17277440428733826,0.3102394938468933,0.10826478898525238,,0.09675241261720657,0.09484684467315674,,
faceframe_second13_frame397_2,1,13.837009,12.944595,13,397,0.14463642239570618,0.2527334988117218,,0.10218802839517593,0.11882469058036804,,0.12984952330589294,
faceframe_second17_frame517_0,1,13.258644,14.0006275,17,517,0.1138385757803917,0.24069279432296753,,0.10319540649652481,0.14499761164188385,,0.15942934155464172,
faceframe_second17_frame517_1,-1,1.9949077,10.48293,17,517,0.21718397736549377,0.15445725619792938,0.1245574802160263,0.11653580516576767,,0.11154019832611084,,
faceframe_second20_frame607_0,0,12.586271,-0.10590983,20,607,0.08192184567451477,0.12279062718153,,,0.08448579162359238,0.4601539671421051,0.0776040330529213,
faceframe_second20_frame607_1,1,13.034854,14.151022,20,607,0.11656258255243301,0.2615872919559479,0.10565406829118729,,0.11353743821382523,,0.14304468035697937,
faceframe_second24_frame727_0,0,8.711923,-3.6074865,24,727,0.21100643277168274,0.2739051282405853,0.11220932006835938,0.09788811951875687,,,0.07964850962162018,
faceframe_second24_frame727_1,2,-4.4456825,7.12866,24,727,0.19093787670135498,0.21383823454380035,0.13264702260494232,,0.10229360312223434,0.10276065021753311,,
faceframe_second24_frame727_2,1,13.776478,12.978987,24,727,0.16479533910751343,0.1739390641450882,0.1278332769870758,,0.1133112832903862,,0.12163028866052628,
faceframe_second28_frame847_0,0,12.843277,-3.721692,28,847,0.1322331577539444,0.17219969630241394,0.10658898949623108,,0.10513121634721756,0.2192838191986084,,
faceframe_second28_frame847_1,2,-4.718291,7.4113793,28,847,0.18678206205368042,0.2604231536388397,0.11426080763339996,0.09558741748332977,0.11033084243535995,,,
faceframe_second28_frame847_2,1,13.486019,12.399528,28,847,0.17098070681095123,0.21297213435173035,0.11315030604600906,0.1206417828798294,0.10935237258672714,,,
faceframe_second31_frame937_0,3,-4.157388,4.0242167,31,937,,0.14748571813106537,,,0.10042307525873184,0.34995898604393005,0.11279905587434769,0.08598455041646957
faceframe_second31_frame937_1,0,13.801817,-0.43250883,31,937,0.0957849845290184,0.16879069805145264,,,0.09659256041049957,0.31791114807128906,0.09068595618009567,
faceframe_second31_frame937_2,1,14.276539,13.16444,31,937,0.1010063886642456,0.2201361060142517,0.11757729202508926,,0.11801805347204208,0.17160657048225403,,
faceframe_second35_frame1057_0,0,13.339111,-0.9675816,35,1057,0.09453326463699341,0.1930161565542221,,,0.08234922587871552,0.33941784501075745,0.08880215138196945,
faceframe_second35_frame1057_1,1,12.389223,14.180588,35,1057,0.13445419073104858,0.1828104853630066,0.11185719817876816,,0.12661246955394745,,0.14006012678146362,
faceframe_second39_frame1177_0,0,12.679754,-3.7480905,39,1177,0.1379409283399582,0.16368141770362854,0.12080266326665878,,0.11596298217773438,0.19768820703029633,,
faceframe_second39_frame1177_1,1,11.181238,11.954873,39,1177,0.10466774553060532,0.22609856724739075,,,0.1253570020198822,0.14201325178146362,0.12802407145500183,
faceframe_second39_frame1177_2,-1,2.32836,0.11129922,39,1177,0.20294702053070068,0.20457403361797333,,0.10066170990467072,0.1278117597103119,0.11585555970668793,,
faceframe_second42_frame1267_0,0,13.056333,0.08753614,42,1267,0.1447724848985672,0.21974852681159973,0.10601310431957245,,0.11028485745191574,0.135668084025383,,
faceframe_second42_frame1267_1,1,11.276444,11.316399,42,1267,0.13316307961940765,0.21153268218040466,,0.111623615026474,0.13520532846450806,,0.1308411806821823,
faceframe_second42_frame1267_2,-1,2.4338083,0.0027827953,42,1267,0.19531786441802979,0.2115761637687683,0.10264058411121368,0.09587781131267548,0.16138184070587158,,,
faceframe_second4_frame127_0,0,9.435514,-4.655268,4,127,0.19617445766925812,0.18903504312038422,0.160475492477417,0.10700661689043045,,0.09279996156692505,,
faceframe_second4_frame127_1,2,-2.3148866,8.670773,4,127,0.20515596866607666,0.30003419518470764,0.127808079123497,,0.09373466670513153,0.081281378865242,,
faceframe_second4_frame127_2,1,13.745105,11.589014,4,127,0.17427337169647217,0.16925933957099915,0.12547707557678223,,0.13447755575180054,,0.12421014159917831,
faceframe_second53_frame1597_0,0,10.600909,-1.2700742,53,1597,0.16174407303333282,0.15867748856544495,0.15652216970920563,0.11695190519094467,,0.11390125751495361,,
faceframe_second57_frame1717_0,3,-4.303842,3.041562,57,1717,0.11395350098609924,0.12615364789962769,0.07390405237674713,,0.3712884783744812,0.1494290828704834,,
