name,cluster,x,y,frame,second,neutral,positive,negative
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second0_frame14.jpg,2,-0.39267895,3.8268669,14,0,0.7757806777954102,0.20984937250614166,0.014369911514222622
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second0_frame21.jpg,2,-0.40150654,3.8009965,21,0,0.7743409872055054,0.21249079704284668,0.01316817756742239
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second0_frame29.jpg,2,-0.41458735,3.7685144,29,0,0.776226818561554,0.21148088574409485,0.012292254716157913
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second0_frame7.jpg,2,-0.3727776,3.881998,7,0,0.6529502272605896,0.3290512263774872,0.017998555675148964
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second100_frame3007.jpg,-1,5.8078756,-1.033023,3007,100,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second100_frame3014.jpg,-1,5.81757,-1.0230361,3014,100,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second100_frame3021.jpg,-1,5.845397,-0.9896201,3021,100,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second100_frame3029.jpg,-1,5.7672124,-1.075956,3029,100,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second101_frame3037.jpg,-1,5.652937,-1.19288,3037,101,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second101_frame3044.jpg,-1,5.603923,-1.2401941,3044,101,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second101_frame3051.jpg,-1,5.6193333,-1.2270559,3051,101,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second101_frame3059.jpg,-1,5.584366,-1.2632471,3059,101,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second102_frame3067.jpg,-1,5.741313,-1.1031371,3067,102,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second102_frame3074.jpg,-1,5.695789,-1.1495118,3074,102,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second102_frame3081.jpg,-1,5.7512155,-1.0935224,3081,102,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second102_frame3089.jpg,-1,5.6486926,-1.1974323,3089,102,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second103_frame3097.jpg,-1,5.610794,-1.2367084,3097,103,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second103_frame3104.jpg,-1,5.616419,-1.2316693,3104,103,0.7287949323654175,0.17333458364009857,0.09787045419216156
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second10_frame307.jpg,3,2.5162575,0.55674654,307,10,0.7223467230796814,0.2687433063983917,0.008909988217055798
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second10_frame314.jpg,3,2.4806066,0.6330195,314,10,0.6661943793296814,0.320202499628067,0.013603214174509048
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second10_frame321.jpg,3,2.5368392,0.56746256,321,10,0.6698148250579834,0.3153744637966156,0.01481070276349783
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second10_frame329.jpg,3,2.5617,0.583324,329,10,0.5689773559570312,0.4171828329563141,0.013839862309396267
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Ding_Doesn't_Know_Chinese?/frames/second11_frame337.jpg,3,2.4886246,0.4969726,337,11,0.6565824747085571,0.2439223974943161,0.09949509054422379
