,0,1,2,3
faceframe_second15_frame471_0,0.7892205404494947,0.08038863152977682,0.06541685973991125,0.06497396828081724
faceframe_second15_frame471_1,0.022070626033492826,0.024046372619347067,0.7146795775396404,0.07820073785847727
faceframe_second15_frame471_2,0.014880485559235716,0.9609369340094877,0.012467725670028289,0.011714854761248358
faceframe_second15_frame479_0,0.7873879775182049,0.08137199361048496,0.06588944802391992,0.06535058084739008
faceframe_second15_frame479_1,0.018513101871353004,0.9257975147093755,0.01551920065332311,0.014565451055854958
faceframe_second15_frame479_2,0.005258630351693734,0.005710748454302254,0.8851066124822123,0.019344500544714455
faceframe_second16_frame487_0,0.8040563297131543,0.07492313072401323,0.06073806786527138,0.06028247169756097
faceframe_second16_frame487_1,0.0032560329873460216,0.0035453550246618004,0.962919951224828,0.01205694001113322
faceframe_second16_frame494_0,0.7972725345163485,0.07748690158658182,0.06285634441721982,0.062384219479849935
faceframe_second16_frame494_1,0.00435733688477839,0.004738131123321174,0.9136818655193176,0.01608160774178718
faceframe_second16_frame501_0,0.8063632985137845,0.07380979854296132,0.06009916635955873,0.059727736583695415
faceframe_second16_frame501_1,0.014461434351664382,0.018503984186193957,0.04736342504818241,0.02769088719878426
faceframe_second16_frame509_0,0.014440672131020786,0.01849093744919274,0.047076681725472205,0.027573495391912842
faceframe_second16_frame509_1,1.0780601552437e-309,1.0,8.8326746102132e-310,8.3316246125182e-310
faceframe_second16_frame509_2,9.47384182293024e-310,1.033653808358216e-309,1.0,3.530657599621707e-309
faceframe_second17_frame524_0,1.08428375570538e-309,1.0,9.15190843350717e-310,8.6275555863253e-310
faceframe_second17_frame524_1,0.014453676119389077,0.018496292634366213,0.04724949376722629,0.027643060018328336
faceframe_second17_frame524_2,9.43601117120427e-310,1.033229592803122e-309,1.0,3.50956395192299e-309
faceframe_second17_frame531_0,1.07209730386485e-309,1.0,8.8868943059374e-310,8.372225865813e-310
faceframe_second17_frame531_1,9.43980563699213e-310,1.04052282383394e-309,1.0,3.52278231448296e-309
faceframe_second17_frame531_2,0.014460560670761511,0.018503254665453755,0.04735137831977052,0.027685879451473907
faceframe_second17_frame539_0,1.07624944306421e-309,1.0,8.835816126192e-310,8.3326417331783e-310
faceframe_second17_frame539_1,0.6858459284730635,0.12130769863900441,0.09678329887815208,0.09606307400978002
faceframe_second18_frame547_0,1.075236510128815e-309,1.0,9.19771865205583e-310,8.67869619963585e-310
faceframe_second18_frame547_1,0.6951104809386917,0.11738008299913062,0.09407009959059007,0.09343933647158767
faceframe_second18_frame547_2,0.01623549244468519,0.018488152337290332,0.6518758679986797,0.07166400372524705
faceframe_second18_frame554_0,0.7511627601962936,0.0938489392910376,0.07740247050322083,0.07758583000944792
faceframe_second18_frame554_1,1.08017344630396e-309,1.0,9.16773936606396e-310,8.64674097727887e-310
faceframe_second18_frame554_2,0.016393771811538258,0.018608449125956463,0.6637267878524236,0.0727820800623662
faceframe_second18_frame561_0,0.7517212468626686,0.09324639215564544,0.07737432698126145,0.07765803400042431
faceframe_second18_frame561_1,1.08246220627751e-309,1.0,8.8704600264225e-310,8.3716450917993e-310
faceframe_second18_frame561_2,0.016833393216127247,0.01917084427897966,0.6129061311090339,0.07507918845345606
faceframe_second18_frame569_0,0.8015553989025808,0.07323428116888074,0.062259259517602424,0.062951060410936
faceframe_second18_frame569_1,1.08789023660227e-309,1.0,9.23897670699913e-310,8.69978600447987e-310
faceframe_second18_frame569_2,0.01806850799395914,0.02069348742365193,0.4980988575320758,0.08237424865251498
faceframe_second19_frame577_0,0.8012363354632298,0.07336600263775261,0.06235145107164716,0.0630462108273704
faceframe_second19_frame577_1,0.01709591105753332,0.019486550086291278,0.5988685360454298,0.07642237854178549
faceframe_second19_frame577_2,1.07714582863861e-309,1.0,9.26431787668365e-310,8.73618689494665e-310
faceframe_second19_frame584_0,0.7961414426812552,0.07530464479977754,0.063934105847905,0.06461980667106221
faceframe_second19_frame584_1,1.07821426436802e-309,1.0,9.2663465176108e-310,8.7404402934613e-310
faceframe_second19_frame584_2,0.014490934480108996,0.018523550236126816,0.04777907947325208,0.02786095199341543
faceframe_second19_frame591_0,0.7886430089929303,0.07819648190822132,0.06624949457790148,0.06691101452094692
faceframe_second19_frame591_1,1.080684886140265e-309,1.0,9.23734455923347e-310,8.71111993466194e-310
faceframe_second19_frame591_2,0.014461450759869897,0.01850398749144088,0.04736417290194062,0.027691185932735386
faceframe_second19_frame599_0,0.7677743770660691,0.08635735840203813,0.07266734011226371,0.07320092441962904
faceframe_second19_frame599_1,1.09042024172085e-309,1.0,9.2203693817029e-310,8.68489473391983e-310
faceframe_second19_frame599_2,9.38199817280904e-310,1.035828532080297e-309,1.0,3.578344020215194e-309
faceframe_second1_frame37_0,0.7684158112013134,0.02570564147908207,0.023973504606176355,0.025167248335764655
faceframe_second1_frame37_1,0.01235532397157088,0.01201279185186082,0.03994392027418959,0.6550056776322928
faceframe_second1_frame37_2,0.03193315902937617,0.6298156512275429,0.030841503933682225,0.028664506719286723
faceframe_second1_frame44_0,0.6889796597000656,0.023641742516986825,0.02194418652348956,0.023087640085401963
faceframe_second1_frame44_1,0.028149503819270578,0.030367189304086155,0.5585239402850645,0.09399694638544223
faceframe_second1_frame44_2,0.03307797703792185,0.6130274381259571,0.03202967138242324,0.029758643086311615
faceframe_second1_frame51_0,0.6854593853559582,0.023565819822368203,0.021918706818575794,0.02306902151846899
faceframe_second1_frame51_1,0.031219526722260364,0.03385847095892713,0.670397522128855,0.10352179424091516
faceframe_second1_frame51_2,0.03308772870214389,0.5832126833049869,0.03186856944403763,0.029603485205657004
faceframe_second1_frame59_0,0.7117181671801113,0.027809622957929367,0.02588173152754128,0.02721139344874477
faceframe_second1_frame59_1,0.030286631162006514,0.03275176885183187,0.6295509532430346,0.10111155178723033
faceframe_second1_frame59_2,0.03377934722031697,0.5172157436561291,0.032318762607598465,0.029999259251268586
faceframe_second13_frame397_0,0.866433827007922,0.044019328061321486,0.038233941823077426,0.03933903797379785
faceframe_second13_frame397_1,0.028755858533323398,0.03210742464443511,0.29830386702466277,0.08449535933336089
faceframe_second13_frame397_2,1.07733213675848e-309,1.0,8.9042288122343e-310,8.38766297182824e-310
faceframe_second17_frame517_0,1.084763063545146e-309,1.0,9.13965804472975e-310,8.6158066654771e-310
faceframe_second17_frame517_1,0.01446061001852922,0.018503354267121783,0.047352152102620455,0.02768622164581394
faceframe_second20_frame607_0,0.7692614767710256,0.08575347436485593,0.07221336841555279,0.07277168044856569
faceframe_second20_frame607_1,1.08506702302557e-309,1.0,9.2307253255927e-310,8.70065371216084e-310
faceframe_second24_frame727_0,1.0,1.039928515065437e-309,9.40584398865745e-310,9.733829292327e-310
faceframe_second24_frame727_1,0.0065752918773063765,0.007255261505113618,0.9467553425025648,0.026248991710486492
faceframe_second24_frame727_2,1.08515163806572e-309,1.0,8.9876239199395e-310,8.456113568718e-310
faceframe_second28_frame847_0,0.9884232809749945,0.004242631233571264,0.0036375043989376517,0.003696583392496465
faceframe_second28_frame847_1,9.52719025727724e-310,1.068839330249334e-309,1.0,3.713273597748033e-309
faceframe_second28_frame847_2,0.010674613991519057,0.9716724454102944,0.009115687469742855,0.008537253128443773
faceframe_second31_frame937_0,0.022093586741260635,0.02245866412573329,0.0936353664816385,0.5032032318724027
faceframe_second31_frame937_1,0.674212576534124,0.12626014207575342,0.10019471063124556,0.09933257075887711
faceframe_second31_frame937_2,1.07966381609577e-309,1.0,8.7327783927424e-310,8.2538486762786e-310
faceframe_second35_frame1057_0,0.7425034630239686,0.0981371266742266,0.07966566774426634,0.07969374255753847
faceframe_second35_frame1057_1,0.01610494933079099,0.9562864588979699,0.014204927300914317,0.013403664470324542
faceframe_second39_frame1177_0,0.9602134116469937,0.014599052553887899,0.012491384745805705,0.012696151053312702
faceframe_second39_frame1177_1,1.02794646382538e-309,1.0,9.7782578453646e-310,9.2050427520637e-310
faceframe_second39_frame1177_2,0.019099934059765695,0.017040431792953562,0.033409545101092515,0.039639843689266964
faceframe_second42_frame1267_0,0.7597404536510652,0.08971081414612127,0.07502273046384492,0.0755260017389686
faceframe_second42_frame1267_1,0.02274161365199447,0.8447297646542173,0.02147778798020405,0.020312915391032308
faceframe_second42_frame1267_2,0.0188851542050183,0.016824357914280653,0.03348960083003266,0.04026086403699271
faceframe_second4_frame127_0,1.0,1.01058198017876e-309,9.3551847503814e-310,9.81448792365544e-310
faceframe_second4_frame127_1,0.030781854556847354,0.032830833059307174,0.2792059757328783,0.0973583247710673
faceframe_second4_frame127_2,0.03526764310907336,0.7994920816314085,0.03017071808342859,0.02801412778384649
faceframe_second53_frame1597_0,0.7022299645740374,0.08138729358439745,0.06530416458905573,0.06440454712986442
faceframe_second57_frame1717_0,0.006705958964540108,0.006619697081381364,0.022505869157052532,0.9403939722164617
faceframe_second57_frame1717_1,0.7615397378639072,0.09057075288137724,0.07412990129397973,0.07375960796073598
faceframe_second60_frame1807_0,0.8404367445482871,0.04047638543824892,0.037485567769013586,0.0392216406119874
faceframe_second60_frame1807_1,0.014577327964156473,0.0147865168426082,0.05439311109863486,0.6584379498149033
faceframe_second64_frame1927_0,0.7443698903923306,0.06665217336789286,0.05929572237954203,0.060920243945875086
faceframe_second64_frame1927_1,9.7381338445443e-310,9.53760960813377e-310,3.2914052205955e-309,1.0
faceframe_second64_frame1927_2,0.037379535710524575,0.25412411578772937,0.04182475013152062,0.03904697944300647
faceframe_second6_frame187_0,0.03181144077242892,0.03391916492425652,0.3122015589136124,0.10203075263538643
faceframe_second6_frame187_1,0.03847291629756676,0.6028937832248665,0.03295933835349341,0.030506402887879876
faceframe_second73_frame2197_0,0.8362318631955288,0.06221212370044703,0.050816099257946376,0.05073991384607769
faceframe_second73_frame2197_1,0.006158850767327128,0.9827795412035657,0.005695456409213517,0.005366151619893502
faceframe_second77_frame2317_0,0.8057454214644933,0.07387424876586783,0.060254701097642124,0.06012562867199656
faceframe_second77_frame2317_1,0.024635476560375773,0.025115065840223882,0.11060428004559864,0.3943308633382772
faceframe_second77_frame2317_2,1.05063531431687e-309,1.0,9.36551098426083e-310,8.86868621632857e-310
faceframe_second80_frame2407_0,1.0,1.09042022236813e-309,9.2493773788647e-310,9.3495009913944e-310
faceframe_second80_frame2407_1,9.53091074580064e-310,9.478934871705e-310,3.32181972196549e-309,1.0
faceframe_second80_frame2407_2,1.02645956175102e-309,1.0,9.8633211583273e-310,9.2896794605414e-310
faceframe_second84_frame2527_0,1.0,1.060061154642987e-309,9.10802393977723e-310,9.23998747558706e-310
faceframe_second84_frame2527_1,0.011769720094167584,0.9655982757077031,0.011674388702607933,0.01095761549552147
faceframe_second84_frame2527_2,9.93572980970693e-310,9.95631532454794e-310,3.735693412691526e-309,1.0
faceframe_second88_frame2647_0,1.0,1.023077791201437e-309,9.10961785454897e-310,9.3390542561427e-310
faceframe_second88_frame2647_1,9.7722314600718e-310,9.9189643059825e-310,3.85011775174183e-309,1.0
faceframe_second88_frame2647_2,0.0037572355491584434,0.9885193482029673,0.004003159069088376,0.003720257178785741
faceframe_second91_frame2737_0,1.0,1.05264040707719e-309,8.95898597966826e-310,9.11934580068666e-310
faceframe_second91_frame2737_1,0.002360695397171878,0.0022994761664472453,0.007648832135534427,0.9876321803043572
faceframe_second91_frame2737_2,9.96254065599114e-310,1.0,1.04913944254772e-309,9.71318105100296e-310
faceframe_second95_frame2857_0,0.9522617795044039,0.017397409076717822,0.015006447111347078,0.015334364307531262
faceframe_second95_frame2857_1,0.01049951661049393,0.010230950129122127,0.03442852445939033,0.8971016645199207
faceframe_second95_frame2857_2,0.00513080716588538,0.9841845731759924,0.005552910625726735,0.005131709032395572
faceframe_second20_frame614_0,0.7689725200972106,0.08584379073205028,0.07230820525591158,0.07287548391482744
faceframe_second20_frame614_1,1.08132378288598e-309,1.0,8.8191926837575e-310,8.32577020063686e-310
faceframe_second20_frame621_0,0.7692674493133066,0.08571627443754601,0.07221916471584493,0.07279711153330262
faceframe_second20_frame621_1,1.081137720910873e-309,1.0,8.78720818819664e-310,8.30007748346916e-310
faceframe_second20_frame629_0,0.7695981320098946,0.08555452527236436,0.07214089466776824,0.07270644804997281
faceframe_second20_frame629_1,0.005912138374241763,0.984829949493476,0.0047570927447045394,0.00450081938757759
faceframe_second21_frame637_0,0.7708398432566349,0.08508765498158154,0.07173934218949733,0.07233315957228621
faceframe_second21_frame637_1,0.015479718273715628,0.9604773937210753,0.012342867270239253,0.011700020734969738
faceframe_second21_frame637_2,0.018124789843553073,0.020609899366507697,0.6157033768618423,0.08157536158057323
faceframe_second21_frame644_0,0.7700990669324935,0.08536831847739461,0.07197502646624782,0.07255758812386401
faceframe_second21_frame644_1,0.00835138441722959,0.9786099009756063,0.0066983178758201894,0.006340396731343857
faceframe_second21_frame644_2,0.01797300887932927,0.020550904628875547,0.5263904849002696,0.08154081110008427
faceframe_second21_frame651_0,0.7704268928591972,0.08521432471393925,0.07188711655340803,0.07247166587345553
faceframe_second21_frame651_1,0.013152370658996874,0.9664036802468237,0.01049768354562023,0.009946265548559274
faceframe_second21_frame651_2,0.017823367485685596,0.020344789636551633,0.5296239451963597,0.08121156815954812
faceframe_second21_frame659_0,0.7985960568956921,0.03533544226411508,0.030822228693202038,0.03146603488655715
faceframe_second21_frame659_1,0.01601171162447483,0.9591469758545572,0.012752752583084118,0.01208855993788384
faceframe_second21_frame659_2,0.018667830697090857,0.021466341604236973,0.44769413316843015,0.08575172117779307
faceframe_second22_frame667_0,0.7858790796457441,0.03558227933215764,0.03100356379184917,0.03164574222581277
faceframe_second22_frame667_1,0.01493414382397009,0.9618584551513387,0.011914629833983779,0.011292771190707278
faceframe_second22_frame667_2,0.01844002367812671,0.021229789866260663,0.43764518522717955,0.08462067067961514
faceframe_second22_frame674_0,0.7929045135719062,0.03546656857009665,0.03091329316252574,0.031560881767294505
faceframe_second22_frame674_1,0.014270328125014758,0.9635478094257539,0.011388998521048846,0.010792863928182572
faceframe_second22_frame674_2,0.01853017805824815,0.021279418046009593,0.46691908992139014,0.08487053614485167
faceframe_second22_frame681_0,0.7753669286551136,0.03272522141828452,0.02862049336128449,0.029242020778508564
faceframe_second22_frame681_1,0.012595681229443862,0.9674986689590112,0.010228847014161168,0.00967680279738399
faceframe_second22_frame681_2,0.01845005917077425,0.021179297162453363,0.4766796483258754,0.08420835840860182
faceframe_second22_frame689_0,0.778842118138158,0.032800832154096786,0.028685244019546967,0.029307916144453498
faceframe_second22_frame689_1,0.011120850058643928,0.9714483345780486,0.008954772022433763,0.008476043340873589
faceframe_second22_frame689_2,0.01864679240451535,0.02144623659880717,0.45298025809995174,0.08536059371652237
faceframe_second23_frame697_0,0.7830853267897975,0.03276184518866716,0.028650031661657867,0.02927436188667028
faceframe_second23_frame697_1,0.01878695497461243,0.021622931600425867,0.44813169476511167,0.0860536729193696
faceframe_second23_frame697_2,0.011934645108612474,0.9694109689367706,0.009581771075827637,0.009072614878789277
faceframe_second23_frame704_0,0.7825997302231936,0.03579603224586097,0.031162234956343914,0.031806327739464714
faceframe_second23_frame704_1,0.01273872230466543,0.9673702424414902,0.010217347601671544,0.009673687652172738
faceframe_second23_frame704_2,0.01915694325572277,0.022087520167508177,0.42996095032031195,0.0880604771628352
faceframe_second23_frame711_0,0.7755121512633695,0.03263271374951773,0.028548964070193267,0.029168944536101627
faceframe_second23_frame711_1,0.011047983595171377,0.971674554988508,0.008875001200918524,0.008402460215401994
faceframe_second23_frame711_2,0.01898609100711111,0.021855208741638526,0.45496603331136265,0.08675200795833742
faceframe_second23_frame719_0,1.0,1.03748682762418e-309,9.40987751931296e-310,9.7477761313847e-310
faceframe_second23_frame719_1,0.00544661755130436,0.00599479347353586,0.9380056672611384,0.02154314190585686
faceframe_second23_frame719_2,1.08328228865963e-309,1.0,8.8892786943358e-310,8.38264821953896e-310
faceframe_second24_frame734_0,1.0,1.035938168344896e-309,9.4176854664954e-310,9.76981271375696e-310
faceframe_second24_frame734_1,0.007016525131314634,0.0077145115337144635,0.9367031032641375,0.02781610882929132
faceframe_second24_frame734_2,1.084322287336635e-309,1.0,8.9826385395823e-310,8.45199389124217e-310
faceframe_second24_frame741_0,1.0,1.03524959065676e-309,9.4260511274798e-310,9.7807081329893e-310
faceframe_second24_frame741_1,0.006073254337825892,0.006691707204940108,0.9520569156344022,0.024212239659762356
faceframe_second24_frame741_2,1.08609250700512e-309,1.0,9.0743042995028e-310,8.5131387068387e-310
faceframe_second24_frame749_0,1.0,1.03156170461461e-309,9.46328040105534e-310,9.83395322194655e-310
faceframe_second24_frame749_1,0.006532855263882948,0.007201322837513626,0.9349880706059422,0.026089231093433685
faceframe_second24_frame749_2,1.082856178774417e-309,1.0,8.9380598847858e-310,8.4200294872931e-310
faceframe_second25_frame757_0,0.9763523290506682,0.008181981796498152,0.007577226200776124,0.007888462952057702
faceframe_second25_frame757_1,0.004386832590685059,0.004843470661740581,0.9261061786319613,0.017521488763095797
faceframe_second25_frame757_2,1.08486829705153e-309,1.0,9.00910154118886e-310,8.47780610204813e-310
faceframe_second25_frame764_0,0.9895244688423949,0.003654144106381419,0.003346294397369492,0.0034750926538543022
faceframe_second25_frame764_1,9.4163932901376e-310,1.041993588889336e-309,1.0,3.72800613838554e-309
faceframe_second25_frame764_2,1.084067681265023e-309,1.0,9.0078688543919e-310,8.4711882666631e-310
faceframe_second25_frame771_0,0.962549707952863,0.010389547560599694,0.009648283365052092,0.010043786567632473
faceframe_second25_frame771_1,9.4592010597261e-310,1.04745446652187e-309,1.0,3.701912842823374e-309
faceframe_second25_frame771_2,1.08268162383048e-309,1.0,9.0213537835285e-310,8.48699675782974e-310
faceframe_second25_frame779_0,0.9934166728531096,0.0022896448417176513,0.00210495858870769,0.0021887237164651473
faceframe_second25_frame779_1,0.006079020321615875,0.006696156283679632,0.9385867813857391,0.024079026384468075
faceframe_second25_frame779_2,1.086203560135974e-309,1.0,9.0047636120176e-310,8.46765943465717e-310
faceframe_second26_frame787_0,0.9843033231751207,0.005442978663983245,0.005025511419827295,0.005228186741068847
faceframe_second26_frame787_1,9.451158825939e-310,1.041375412018113e-309,1.0,3.674388705820124e-309
faceframe_second26_frame787_2,1.081444557041935e-309,1.0,9.0268008927579e-310,8.4872075997961e-310
faceframe_second26_frame794_0,0.9835545359833119,0.005704924834531455,0.005264879799779837,0.005475659382376954
faceframe_second26_frame794_1,0.021236502807921623,0.9439763535055732,0.017993251226882476,0.016793892459622622
faceframe_second26_frame794_2,0.005319084697989712,0.005805988037472315,0.9685595076786805,0.020245266026457372
faceframe_second26_frame801_0,0.9797525834292995,0.007015182409329246,0.00648631159949737,0.006745922561873765
faceframe_second26_frame801_1,0.0055835278561344,0.006096530494923299,0.9374175479726065,0.021157750008473433
faceframe_second26_frame809_0,0.7686681600824623,0.035988781458860086,0.0313181561378778,0.03194854590179634
faceframe_second27_frame817_0,0.8738907515967442,0.04660561851919544,0.039522365300971356,0.039981264583088975
faceframe_second27_frame817_1,0.007569854001708385,0.008267349694298442,0.8639566069447898,0.028814697080047837
faceframe_second27_frame824_0,1.0,1.085801093065796e-309,9.1642535601392e-310,9.28619877871697e-310
