name,cluster,x,y,frame,second,positive,neutral,negative
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second28_frame718.jpg,-1,-11.384834,-1.819357,718,28,0.27212807536125183,0.10418824851512909,0.6236836910247803
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second31_frame793.jpg,-1,-11.228259,-1.9789697,793,31,0.4888555705547333,0.4551032483577728,0.056041233241558075
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second35_frame893.jpg,6,-8.259162,2.95924,893,35,0.03230058401823044,0.9492515325546265,0.018447861075401306
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second20_frame524.jpg,5,4.1719003,0.5445995,524,20,0.2736378610134125,0.5278614163398743,0.19850078225135803
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second21_frame530.jpg,5,4.190866,0.5620977,530,21,0.324789822101593,0.5037894248962402,0.17142075300216675
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second21_frame536.jpg,5,4.1916842,0.5630156,536,21,0.3963411748409271,0.46593013405799866,0.13772867619991302
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second21_frame543.jpg,5,4.088775,0.4613298,543,21,0.3901453912258148,0.47378623485565186,0.13606838881969452
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second21_frame549.jpg,5,4.1294537,0.5021556,549,21,0.4622058868408203,0.4428049921989441,0.09498906135559082
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second22_frame555.jpg,5,4.0745854,0.4463338,555,22,0.451419472694397,0.4992251992225647,0.04935528337955475
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second22_frame561.jpg,5,4.066572,0.43533564,561,22,0.6175124645233154,0.1809997856616974,0.20148782432079315
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second22_frame568.jpg,5,4.0697274,0.4407224,568,22,0.6439211368560791,0.18883121013641357,0.16724763810634613
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second22_frame574.jpg,5,4.084124,0.4563,574,22,0.6291858553886414,0.2105768769979477,0.16023725271224976
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second23_frame580.jpg,5,4.085542,0.4577551,580,23,0.6043612957000732,0.2505761682987213,0.14506247639656067
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second23_frame586.jpg,5,4.074288,0.4448747,586,23,0.6117695569992065,0.22261327505111694,0.16561713814735413
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second23_frame593.jpg,5,4.1184373,0.49037555,593,23,0.6294137239456177,0.18419776856899261,0.18638856709003448
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second23_frame599.jpg,5,4.1149845,0.48222077,599,23,0.5943711996078491,0.2239989936351776,0.18162979185581207
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second24_frame605.jpg,6,-9.718762,2.8180447,605,24,0.24421179294586182,0.35704556107521057,0.39874258637428284
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second24_frame611.jpg,6,-9.769249,2.7695024,611,24,0.33237898349761963,0.3060203194618225,0.36160072684288025
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second24_frame624.jpg,6,-9.776898,2.7643616,624,24,0.3560478091239929,0.3421688973903656,0.30178332328796387
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second25_frame630.jpg,6,-9.6942625,2.8323288,630,25,0.3075012266635895,0.30795612931251526,0.38454264402389526
