,0,1,2
faceframe_second100_frame2505_0,1.0,2.63590106177177e-309,1.97790280556964e-309
faceframe_second100_frame2511_0,1.0,2.708891827336857e-309,2.032921634098686e-309
faceframe_second100_frame2518_0,1.0,2.69173027842692e-309,2.01534083243174e-309
faceframe_second101_frame2530_0,0.9302206843186387,0.04000251630951387,0.029776799371847573
faceframe_second101_frame2549_0,0.8752889848280186,0.07258785117248973,0.05212316399949162
faceframe_second102_frame2555_0,0.9350692193770925,0.03725493152416824,0.027675849098739328
faceframe_second102_frame2561_0,2.470465809717704e-309,1.0,2.731799194414803e-309
faceframe_second102_frame2568_0,1.0,1.718612249722656e-309,1.51025884729898e-309
faceframe_second102_frame2568_1,2.303569651334225e-309,1.0,2.37569339207506e-309
faceframe_second142_frame3561_0,0.20401453432786076,0.24121191317609142,0.11716909469089076
faceframe_second142_frame3561_1,2.620189146769345e-309,1.0,2.75624474912172e-309
faceframe_second142_frame3561_2,0.6047899681134944,0.17954062127322473,0.11574571592723783
faceframe_second142_frame3561_3,0.04940721119462724,0.6599306406678337,0.05893611925814168
faceframe_second142_frame3561_4,0.3037250175660098,0.11680536571562981,0.08510248113218587
faceframe_second142_frame3561_5,0.28390031483350825,0.1738755423985765,0.14777616681463424
faceframe_second142_frame3568_0,0.0480614841567209,0.6680084411784077,0.05708845879693416
faceframe_second142_frame3568_1,0.6239760949287673,0.15781044820913026,0.10379034380913257
faceframe_second142_frame3568_2,2.628373545537707e-309,1.0,2.747713658815697e-309
faceframe_second142_frame3568_3,0.19063765274471645,0.22120636547338446,0.10966518110052959
faceframe_second142_frame3568_4,0.27886785106448103,0.17653456772039705,0.15199219050306642
faceframe_second142_frame3574_0,0.0521650208886442,0.6065199271752691,0.06340830447820267
faceframe_second142_frame3574_1,0.28177379898978755,0.17448500743078804,0.1507744495651204
faceframe_second142_frame3574_2,0.1781193648918374,0.20166419939522318,0.10257119319790015
faceframe_second142_frame3574_3,0.30880145343808396,0.11834969208383253,0.08679192575365643
faceframe_second102_frame2574_0,1.0,1.75849899535503e-309,1.51741569466535e-309
faceframe_second102_frame2574_1,2.265425388789614e-309,1.0,2.393040558004763e-309
faceframe_second106_frame2674_0,1.0,1.718685012007025e-309,1.502844478647967e-309
faceframe_second106_frame2674_1,0.33763640588999394,0.1776228261785965,0.14496899641802327
faceframe_second106_frame2674_2,0.4138455929221983,0.17619119134439562,0.1448715067939036
faceframe_second10_frame274_0,2.55203349856607e-309,1.0,2.55830669047739e-309
faceframe_second128_frame3224_0,0.10243741265794959,0.15031556007913088,0.35806682019278324
faceframe_second135_frame3399_0,0.8825386358172985,0.04226441955330431,0.03649115734132889
faceframe_second143_frame3580_0,0.038031938705549405,0.7869930796037988,0.04466381279417099
faceframe_second143_frame3580_1,0.17748440932921417,0.20010952475593807,0.10220771061667229
faceframe_second143_frame3580_2,2.304677379213364e-309,1.0,2.627216355194735e-309
faceframe_second147_frame3680_0,0.11810973935797037,0.255534863450749,0.0869999545715863
faceframe_second150_frame3755_0,1.0,1.62796189136496e-309,1.47488025729025e-309
faceframe_second158_frame3955_0,1.0,1.981085271139183e-309,1.687179197090286e-309
faceframe_second161_frame4030_0,0.08291477788150195,0.11174728355682799,0.0651347340551547
faceframe_second35_frame893_0,0.060020585047214435,0.07880126902172024,0.5390395735632088
faceframe_second33_frame836_0,0.9835280401133337,0.00956181377755889,0.006910146109107323
faceframe_second33_frame843_0,0.7711585474084276,0.1279701126799674,0.08745592189297567
faceframe_second33_frame849_0,0.9796699855888243,0.01180886511550136,0.008521149295674282
faceframe_second34_frame855_0,1.0,2.59190967055593e-309,1.88630049697857e-309
faceframe_second34_frame861_0,0.9690752008832935,0.017970857310527413,0.012953941806179045
faceframe_second34_frame874_0,0.9419207042401861,0.03378559330267986,0.024293702457134032
faceframe_second35_frame886_0,0.057672081726955496,0.07592050156143353,0.5992871898570339
faceframe_second35_frame899_0,0.0558205293686882,0.07340777156480509,0.6189709626204635
faceframe_second36_frame905_0,0.054400372823086005,0.07148888727491792,0.6266899063228194
faceframe_second36_frame911_0,0.05154420694138335,0.06755548244365,0.6378473068181288
faceframe_second36_frame918_0,0.05434309182180067,0.07111307787817249,0.6715169080983054
faceframe_second36_frame924_0,0.05475582155366933,0.07220861332901952,0.6588824664364505
faceframe_second37_frame930_0,0.052222177119879074,0.06887097206535328,0.6532474936085122
faceframe_second37_frame936_0,0.04653481818291648,0.06180445596250855,0.708029993479905
faceframe_second37_frame943_0,0.099316812192985,0.2332688153088361,0.1205678163809642
faceframe_second37_frame949_0,0.09685162426300944,0.21715450876240655,0.12243925270185438
faceframe_second38_frame955_0,0.09640112802968615,0.21912221999921033,0.1213424096792357
faceframe_second38_frame961_0,0.0972127363420737,0.230357195617761,0.12124499172119167
faceframe_second38_frame968_0,0.13344915490489725,0.29969590430382764,0.17313273049280817
faceframe_second38_frame974_0,0.13231986908023138,0.29877991972920365,0.17240414633977144
faceframe_second41_frame1030_0,0.14313632195487036,0.4577562031067644,0.10359495024237515
faceframe_second41_frame1030_1,0.04689084967403416,0.8117283794597578,0.04438993014444019
faceframe_second41_frame1049_0,0.14085297105182906,0.4270261276544582,0.10279635486626357
faceframe_second41_frame1049_1,2.437942859158847e-309,1.0,2.596555135062306e-309
faceframe_second41_frame1049_2,2.451641517472563e-309,1.0,2.539253288586093e-309
faceframe_second41_frame1049_3,0.028044798307260053,0.8846452388378739,0.025581522574654514
faceframe_second41_frame1049_4,0.13497699272308353,0.3296382573484907,0.09407878290768892
faceframe_second41_frame1049_5,0.06137013694221675,0.6466933250910334,0.056062162791211116
faceframe_second42_frame1055_0,0.0426278933192216,0.8362576942984551,0.03992582622934567
faceframe_second42_frame1055_1,0.13693346494862418,0.38582510995760855,0.09994845022908086
faceframe_second42_frame1055_2,2.66378097269075e-309,1.0,2.62192133732105e-309
faceframe_second42_frame1061_0,2.26664797509166e-309,1.0,2.537110404887035e-309
faceframe_second42_frame1061_1,2.61943748766284e-309,1.0,2.597148755270054e-309
faceframe_second42_frame1061_2,0.14109102211088936,0.43125083732999214,0.10319012497807752
faceframe_second42_frame1061_3,0.9105035550786317,0.05223966101115648,0.037256783910211824
faceframe_second70_frame1755_0,0.01626561436380051,0.022745050159114193,0.9333127973514174
faceframe_second70_frame1761_0,1.830426531500287e-309,2.526355333625294e-309,1.0
faceframe_second70_frame1768_0,0.005853230261188297,0.008075469365842722,0.9790329098125846
faceframe_second70_frame1774_0,0.01531165371419421,0.02102338553979099,0.9229284991421205
faceframe_second71_frame1780_0,0.025604325492480186,0.0350821340292806,0.8835997005641689
faceframe_second71_frame1786_0,0.03096363692925784,0.04263187264540769,0.898397258171119
faceframe_second71_frame1793_0,0.020434588904395715,0.027937270571189075,0.8691067231436104
faceframe_second71_frame1799_0,0.017615576754804768,0.02416615497301079,0.9322958853086435
faceframe_second72_frame1805_0,0.028743883213829664,0.03929436311318252,0.9258991601176405
faceframe_second58_frame1468_0,0.04440185894599727,0.06325871518294053,0.7728294345949146
faceframe_second58_frame1474_0,0.04186972813998975,0.0599222299581649,0.7831600924665096
faceframe_second59_frame1480_0,0.0396733032983712,0.05649196499325829,0.8148661804201887
faceframe_second59_frame1486_0,0.04041292628658121,0.0575806517786797,0.806749290194364
faceframe_second59_frame1493_0,0.04942030155367978,0.07108829546259957,0.7397544439572075
faceframe_second59_frame1499_0,0.042664570781056795,0.06092674292863348,0.7661969031502985
faceframe_second60_frame1518_0,0.07073208192514699,0.10304411550339754,0.8167890655302842
faceframe_second60_frame1524_0,1.0,2.53260134650237e-309,1.93846415463455e-309
faceframe_second62_frame1568_0,0.2821830720337155,0.09345622952208749,0.09920025314224107
faceframe_second62_frame1574_0,0.27751721753682446,0.09291151106575185,0.09887537162952492
faceframe_second63_frame1580_0,0.3071934010207741,0.09599147521676543,0.1005754439916366
faceframe_second63_frame1586_0,0.29819852572963157,0.095126846130855,0.10013153243838593
faceframe_second63_frame1593_0,0.2892462368816451,0.09435138595151649,0.0998086194561462
faceframe_second63_frame1599_0,0.3056564261894278,0.09557176912990466,0.1001837866923936
faceframe_second64_frame1611_0,0.290438517853523,0.09445702645986973,0.09984438563192641
faceframe_second68_frame1724_0,1.0,2.30070758207975e-309,1.85992328460065e-309
faceframe_second69_frame1730_0,1.0,2.34712172950167e-309,1.87008368443924e-309
faceframe_second69_frame1736_0,1.0,2.302361378106537e-309,1.86017198342897e-309
faceframe_second69_frame1743_0,0.0041930059274391225,0.005794623333976983,0.9888749318930643
faceframe_second69_frame1749_0,1.84507950880093e-309,2.56052147848247e-309,1.0
faceframe_second74_frame1855_0,0.06200921170471418,0.08410983700610701,0.7218474242027798
faceframe_second74_frame1861_0,0.06993191190478387,0.09500213753440388,0.6545354537121285
faceframe_second74_frame1868_0,0.07550487102187506,0.10273135148162475,0.6064384017091561
faceframe_second74_frame1874_0,0.07863003233804837,0.1077772523475215,0.5948550451528943
faceframe_second75_frame1880_0,0.07646431739723675,0.10330085399385923,0.5825032493681738
faceframe_second75_frame1886_0,0.08074621507214715,0.10912249115806835,0.5407971534325275
faceframe_second75_frame1893_0,0.08055147621197857,0.10799561110368568,0.5225954792656664
faceframe_second75_frame1899_0,0.07469906509641344,0.09917788109821803,0.5495188850334504
faceframe_second76_frame1905_0,0.05402684648544335,0.07934506373646803,0.7826341185173272
faceframe_second76_frame1911_0,0.05231703941954651,0.07645796121532546,0.7920049194430168
faceframe_second76_frame1918_0,0.06041804479587009,0.08943470850026351,0.7536161098211093
faceframe_second76_frame1924_0,0.06804704628120122,0.10302690835541459,0.6349770923212583
faceframe_second77_frame1936_0,1.94525406023944e-309,2.714011248681706e-309,1.0
faceframe_second77_frame1943_0,1.91215972059128e-309,2.623915526297427e-309,1.0
faceframe_second77_frame1949_0,1.923320425810854e-309,2.63115617916404e-309,1.0
faceframe_second7_frame193_0,0.03461681140038374,0.032204883499155505,0.03338654684490457
faceframe_second7_frame199_0,0.03462777192704528,0.03223492824231678,0.03341973560334256
faceframe_second81_frame2036_0,2.69559257902261e-309,1.0,2.445807962613095e-309
faceframe_second8_frame205_0,0.03461364494504862,0.032179087496819615,0.03335771385408351
faceframe_second8_frame211_0,0.0346370075099917,0.03230172226196493,0.033494430208427
faceframe_second8_frame218_0,0.03461104471089214,0.032172412957533716,0.03335021895392356
faceframe_second8_frame224_0,0.0346122149439142,0.03217160562181861,0.03334931742935855
faceframe_second91_frame2293_0,0.016334499690067086,0.022998647793895505,0.9575067237087311
faceframe_second91_frame2299_0,1.910370307800076e-309,2.68913960317425e-309,1.0
faceframe_second92_frame2305_0,1.902595907871056e-309,2.68512284170439e-309,1.0
faceframe_second92_frame2311_0,1.89960864128319e-309,2.67229469958441e-309,1.0
faceframe_second92_frame2318_0,1.900586670760086e-309,2.65546605482952e-309,1.0
faceframe_second92_frame2324_0,1.853143645709587e-309,2.55158456601522e-309,1.0
faceframe_second94_frame2355_0,1.0,2.31959905148356e-309,1.841079413832215e-309
faceframe_second94_frame2361_0,1.0,2.28453096988073e-309,1.835511649033723e-309
faceframe_second98_frame2455_0,0.008657840258002808,0.0118123896230358,0.9726717820503025
faceframe_second98_frame2461_0,1.96298838531684e-309,2.68393471507203e-309,1.0
faceframe_second98_frame2468_0,1.954020442157626e-309,2.680459782031014e-309,1.0
faceframe_second98_frame2474_0,0.011561971372705917,0.015718547483343025,0.9492447604820391
faceframe_second99_frame2480_0,0.02195901614750316,0.02967036748999773,0.8939402242902447
faceframe_second99_frame2493_0,1.0,2.61314218385527e-309,1.96744114106195e-309
faceframe_second99_frame2499_0,1.0,2.70197548976877e-309,2.008895434835496e-309
faceframe_second9_frame243_0,0.9023451023141893,0.03618902677508799,0.030866342525756693
faceframe_second103_frame2580_0,1.0,1.73098008029033e-309,1.512424507168642e-309
faceframe_second103_frame2580_1,0.002909999256772607,0.9814726344205633,0.0030699899942615966
faceframe_second103_frame2586_0,0.11757634279916505,0.2607967024269894,0.08690211884992939
faceframe_second103_frame2593_0,0.11958137948703287,0.2666461293438533,0.08863312112649563
faceframe_second103_frame2599_0,0.12745597578825518,0.30588779218044493,0.0925867835367002
faceframe_second103_frame2599_1,0.08139675864683776,0.10809073033489403,0.06382961789400467
faceframe_second104_frame2605_0,0.08091637643035103,0.10847144551161175,0.06382931827005953
faceframe_second104_frame2611_0,0.7946623453116722,0.11640600310953267,0.08893165157879504
faceframe_second104_frame2611_1,2.031663044691866e-309,2.79157979540387e-309,1.0
faceframe_second104_frame2618_0,0.7763158223276224,0.12749671567133733,0.09618746200104024
faceframe_second104_frame2618_1,2.002270536634743e-309,2.734852468666403e-309,1.0
faceframe_second104_frame2624_0,0.8233088052638934,0.10066336907696131,0.07602782565914525
faceframe_second104_frame2624_1,1.974442393215963e-309,2.694574106434516e-309,1.0
faceframe_second104_frame2624_2,2.61149587066985e-309,1.0,2.49301764769971e-309
faceframe_second104_frame2624_3,0.12477895215942023,0.490484718203305,0.09480700131419828
