,0,1,2,3,4,5,6,7
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second39_frame993.jpg,2.08930177785593e-309,3.243645689384383e-309,2.17733063353951e-309,1.80968064326401e-309,1.65932456050672e-309,2.97769196324033e-309,1.0,5.40632088937726e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second0_frame11.jpg,2.05513640437834e-309,2.44163551980601e-309,2.21400752094201e-309,1.8876402662341e-309,2.137722435628017e-309,1.0,3.015501503187227e-309,3.23315577096596e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second0_frame18.jpg,2.04087428329913e-309,2.443988473459806e-309,2.220036285834305e-309,1.881881764705864e-309,2.13304651579366e-309,1.0,2.992529502993654e-309,3.197210393273983e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second0_frame24.jpg,2.091267261749213e-309,2.43830124365826e-309,2.269857371124716e-309,1.894308754478523e-309,2.114499817067707e-309,1.0,2.945580403361107e-309,3.101243955937416e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second0_frame5.jpg,2.119112033025726e-309,2.425512823459925e-309,2.23010150658639e-309,1.89153384459441e-309,2.168110610840555e-309,1.0,2.967260589698645e-309,3.19336469492066e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second100_frame2505.jpg,0.014334490590711116,0.033809898711572375,0.518218449250609,0.01222004446868292,0.011725143088194492,0.017189440492519296,0.0171856648803431,0.013721285233921398
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second100_frame2511.jpg,0.014538283800208291,0.03418566895427767,0.5005793668733464,0.01236140426767416,0.011864706456574134,0.017444394938701986,0.017440537502353762,0.013907628190961611
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second100_frame2518.jpg,0.014866109047621468,0.03519149027076485,0.48295772686700905,0.012657575810397812,0.012153532278369095,0.01783883347792815,0.017864506753653468,0.01424458381801757
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second100_frame2524.jpg,0.01553401728982797,0.036790472095462025,0.45750261029203515,0.013189488931991485,0.012678332869564374,0.01867700939018864,0.01870578346111231,0.014892240387206565
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second101_frame2530.jpg,0.029522771733349606,0.0759397546034886,0.24586413497767418,0.024371636737727784,0.024010909686925277,0.03730764350222408,0.03799422971277508,0.02938719528762467
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second101_frame2536.jpg,0.029159579094193463,0.07512182694694045,0.23857982366967692,0.02407577481700963,0.0237195833131564,0.03692223194420765,0.03759889009528242,0.02906350498279393
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second101_frame2543.jpg,0.029664090771077255,0.0756901236593778,0.24795919213010909,0.024454530459341112,0.024082876470613503,0.0375596333665762,0.03811713697870286,0.02949019106163531
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second101_frame2549.jpg,0.029738509301582536,0.07631696397390347,0.2501649791920063,0.02455184903867992,0.024172697205487644,0.03759213756861254,0.03825375075848781,0.029589863561333567
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second102_frame2555.jpg,0.03594757285901568,0.08711333002620479,0.4173413637704178,0.029539122849404048,0.028901173330447498,0.04465503926448612,0.04501790228586508,0.035032590516704765
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second102_frame2561.jpg,0.03564155356569442,0.08623157496056565,0.4198307913285486,0.029344481690132547,0.0287145401005184,0.04445496048517735,0.04457231075071435,0.03475788202119459
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second102_frame2568.jpg,0.03581936852963611,0.08831665743568301,0.4021229933114106,0.029558017072543588,0.028923473147715036,0.04472647439837734,0.04513160496382084,0.035114933644566707
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame111.jpg,2.06368229581827e-309,2.43598499778651e-309,2.220656827870763e-309,1.8770298061801e-309,2.14701156197806e-309,1.0,2.97633817414601e-309,3.18835740254848e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame118.jpg,2.07006944954868e-309,2.42629798549657e-309,2.212323267804383e-309,1.87828378194519e-309,2.15400356210051e-309,1.0,2.97096341505816e-309,3.195052276557873e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame124.jpg,2.067702229974333e-309,2.434265176034357e-309,2.222934523432556e-309,1.875725213134943e-309,2.149369718111793e-309,1.0,2.9671551186368e-309,3.177908405696764e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second50_frame1255.jpg,0.02154518561861077,0.026558244763219687,0.0190011103982197,0.025804983165178885,0.02494100189467052,0.03184334155543899,0.05474874787101319,0.7815816016041481
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second50_frame1261.jpg,0.02204864432313115,0.027283014523519035,0.019488382946979268,0.026465380055715537,0.025540439679434854,0.032518554698543915,0.056164959991043525,0.7139319068154298
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second50_frame1268.jpg,0.021512732091549313,0.026554963169236424,0.018991598943074204,0.02582549007366327,0.02495199057360544,0.031826666182579844,0.05462394531532516,0.7810279732476597
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second50_frame1274.jpg,0.021670057159614425,0.026776948570470707,0.019143810419279445,0.02605967450486072,0.02515857476701235,0.03195632310558555,0.05492807678518358,0.7383820458443573
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second51_frame1280.jpg,0.018846084395503986,0.0231760341582785,0.016645612511813155,0.023120760604409454,0.022439218792897626,0.028088883470658688,0.04285682176550574,0.8248265843009329
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second51_frame1286.jpg,0.018475168702280508,0.022658520512719674,0.016309218040840498,0.022802367155040713,0.022161662656865,0.027587794423586186,0.041507753052363094,0.8284975154563046
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second51_frame1293.jpg,0.019216475112067477,0.023533917040245683,0.01695912010204022,0.023804284190453148,0.023152520735519436,0.02871088059642608,0.04286885720853941,0.8217539450147086
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second51_frame1299.jpg,0.020904676862347253,0.025619378238096287,0.018470444538945544,0.025995004354964282,0.025255040144730963,0.03125859763784112,0.046495163121634896,0.8060016951014396
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second52_frame1305.jpg,1.843907095953886e-309,2.16972703459121e-309,1.583910154311857e-309,2.177537382751637e-309,2.18497352133714e-309,2.83787276959317e-309,4.05818627029696e-309,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second52_frame1311.jpg,2.040237754059705e-309,2.516035009885175e-309,1.78638019850945e-309,2.251676662889597e-309,2.18872157772678e-309,3.22300840942629e-309,5.48405335797894e-309,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second52_frame1318.jpg,0.015619467558253736,0.018460917856521354,0.013426505438701594,0.018150043456525475,0.01814277514064106,0.024172264506870548,0.03543171971779978,0.8565963063246863
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second52_frame1324.jpg,1.82013873952123e-309,2.144691610408134e-309,1.56609217637451e-309,2.16807101933546e-309,2.175942159505734e-309,2.782175075000386e-309,3.96658909162411e-309,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second13_frame336.jpg,0.019414997575539456,0.021898193931367962,0.018449184492476293,0.01675151711996397,0.021156780729085126,0.08647557286911486,0.029241120290802725,0.03549795625117793
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second13_frame343.jpg,0.020046362498317538,0.022483334217125374,0.01903065321686301,0.01720843917445208,0.021763095637300903,0.09086476900176907,0.029912556144444907,0.03610394940618097
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second13_frame349.jpg,0.020154255339033693,0.022581219297102495,0.01913226212803595,0.01728997881490401,0.02188294614376765,0.09160280345430254,0.029991660641260277,0.036173470004465684
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second140_frame3505.jpg,1.74149498590128e-309,1.712860464870793e-309,1.508215689891927e-309,2.21377797224072e-309,1.0,1.99005243166393e-309,1.62494511675381e-309,2.095453549218535e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second140_frame3511.jpg,1.71892774336471e-309,1.718767694682793e-309,1.51103303310401e-309,2.23403478693651e-309,1.0,2.006668896465176e-309,1.62416125977311e-309,2.098391833701954e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second140_frame3518.jpg,0.007128802910429784,0.007110634138398345,0.006260014497139253,0.009194601854878921,0.9467102580169655,0.008260952278812647,0.006702044894445037,0.008632691408930351
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second140_frame3524.jpg,1.743577678328685e-309,1.71611229734301e-309,1.51425349160631e-309,2.21610430689561e-309,1.0,2.00760861007771e-309,1.6261317264123e-309,2.09630814349109e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second141_frame3530.jpg,1.74600787827097e-309,1.703706080298014e-309,1.52206167224147e-309,2.150964625282213e-309,1.0,1.96754630224064e-309,1.592390114409312e-309,2.016615913959705e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second141_frame3536.jpg,1.75152713170095e-309,1.707177995604076e-309,1.52707663399505e-309,2.13483050319364e-309,1.0,1.96125498965943e-309,1.59126200821533e-309,2.00790402450717e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second141_frame3543.jpg,0.0029821830507035505,0.002902311077527076,0.0025942033925503024,0.0036553116939667934,0.9783569883271347,0.003354817487757466,0.0027161101087239898,0.003438074861636182
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second141_frame3549.jpg,1.74470557450556e-309,1.69916034784612e-309,1.519398968048387e-309,2.1363220544948e-309,1.0,1.958704556008027e-309,1.587569465837127e-309,2.0068725481205e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second142_frame3555.jpg,1.711467120962354e-309,1.719228006710187e-309,1.50190668765827e-309,2.207886176785824e-309,1.0,1.99141764552939e-309,1.630392133321294e-309,2.111282986788973e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second142_frame3561.jpg,1.704575722642286e-309,1.69510643522612e-309,1.489557716945296e-309,2.207447118572564e-309,1.0,1.98643989625974e-309,1.611589442019553e-309,2.08630139132137e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second142_frame3568.jpg,1.70340947535731e-309,1.702796068546973e-309,1.4918343243827e-309,2.19824703473e-309,1.0,1.98594665933684e-309,1.61806799520984e-309,2.09503863559916e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second142_frame3574.jpg,1.709673585464245e-309,1.69298365455222e-309,1.488868554964795e-309,2.19969199895136e-309,1.0,1.986587531578063e-309,1.61182057870639e-309,2.08594649691629e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second17_frame443.jpg,0.016146553291164777,0.016457643485174575,0.01571917845197936,0.014802143476405958,0.017938710146976494,0.06441989088908341,0.020034975278727756,0.022445229600007045
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second17_frame449.jpg,0.016281411245076982,0.016558831736185987,0.015823715317511873,0.014906328639578753,0.018073384406669144,0.06518074595064248,0.02015343824270381,0.02259248490067812
