name,cluster,x,y,second,frame,neutral,anger,sadness,disgust,contempt,happy,fear,surprise
faceframe_second4_frame134_2,0,22.579868,-0.3336566,4,134,0.2860141694545746,0.21338984370231628,0.1726289540529251,0.07704998552799225,0.0767112523317337,,,
faceframe_second4_frame141_0,7,-4.709457,15.454635,4,141,,0.07779663056135178,,0.1987798511981964,,0.3289181888103485,0.11862869560718536,0.08412908017635345
faceframe_second4_frame141_1,2,21.302166,4.8201065,4,141,0.18524159491062164,0.22615903615951538,0.2089667022228241,0.09743397682905197,0.10935874283313751,,,
faceframe_second4_frame141_2,0,22.59035,-0.32052037,4,141,0.2860141694545746,0.21338984370231628,0.1726289540529251,0.07704998552799225,0.0767112523317337,,,
faceframe_second4_frame149_0,7,-4.7102714,15.451971,4,149,,0.07513832300901413,,0.18799526989459991,,0.35830578207969666,0.10657357424497604,0.08546940982341766
faceframe_second4_frame149_1,2,21.302086,4.8202324,4,149,0.18524159491062164,0.22615903615951538,0.2089667022228241,0.09743397682905197,0.10935874283313751,,,
faceframe_second4_frame149_2,0,22.590307,-0.3203427,4,149,0.2860141694545746,0.21338984370231628,0.1726289540529251,0.07704998552799225,0.0767112523317337,,,
faceframe_second500_frame15007_0,9,5.24796,-4.9756184,500,15007,0.139212504029274,0.22946307063102722,0.11924862116575241,0.1726338267326355,,0.0964079350233078,,
faceframe_second500_frame15007_1,5,9.290534,9.345249,500,15007,0.14145851135253906,0.1502447873353958,,0.18689684569835663,,0.11490751802921295,,0.12146875262260437
faceframe_second500_frame15014_0,9,5.2010317,-4.8543987,500,15014,0.1473229080438614,0.21349434554576874,0.11339451372623444,0.16752184927463531,,0.10263147205114365,,
faceframe_second500_frame15014_1,5,7.915209,12.123092,500,15014,0.13341127336025238,0.14864645898342133,0.10251280665397644,0.21087156236171722,,,,0.12705425918102264
faceframe_second500_frame15021_0,9,5.059883,-4.950194,500,15021,0.13584235310554504,0.21474185585975647,0.11124628037214279,0.18397831916809082,,0.10110698640346527,,
faceframe_second500_frame15021_1,5,7.923589,12.200559,500,15021,0.12607069313526154,0.1491965651512146,0.10239873826503754,0.23250921070575714,,,,0.12146477401256561
faceframe_second500_frame15029_0,9,5.067477,-4.96509,500,15029,0.1415547877550125,0.21690340340137482,0.09923161566257477,0.19700965285301208,,0.09890443831682205,,
faceframe_second500_frame15029_1,5,7.842282,12.169266,500,15029,0.12758086621761322,0.14341360330581665,0.10547458380460739,0.2257159799337387,,,,0.12416069209575653
faceframe_second501_frame15037_0,9,4.982679,-5.0902395,501,15037,0.1486438512802124,0.23139502108097076,0.10837562382221222,0.18062357604503632,0.08876795321702957,,,
faceframe_second501_frame15037_1,5,7.9244447,12.277259,501,15037,0.1285015344619751,0.14124038815498352,,0.22512836754322052,,0.10302603244781494,,0.12199220061302185
faceframe_second501_frame15044_0,9,4.984529,-5.073277,501,15044,0.15024644136428833,0.22241510450839996,0.1123085469007492,0.17794980108737946,,0.09173134714365005,,
faceframe_second501_frame15044_1,5,7.972786,12.235939,501,15044,0.1286262571811676,0.14934168756008148,,0.2159101814031601,,0.10531970858573914,,0.11574716120958328
faceframe_second501_frame15051_0,9,4.952842,-5.054623,501,15051,0.1320662647485733,0.21228522062301636,0.10334108769893646,0.22431983053684235,,,,0.0999859943985939
faceframe_second501_frame15051_1,5,8.662458,11.308517,501,15051,0.12714768946170807,0.14724786579608917,,0.21102051436901093,,0.11200731992721558,,0.11773393303155899
faceframe_second501_frame15059_0,9,4.946142,-5.0865493,501,15059,0.1290718913078308,0.20771938562393188,0.09788498282432556,0.24621857702732086,,,,0.08752499520778656
faceframe_second501_frame15059_1,5,9.669966,10.534789,501,15059,0.12421103566884995,0.1573670655488968,,0.19439417123794556,,0.11441471427679062,,0.11187654733657837
faceframe_second502_frame15067_0,9,4.9156003,-5.150389,502,15067,0.12618599832057953,0.1977706253528595,0.09911736100912094,0.2241126000881195,,0.09754417836666107,,
faceframe_second502_frame15067_1,5,9.678926,10.513355,502,15067,0.12539954483509064,0.15347707271575928,,0.21000789105892181,,0.11726365983486176,,0.11256823688745499
faceframe_second502_frame15074_0,9,4.898648,-5.187149,502,15074,0.14915330708026886,0.19280649721622467,0.09909297525882721,0.19165630638599396,,0.10492174327373505,,
faceframe_second502_frame15074_1,5,9.631552,10.546016,502,15074,0.12199608981609344,0.15600086748600006,,0.21076862514019012,,0.1121639832854271,,0.11296451091766357
faceframe_second502_frame15081_0,9,4.909823,-5.179915,502,15081,0.15829864144325256,0.20522767305374146,0.10185910761356354,0.17925725877285004,,0.09959593415260315,,
faceframe_second502_frame15081_1,5,9.678616,10.556916,502,15081,0.1197972297668457,0.1618712693452835,,0.21114814281463623,,0.10876725614070892,,0.11091791093349457
faceframe_second502_frame15089_0,9,4.8851833,-5.247022,502,15089,0.15432125329971313,0.185546875,0.10142215341329575,0.19279588758945465,,,,0.10296128690242767
faceframe_second502_frame15089_1,5,9.545363,10.721843,502,15089,0.1294187754392624,0.15991069376468658,,0.20154237747192383,,0.11014626920223236,,0.11667637526988983
faceframe_second13_frame404_0,7,-4.73768,15.483948,13,404,0.10379965603351593,0.08836683630943298,,0.15728124976158142,,0.2941821813583374,,0.11311854422092438
faceframe_second13_frame404_1,2,29.364454,7.5047,13,404,0.3284827172756195,0.12624137103557587,0.20321260392665863,0.08469919115304947,0.08911480009555817,,,
faceframe_second13_frame404_2,0,22.122593,18.570799,13,404,0.3060959279537201,0.2213384211063385,0.15617375075817108,0.07821143418550491,,,0.06529577076435089,
faceframe_second13_frame404_3,8,8.659816,0.7294154,13,404,0.15230555832386017,0.19786503911018372,0.11362005770206451,0.17038580775260925,,0.10612314939498901,,
faceframe_second13_frame411_0,2,29.36074,7.509375,13,411,0.3284827172756195,0.12624137103557587,0.20321260392665863,0.08469919115304947,0.08911480009555817,,,
faceframe_second13_frame411_1,0,22.141346,18.55115,13,411,0.3060959279537201,0.2213384211063385,0.15617375075817108,0.07821143418550491,,,0.06529577076435089,
faceframe_second13_frame411_2,7,-4.7673264,15.496935,13,411,0.11687217652797699,0.09262499213218689,,0.182032972574234,,0.22782664000988007,,0.13533397018909454
faceframe_second13_frame411_3,8,8.718725,0.7386562,13,411,0.13565731048583984,0.2167462259531021,0.1339462548494339,0.16370652616024017,,0.0927862823009491,,
faceframe_second13_frame419_0,2,29.36314,7.508161,13,419,0.3284827172756195,0.12624137103557587,0.20321260392665863,0.08469919115304947,0.08911480009555817,,,
faceframe_second13_frame419_1,0,22.137348,18.568165,13,419,0.3060959279537201,0.2213384211063385,0.15617375075817108,0.07821143418550491,,,0.06529577076435089,
faceframe_second13_frame419_2,7,-4.7138186,15.43576,13,419,0.09694212675094604,,,0.19888357818126678,,0.2451009601354599,0.09523685276508331,0.13540010154247284
faceframe_second13_frame419_3,8,8.81036,0.7753309,13,419,0.14390993118286133,0.18320666253566742,0.125449076294899,0.17781133949756622,,0.10596662759780884,,
faceframe_second140_frame4207_0,-1,-14.512269,0.5383869,140,4207,0.10143629461526871,0.19089290499687195,0.08935625106096268,0.2376829981803894,,0.1420232057571411,,
faceframe_second140_frame4207_1,5,6.8003345,11.300633,140,4207,0.14172065258026123,0.12759695947170258,0.12561506032943726,0.17632007598876953,,,,0.13554289937019348
faceframe_second140_frame4207_2,16,-9.820063,-7.1875005,140,4207,0.1125900000333786,0.11947751045227051,,0.22387389838695526,0.12385313957929611,0.16901551187038422,,
faceframe_second140_frame4207_3,9,5.4151535,-3.6293337,140,4207,0.1193888857960701,0.1589113473892212,,0.17786824703216553,,0.14330992102622986,,0.11512354016304016
faceframe_second140_frame4207_4,4,0.8871745,25.497278,140,4207,0.1089664101600647,0.11179085075855255,,0.22588473558425903,,0.2219146192073822,,0.0880395695567131
faceframe_second140_frame4214_0,9,5.6507463,-2.953823,140,4214,0.13254009187221527,0.17343670129776,0.1032620444893837,0.22578008472919464,,0.10232433676719666,,
faceframe_second140_frame4214_1,-1,-14.512598,0.5381514,140,4214,0.10143629461526871,0.19089290499687195,0.08935625106096268,0.2376829981803894,,0.1420232057571411,,
faceframe_second140_frame4214_2,5,6.933719,11.164585,140,4214,0.14842072129249573,0.151881143450737,0.12388447672128677,0.21329911053180695,,,,0.12169463187456131
faceframe_second140_frame4214_3,16,-9.820234,-7.18772,140,4214,0.1125900000333786,0.11947751045227051,,0.22387389838695526,0.12385313957929611,0.16901551187038422,,
faceframe_second140_frame4214_4,4,0.9118917,25.522047,140,4214,0.1089664101600647,0.11179085075855255,,0.22588473558425903,,0.2219146192073822,,0.0880395695567131
faceframe_second140_frame4221_0,-1,-14.512775,0.53811187,140,4221,0.10143629461526871,0.19089290499687195,0.08935625106096268,0.2376829981803894,,0.1420232057571411,,
faceframe_second140_frame4221_1,9,5.886021,-2.9707973,140,4221,0.12302668392658234,0.19411523640155792,0.10061870515346527,0.24381493031978607,,0.09663449972867966,,
faceframe_second140_frame4221_2,5,6.7981687,11.269104,140,4221,0.14350952208042145,0.13404759764671326,0.12636682391166687,0.2016115039587021,,,,0.14221538603305817
faceframe_second140_frame4221_3,16,-9.820015,-7.18746,140,4221,0.1125900000333786,0.11947751045227051,,0.22387389838695526,0.12385313957929611,0.16901551187038422,,
faceframe_second140_frame4221_4,4,0.91048187,25.520597,140,4221,0.1089664101600647,0.11179085075855255,,0.22588473558425903,,0.2219146192073822,,0.0880395695567131
faceframe_second140_frame4229_0,9,5.8820515,-1.7035996,140,4229,0.14611896872520447,0.2614656984806061,0.12136423587799072,0.20416754484176636,0.08126212656497955,,,
faceframe_second140_frame4229_1,11,-14.711257,8.6166315,140,4229,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second140_frame4229_2,-1,-21.159351,3.9027548,140,4229,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second140_frame4229_3,5,8.615805,12.083667,140,4229,0.1303657591342926,0.16047941148281097,0.12788507342338562,0.17740243673324585,,,,0.11044932156801224
faceframe_second140_frame4229_4,6,-15.3429575,18.947868,140,4229,0.09160394221544266,0.1005169227719307,,0.23389314115047455,0.07900095731019974,0.2681697905063629,,
faceframe_second141_frame4237_0,9,5.8596296,-1.9539944,141,4237,0.13607941567897797,0.24322174489498138,0.12011566758155823,0.1983449012041092,0.0891689732670784,,,
faceframe_second141_frame4237_1,11,-14.718083,8.609762,141,4237,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second141_frame4237_2,-1,-21.16361,3.8952906,141,4237,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second141_frame4237_3,5,8.81006,10.193662,141,4237,0.12973321974277496,0.13285161554813385,0.10836256295442581,0.20491674542427063,,,,0.15630890429019928
faceframe_second141_frame4237_4,6,-15.340186,18.956606,141,4237,0.09160394221544266,0.1005169227719307,,0.23389314115047455,0.07900095731019974,0.2681697905063629,,
faceframe_second141_frame4244_0,9,5.9381037,-1.926187,141,4244,0.13529960811138153,0.23161602020263672,0.11489126086235046,0.20758597552776337,0.09185127168893814,,,
faceframe_second141_frame4244_1,11,-14.712755,8.615159,141,4244,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second141_frame4244_2,-1,-21.162079,3.897532,141,4244,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second141_frame4244_3,5,8.663928,9.469635,141,4244,0.13505052030086517,0.15386010706424713,0.10868391394615173,0.17969080805778503,,,,0.12852843105793
faceframe_second141_frame4244_4,6,-15.343762,18.952686,141,4244,0.09160394221544266,0.1005169227719307,,0.23389314115047455,0.07900095731019974,0.2681697905063629,,
faceframe_second141_frame4251_0,9,6.0423136,-2.0818067,141,4251,0.1255827248096466,0.26362520456314087,0.11431082338094711,0.1801433265209198,,0.08653164654970169,,
faceframe_second141_frame4251_1,11,-14.711567,8.61646,141,4251,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second141_frame4251_2,-1,-21.15392,3.9127057,141,4251,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second141_frame4251_3,5,8.669434,9.540284,141,4251,0.13926392793655396,0.17245657742023468,0.1140010729432106,0.1858167201280594,,,,0.13126738369464874
faceframe_second141_frame4251_4,6,-15.334892,18.964735,141,4251,0.09160394221544266,0.1005169227719307,,0.23389314115047455,0.07900095731019974,0.2681697905063629,,
faceframe_second141_frame4259_0,11,-14.706805,8.621101,141,4259,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second141_frame4259_1,9,5.9906716,-2.1541598,141,4259,0.13584411144256592,0.2316802442073822,0.114155612885952,0.1627887487411499,,0.0951756089925766,,
faceframe_second141_frame4259_2,-1,-21.174591,3.8981187,141,4259,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second141_frame4259_3,5,7.1818357,12.9662285,141,4259,0.12241604924201965,0.18080362677574158,0.12118203192949295,0.17812901735305786,,,,0.11999835073947906
faceframe_second141_frame4259_4,6,-15.343857,18.953012,141,4259,0.09160394221544266,0.1005169227719307,,0.23389314115047455,0.07900095731019974,0.2681697905063629,,
faceframe_second142_frame4267_0,11,-14.709958,8.617925,142,4267,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second142_frame4267_1,-1,-21.17039,3.8931317,142,4267,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second142_frame4267_2,9,6.8531694,-6.257131,142,4267,0.15134799480438232,0.22104515135288239,0.09653977304697037,0.187003031373024,,0.10230362415313721,,
faceframe_second142_frame4267_3,5,8.3499565,12.062981,142,4267,0.12956587970256805,0.1675397753715515,0.11315500736236572,0.1844983845949173,,,,0.11879689246416092
faceframe_second142_frame4267_4,6,-15.336739,18.960314,142,4267,0.09213459491729736,0.10146579891443253,0.07920657843351364,0.2339351922273636,,0.2661561965942383,,
faceframe_second142_frame4274_0,11,-14.710256,8.617596,142,4274,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second142_frame4274_1,9,6.859567,-6.2836223,142,4274,0.14638864994049072,0.23421712219715118,0.11378608644008636,0.18508312106132507,,,,0.08916574716567993
faceframe_second142_frame4274_2,-1,-21.154366,3.9016023,142,4274,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second142_frame4274_3,5,8.689978,10.571527,142,4274,0.11048219352960587,0.16816413402557373,0.12118756771087646,0.19732563197612762,,,,0.13606898486614227
faceframe_second142_frame4274_4,6,-15.346454,18.950378,142,4274,0.09213459491729736,0.10146579891443253,0.07920657843351364,0.2339351922273636,,0.2661561965942383,,
faceframe_second142_frame4281_0,9,6.849477,-6.2591424,142,4281,0.1527504026889801,0.2171630859375,0.11649031192064285,0.17917956411838531,,0.08917219936847687,,
faceframe_second142_frame4281_1,11,-14.713872,8.613995,142,4281,0.10161787271499634,0.23159801959991455,0.11361020803451538,0.18352262675762177,,0.11810071766376495,,
faceframe_second142_frame4281_2,5,8.561755,12.18559,142,4281,0.11867612600326538,0.16661641001701355,0.12057311087846756,0.19601966440677643,,,,0.1275985687971115
faceframe_second142_frame4281_3,-1,-21.183622,3.879762,142,4281,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second142_frame4281_4,6,-15.350419,18.946644,142,4281,0.09213459491729736,0.10146579891443253,0.07920657843351364,0.2339351922273636,,0.2661561965942383,,
faceframe_second142_frame4289_0,9,6.8533297,-6.2977257,142,4289,0.14794449508190155,0.2591647803783417,0.11695334315299988,0.17430265247821808,,,,0.08497492969036102
faceframe_second142_frame4289_1,11,-14.744602,8.583292,142,4289,0.10131200402975082,0.23189210891723633,0.11356279253959656,0.18430960178375244,,0.11797154694795609,,
faceframe_second142_frame4289_2,-1,-21.16045,3.9017534,142,4289,0.1484440565109253,0.12396445870399475,,0.1677497774362564,0.126053124666214,0.1665865182876587,,
faceframe_second142_frame4289_3,5,8.489309,12.073794,142,4289,0.12056237459182739,0.17048031091690063,0.13047747313976288,0.17719517648220062,,,,0.1301955282688141
faceframe_second142_frame4289_4,6,-15.339085,18.957958,142,4289,0.09213459491729736,0.10146579891443253,0.07920657843351364,0.2339351922273636,,0.2661561965942383,,
faceframe_second17_frame524_0,2,25.942055,11.257697,17,524,0.25270208716392517,0.19706515967845917,0.17714880406856537,0.10360346734523773,0.09100954234600067,,,
faceframe_second17_frame524_1,13,-4.896175,0.73940504,17,524,0.12347634136676788,0.15397010743618011,,0.20152604579925537,0.1094256117939949,0.13685840368270874,,
faceframe_second17_frame524_2,0,23.32213,-2.7355058,17,524,0.4184805452823639,0.10707223415374756,0.1337391436100006,0.07763566821813583,0.08374010771512985,,,
faceframe_second17_frame531_0,2,25.94206,11.257698,17,531,0.25270208716392517,0.19706515967845917,0.17714880406856537,0.10360346734523773,0.09100954234600067,,,
faceframe_second17_frame531_1,13,-4.9185386,0.7179526,17,531,0.12058565765619278,0.14667868614196777,,0.20207644999027252,,0.14549851417541504,,0.11506583541631699
faceframe_second17_frame531_2,0,23.311676,-2.746028,17,531,0.4184805452823639,0.10707223415374756,0.1337391436100006,0.07763566821813583,0.08374010771512985,,,
faceframe_second17_frame539_0,2,25.942047,11.257711,17,539,0.25270208716392517,0.19706515967845917,0.17714880406856537,0.10360346734523773,0.09100954234600067,,,
faceframe_second17_frame539_1,13,-4.890977,0.75752336,17,539,0.13147896528244019,0.15431180596351624,,0.22035661339759827,,0.13844850659370422,,0.10343477129936218
faceframe_second17_frame539_2,0,23.316666,-2.740902,17,539,0.4184805452823639,0.10707223415374756,0.1337391436100006,0.07763566821813583,0.08374010771512985,,,
faceframe_second17_frame539_3,8,8.645841,0.56667745,17,539,0.1327243149280548,0.11809001863002777,,0.1723036915063858,,0.13402287662029266,,0.15329991281032562
faceframe_second180_frame5407_0,9,5.21685,-4.005435,180,5407,0.14556245505809784,0.2567729949951172,0.11208676546812057,0.17392079532146454,0.09170916676521301,,,
faceframe_second180_frame5414_0,9,4.9622197,-1.8060441,180,5414,0.15453574061393738,0.28903037309646606,0.11579579859972,0.15845249593257904,0.07874567806720734,,,
faceframe_second180_frame5414_1,5,8.595484,12.276852,180,5414,0.13170790672302246,0.18466614186763763,0.11653120070695877,0.1901712566614151,,,,0.10559199750423431
faceframe_second180_frame5421_0,9,4.777635,-1.5390116,180,5421,0.11809465289115906,0.29912734031677246,0.11558730900287628,0.2024502009153366,,,,0.07181625813245773
faceframe_second180_frame5421_1,5,7.6439157,11.832694,180,5421,0.12438583374023438,0.1849302500486374,0.11849166452884674,0.1906856894493103,,,,0.11204038560390472
faceframe_second180_frame5429_0,9,4.742857,-1.4003677,180,5429,0.12917086482048035,0.3011471629142761,0.11469842493534088,0.17159976065158844,0.0779530256986618,,,
faceframe_second180_frame5429_1,5,8.182374,9.901482,180,5429,0.1213710680603981,0.16888344287872314,0.12923558056354523,0.18684406578540802,,,,0.12046153843402863
faceframe_second181_frame5437_0,9,4.730583,-1.2178376,181,5437,0.11476028710603714,0.28868192434310913,0.11605659872293472,0.20140136778354645,0.08033308386802673,,,
faceframe_second181_frame5437_1,5,9.443916,10.30997,181,5437,0.11939024925231934,0.168286994099617,0.12337671220302582,0.18124790489673615,,0.11276565492153168,,
faceframe_second181_frame5444_0,9,4.665553,-1.305549,181,5444,0.11394105106592178,0.2848999798297882,0.12080194056034088,0.18826483190059662,,,,0.07927916944026947
faceframe_second181_frame5444_1,5,9.46199,10.292795,181,5444,0.12336333841085434,0.1645689159631729,0.11719083786010742,0.18534435331821442,,0.11326681077480316,,
faceframe_second181_frame5451_0,9,4.6472425,-1.2064683,181,5451,0.13093091547489166,0.28027451038360596,0.13013407588005066,0.16444379091262817,0.08221396803855896,,,
faceframe_second181_frame5451_1,5,9.481764,10.308231,181,5451,0.12336146086454391,0.15952281653881073,,0.19646689295768738,,0.11412618309259415,,0.11338004469871521
faceframe_second181_frame5459_0,9,4.680745,-1.2042991,181,5459,0.11884120106697083,0.3002282679080963,0.11670958995819092,0.18233175575733185,,0.07697487622499466,,
faceframe_second181_frame5459_1,5,9.504079,10.336125,181,5459,0.12822429835796356,0.15847845375537872,,0.19219116866588593,,0.11429406702518463,,0.1143045499920845
faceframe_second182_frame5467_0,9,4.615232,-1.1331544,182,5467,0.11141686886548996,0.27871230244636536,0.1224115788936615,0.21347156167030334,0.08247604221105576,,,
faceframe_second182_frame5467_1,5,9.674919,10.279916,182,5467,0.1287597119808197,0.14768309891223907,,0.19200032949447632,,0.11484318971633911,,0.11981140077114105
faceframe_second182_frame5474_0,9,4.703771,-1.0703738,182,5474,0.11642472445964813,0.27019375562667847,0.11495190858840942,0.22214235365390778,0.08660784363746643,,,
faceframe_second182_frame5481_0,9,4.776052,-1.0574803,182,5481,0.11941232532262802,0.2730551064014435,0.13173158466815948,0.19223758578300476,0.07787557691335678,,,
faceframe_second182_frame5481_1,5,9.815093,10.316718,182,5481,0.12274018675088882,0.13380546867847443,,0.20495139062404633,,0.1159624382853508,,0.13020898401737213
faceframe_second182_frame5489_0,9,4.6992345,-1.1422135,182,5489,0.1335364729166031,0.2575206458568573,0.1170722097158432,0.19408975541591644,,0.07730205357074738,,
faceframe_second182_frame5489_1,5,9.759883,10.258277,182,5489,0.1218147799372673,0.1411944031715393,,0.21419601142406464,,0.1184215098619461,,0.11791086196899414
faceframe_second102_frame3089_0,9,6.5621014,-4.6791353,102,3089,0.13404124975204468,0.2190224677324295,0.10432935506105423,0.16938039660453796,,0.1047680526971817,,
faceframe_second102_frame3089_1,5,8.548907,10.472587,102,3089,0.1306033581495285,0.17254431545734406,0.09916199743747711,0.22191163897514343,,,,0.12287087738513947
faceframe_second106_frame3209_0,9,4.502861,-5.5839186,106,3209,0.14715556800365448,0.260629802942276,0.11999879777431488,0.15740647912025452,0.09165974706411362,,,
