,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
faceframe_second101_frame3044_1,0.007671145918186023,0.008103374923671563,0.01245651280643764,0.011233586072701036,0.009241930309106822,0.8346637963712312,0.009825500715320592,0.012454094698528893,0.015323316132890187,0.011842308911613671,0.008300955333370658,0.010442689873814094,0.011034223044911582,0.010921981906994458,0.010775898441093642,0.007681471703592098,0.00802721283653577
faceframe_second101_frame3051_0,0.016688676586778566,0.018601562671046293,0.022574932093508394,0.025544636489634013,0.013324962566534556,0.02595968175930189,0.014573835595777717,0.018399393711443012,0.07614620277086454,0.591777886492041,0.02273293934290618,0.025899428373669205,0.027157587899991606,0.03019166526980145,0.027664818448146052,0.021404040124483804,0.021357749804071697
faceframe_second101_frame3051_1,0.011061365149358512,0.011723723004926249,0.017898867123368366,0.016259987381319344,0.013352006871723816,0.7591942852951213,0.014277992291110096,0.018242201119854952,0.02235461002997255,0.017242842229137127,0.012158549181803252,0.015350044651918492,0.016194745988163554,0.01601153713616912,0.015799838788731122,0.011212929130429383,0.011664474626892789
faceframe_second101_frame3059_0,0.003673423179982459,0.004141621278036282,0.005697579179706033,0.006212608768791974,0.0029043107946151044,0.005541369026169061,0.003049729927996799,0.003939255300081787,0.013296459792413938,0.9161519478995609,0.004697589724673275,0.0050463568663694156,0.005295242869073799,0.0056410533946448845,0.005288335978577661,0.004574338089584113,0.004848777929722558
faceframe_second101_frame3059_1,0.011809871733244253,0.012627198149131777,0.01918897317868958,0.017301276291725783,0.014116986112115558,0.7431318025865892,0.015138823392181424,0.019725740787097837,0.02368620086590862,0.01840631568962793,0.01299542991473529,0.016485297079449093,0.01724512568752631,0.016969516604048704,0.016766828231376613,0.01195672941001181,0.012447884286540102
faceframe_second102_frame3067_0,0.02423834504140838,0.026770765369610816,0.03410824592212827,0.03736844160319198,0.0184474753308465,0.036643981872405806,0.019744503363297354,0.0249347800807075,0.11167708625546151,0.4418933423687175,0.028368206081956577,0.032322902788632354,0.03436232047590301,0.03738915764017104,0.03452361879529941,0.027715680977465764,0.029491146032796324
faceframe_second102_frame3067_1,0.015627534632397983,0.017038088638212996,0.024397866342567485,0.02271173842234019,0.017926356019475728,0.4504623070084365,0.01954012582762143,0.026875778406985,0.032131760795259943,0.024738555372004648,0.016935956082022887,0.022100452989549633,0.023343006509381842,0.022694923305554518,0.02246825002035589,0.015862475964224226,0.016588790297348267
faceframe_second102_frame3067_2,0.012215632969662986,0.013058692096735759,0.019605748989654892,0.017959828258434157,0.015041908667662444,0.7277169530869037,0.01634259978547993,0.021237765029908828,0.02463798931916434,0.019174673563072,0.014114667441583613,0.017930859669736773,0.01862684921105674,0.018325926613402276,0.01812922180058541,0.012788944997795284,0.01309173849916078
faceframe_second102_frame3074_0,0.013881683854640857,0.014909690596149966,0.022246502303519645,0.020326503745753666,0.016738261369102836,0.6930663720913577,0.018182475287147105,0.023943733414251777,0.028084663808901747,0.021833064164918,0.01574257712107744,0.020119951589070668,0.02092204824369265,0.020537721337076684,0.020313348391800316,0.014358497148007772,0.014792905533531244
faceframe_second102_frame3074_1,0.02465025030021957,0.027413435233883433,0.03534582507078718,0.03895165586930654,0.018964022703059198,0.03766639025042521,0.020223625298877317,0.02570922413101211,0.11364125413789089,0.4271412596165831,0.02911200741540914,0.03304018985675532,0.03531390571603516,0.03823011978924673,0.03538276962485539,0.02864320208637228,0.03057086289928155
faceframe_second102_frame3081_0,0.023587478399602072,0.02630583382421238,0.03283269621184329,0.03573033449824106,0.017745621238715238,0.035406770739898855,0.019053452777587573,0.02422968639810988,0.10450599074795226,0.46467774781616644,0.02726348582569994,0.03140924338434795,0.03314211007305937,0.03584916646121554,0.03322361171966978,0.02662568299964617,0.02841108688403198
faceframe_second102_frame3081_1,0.012927133971317124,0.01388522020928317,0.020759542315277293,0.018941775925949127,0.015652215207590862,0.7132383742428224,0.017024403289018775,0.02239199838525897,0.026142098620326192,0.020360110905898277,0.014787647316687972,0.018880173609242712,0.019564663195627444,0.019212257340340023,0.0190027614057529,0.013429757544216967,0.013799866515389798
faceframe_second4_frame134_0,0.004675039739697933,0.005729551188913684,0.005068672351599805,0.006077276072141414,0.0066751918788395944,0.008850422802379633,0.007564920610594704,0.8945284851117115,0.006225216209129526,0.005789546706342569,0.005138666528351798,0.00692392824615951,0.00886458589306651,0.006991183155127655,0.007859963265367361,0.006616007132081582,0.0064213431084952565
faceframe_second4_frame134_1,2.58141377861488e-309,2.790930160353544e-309,1.0,6.291171890665877e-309,2.771864360087284e-309,5.934014592333e-309,2.518850696338955e-309,3.31254915470712e-309,5.28068691847951e-309,5.25230635113728e-309,3.192995742549627e-309,3.140303834791435e-309,3.20939115875829e-309,3.218109180879636e-309,3.126382205584177e-309,2.92879671989474e-309,3.282456102146276e-309
faceframe_second4_frame134_2,1.0,8.04035753244198e-309,2.8659697380824e-309,3.14384539419036e-309,2.955145392775136e-309,3.906014454457823e-309,3.685889462625463e-309,3.58819388448651e-309,4.31396163561474e-309,4.622903825793133e-309,2.53708535947929e-309,3.475530613876855e-309,3.92038409436787e-309,3.96847018071447e-309,3.930827957256957e-309,2.89393882272411e-309,3.294124892272343e-309
faceframe_second4_frame141_0,0.005633190313098815,0.006903717554811772,0.006114137717081774,0.0073273802080291595,0.008050215500412645,0.010668994487785256,0.00911339224586373,0.8729317435275294,0.007500061096857902,0.006975445814039484,0.006193782178962807,0.008339414403311192,0.010665381835141093,0.008416606810070086,0.009459472586933733,0.007969904912907307,0.007737158807163705
faceframe_second4_frame141_1,2.58211034348789e-309,2.79090554210991e-309,1.0,6.30137056106299e-309,2.77259319138364e-309,5.93046790309906e-309,2.5188598263657e-309,3.31166776839847e-309,5.283885555465377e-309,5.25546673240631e-309,3.19164183074022e-309,3.139141297404375e-309,3.209949243352254e-309,3.218801149496573e-309,3.12687138708191e-309,2.929780388685166e-309,3.28472610062872e-309
faceframe_second4_frame141_2,1.0,8.040469441658164e-309,2.865988287820583e-309,3.14386688176367e-309,2.95515079443391e-309,3.90603921697907e-309,3.685888274258466e-309,3.588211247541126e-309,4.313997660183663e-309,4.62295256567806e-309,2.53709408696531e-309,3.475543931457307e-309,3.9204022570935e-309,3.96848646818762e-309,3.93084331146242e-309,2.893951361356625e-309,3.29414521186401e-309
faceframe_second4_frame149_0,0.005527928841857962,0.006775357687872369,0.005997982208942805,0.007188091868645072,0.007899716344640172,0.010461393356426752,0.008937527040667761,0.8754138528416531,0.007354069437010562,0.006838635514968441,0.006069292871256992,0.00816999977167579,0.010448730922579624,0.008247995928792733,0.00926803729029303,0.007811618184611895,0.007589769888105145
faceframe_second4_frame149_1,2.58210571211174e-309,2.79090367909088e-309,1.0,6.3012909610163e-309,2.772584753384713e-309,5.9304674677687e-309,2.518855489720117e-309,3.311663939331794e-309,5.28384989385859e-309,5.25543329171519e-309,3.191641488085267e-309,3.13914006186305e-309,3.209937447220106e-309,3.21878908913717e-309,3.126860536378187e-309,2.929767556723627e-309,3.284705855202763e-309
faceframe_second4_frame149_2,1.0,8.040490153969007e-309,2.86599160202595e-309,3.143870655250434e-309,2.95515141537692e-309,3.906043241558776e-309,3.685887224032426e-309,3.58821389663049e-309,4.31400370559674e-309,4.622961179362993e-309,2.53709537947146e-309,3.47554574854834e-309,3.920404796047423e-309,3.96848860711253e-309,3.930845282558626e-309,2.893953328410096e-309,3.29414870377145e-309
faceframe_second500_frame15007_0,0.020991969027755162,0.02332184040843725,0.02691843557192819,0.029634513992689952,0.01528922995827666,0.030039357008768253,0.01661881578876754,0.020884383552128835,0.08918963426585612,0.53915751665936,0.02321434977778268,0.027434567089597867,0.029058552946042926,0.03169747006129832,0.02926914033539151,0.022891383223906183,0.024388840332012565
faceframe_second500_frame15007_1,0.013114706735543876,0.013628830410365188,0.019417912816635585,0.018313528440024106,0.015778295462761417,0.36462945138733205,0.017499297889214244,0.021182807493793063,0.02657434303402502,0.02019428541482672,0.014347707526103697,0.01847856616640352,0.019626113570920985,0.019655923083939725,0.0193385216841176,0.01316847256216405,0.013513095326601342
faceframe_second500_frame15014_0,0.02113079626011807,0.023517099871513666,0.027306824348339195,0.02987789492098701,0.015397893045777109,0.030447439569469343,0.016736315469110582,0.02108479214942076,0.08995343746171466,0.5355247035041955,0.023438083213341197,0.02771112445168716,0.029201531703397784,0.031797996106987685,0.02938696496824038,0.022994542372519394,0.024492560583180608
faceframe_second500_frame15014_1,0.010229736818527523,0.010939107614015574,0.017605123650459104,0.015531518620073643,0.012798965367084556,0.7775675690220016,0.013223349885516293,0.017321670090068794,0.01968444237615937,0.015512033086264223,0.011213575020992008,0.013852562303695776,0.014624743063380612,0.01430026796352845,0.014187742955779388,0.010440289457548824,0.010967302704904258
faceframe_second500_frame15021_0,0.019374848747593265,0.021541795670441493,0.024934534545948923,0.02710012477745661,0.014029149179647656,0.027900739942675244,0.015271384061269183,0.019235617382711945,0.08217410449688678,0.5766742658476512,0.021318128268739602,0.02530881084048718,0.026536605219672695,0.028888096401098514,0.026700418091832382,0.02082236390506695,0.022189012620820566
faceframe_second500_frame15021_1,0.008730493225760472,0.00935706941208138,0.015140418924684457,0.013283589861428738,0.010896187133174893,0.8102119553137548,0.011239570090915538,0.014794702800157855,0.016770637619929096,0.013248501302722192,0.00957271487987589,0.011814487365022946,0.012444865462437832,0.012158045971886472,0.012064008527015486,0.008906939662306218,0.009365812446845631
faceframe_second500_frame15029_0,0.02038251867502328,0.022683065096865202,0.02619415445817239,0.028585351760743245,0.014797827157582688,0.029317536976492836,0.016109842946694024,0.020286031446104358,0.08644425863685301,0.5534724063299257,0.022533081505502855,0.02672682230373921,0.028082680019269248,0.03059186957022915,0.028269018529103022,0.02205191643114901,0.023471618156550772
faceframe_second500_frame15029_1,0.010521565235176132,0.011252845172984955,0.018214771965867432,0.015965018090017057,0.013130667783736083,0.7718326331834492,0.013540911497499872,0.017721392116989323,0.020176814419416964,0.01593453918542158,0.011501351749867827,0.01418646108394173,0.014946305311166403,0.014620061580386099,0.014502108644983105,0.010699140810741413,0.011253412168354888
faceframe_second501_frame15037_0,0.016871611844543374,0.0187670493275545,0.021520091107960774,0.023369307353385164,0.012141993782315633,0.02416659772781305,0.01323352827817945,0.016667324096273715,0.07132846895258661,0.6334790532834145,0.018367197312682933,0.02190448142208779,0.022961321458720693,0.02498102702388113,0.02309613333402705,0.017966831494045692,0.01917798220052788
faceframe_second501_frame15037_1,0.009601399499019142,0.010284166762845558,0.016592610387311982,0.014521112504109876,0.01194771903956548,0.7924222486251826,0.01232188036390889,0.016184296553241533,0.01830481523339271,0.014482819281792162,0.010443667397904354,0.012899582075152561,0.013581339750039279,0.013268919874976587,0.013167943270051352,0.009728689474250053,0.010246789907256082
faceframe_second501_frame15044_0,0.01668211432391647,0.018564481108737946,0.021293312781699957,0.023077516257947007,0.011998682890022337,0.02392353912276185,0.013081539145318944,0.01648406083435397,0.07044036628415455,0.637773107414773,0.01816632286480207,0.021679542613961766,0.02268288793894229,0.024670192154692454,0.0228131415743234,0.017739469462650176,0.01892972322694164
faceframe_second501_frame15044_1,0.00941645825707118,0.010090037415953811,0.01630652628325356,0.01427966989704848,0.01170995533149066,0.7957821554575634,0.012091154449759436,0.015894053239938002,0.01806709340051593,0.014278933735798223,0.010295027751134373,0.012715914667132963,0.013378715604051673,0.013076503233432903,0.012972369521869651,0.00957381039447872,0.01007162135950705
faceframe_second501_frame15051_0,0.01672490771515652,0.01861465554973409,0.021354104751676588,0.023151352342531087,0.012035639931052831,0.02400633020419678,0.013121840963871102,0.016536156082870082,0.07083093635179458,0.6364877722836036,0.018215410230643946,0.021742657774314077,0.02275849808308991,0.024752609524277398,0.022887938482683102,0.01779225073225155,0.01898693899625263
faceframe_second501_frame15051_1,0.011202451647617585,0.011949522665937068,0.019315192924385306,0.01711229974331433,0.013556047792158592,0.7156713755020896,0.014211672852362826,0.0184371407723564,0.02302813234310476,0.017842897572034028,0.012505163005838467,0.015524421254563518,0.01632087062796202,0.016118568397501035,0.015891070105917855,0.011501642366317007,0.012019883268490808
faceframe_second501_frame15059_0,0.016974735963842833,0.018898767015232375,0.021683779322125698,0.02354593965317047,0.012233984199631136,0.02438703864666629,0.013336416737674273,0.016807158848166873,0.07218624895498721,0.63028654782007,0.018514535277858866,0.022094078041411988,0.023155879426874342,0.025188639744471004,0.023288099727891594,0.01810252227146408,0.01931562834846106
faceframe_second501_frame15059_1,3.06227660233898e-309,3.26554693356366e-309,5.237203226198474e-309,4.632487208971654e-309,3.60432245221544e-309,1.0,3.844273387264e-309,4.94684281668811e-309,6.571654236603843e-309,5.057678755932236e-309,3.48984037504895e-309,4.36282263783522e-309,4.520813113742904e-309,4.502227358504e-309,4.41647552736998e-309,3.151771422481257e-309,3.267885864540347e-309
faceframe_second502_frame15067_0,0.015771017362711765,0.01756183591284311,0.02006013422634673,0.02174427144324508,0.011318015112437857,0.022594572708238676,0.012344872247350615,0.015561185340695997,0.06694475931942485,0.6578916713706302,0.017075043397977076,0.020430204831444015,0.021394093525856132,0.023254892382756145,0.02150797704210222,0.016700757207566485,0.017844696568372946
faceframe_second502_frame15067_1,3.05944127568111e-309,3.260749926891693e-309,5.24482014237142e-309,4.629435656790353e-309,3.599105948262535e-309,1.0,3.8388109951084e-309,4.92961765773018e-309,6.57802854118917e-309,5.063791273557193e-309,3.493617840041717e-309,4.363128474875965e-309,4.514632371893615e-309,4.500327866177154e-309,4.412759906982147e-309,3.14917737737358e-309,3.26356199399701e-309
faceframe_second502_frame15074_0,0.014659883774594144,0.016323380186905174,0.018560440148135224,0.020082843641750236,0.010470791140273997,0.02092906028792405,0.011426075894429993,0.014404550510380778,0.06172275010693867,0.6838352887292395,0.015739908036209352,0.018880304501786106,0.019758233603912448,0.021460131902697233,0.01985548233332827,0.015404333197798437,0.01648654200369637
faceframe_second502_frame15074_1,3.06951210335487e-309,3.27100182941387e-309,5.210526254442795e-309,4.627065677923613e-309,3.612524492118153e-309,1.0,3.859582683798526e-309,4.9610746090073e-309,6.577081970642095e-309,5.05599153651861e-309,3.48873185310893e-309,4.370257563104297e-309,4.535140969128076e-309,4.51621328733074e-309,4.430892451494054e-309,3.155124427416476e-309,3.270899681117714e-309
faceframe_second502_frame15081_0,0.014333122432661301,0.015967434033419558,0.01809650564195459,0.019585166222323126,0.01021842407183149,0.020417675393523963,0.011153306595181397,0.014063447592016309,0.060065215909787834,0.6916410739415876,0.015335928268263594,0.01841816964577808,0.019280955009164776,0.02093278474675911,0.019372408134928396,0.015025367308693485,0.016093015052125452
faceframe_second502_frame15081_1,3.066576722750163e-309,3.270613772493796e-309,5.22402580378864e-309,4.63340909797747e-309,3.6069371275289e-309,1.0,3.85213595494406e-309,4.96017827127482e-309,6.588541927673587e-309,5.065838057790647e-309,3.494144242472614e-309,4.37463006504827e-309,4.53589111853807e-309,4.516518708231745e-309,4.430647555066005e-309,3.15734283020672e-309,3.272635495750966e-309
faceframe_second502_frame15089_0,0.01354342637365713,0.015080301559880853,0.017085506226989542,0.018468676536722843,0.009641696407640649,0.019292517396782165,0.010525315649181678,0.013269883005530503,0.056775418584197074,0.7090196505620511,0.014449722283083217,0.017368606985796498,0.018174199268647016,0.01972914315354001,0.018258960558840416,0.014151909185373348,0.015165066262086153
faceframe_second502_frame15089_1,0.003235392331142757,0.0034503447405779724,0.005519909482985251,0.004891633147501528,0.0038202807190216743,0.9283534319287902,0.0040694168052942655,0.005243704091781756,0.0068954492908246305,0.005309946817646682,0.0036715114263023625,0.004591324604503763,0.004769281717811919,0.004743016512452671,0.004656550673079422,0.003326295530065689,0.0034525101802173595
faceframe_second13_frame404_0,0.00498853606087809,0.00611434328470847,0.005407485458773117,0.006483260857688973,0.007122143337226897,0.009438510012081012,0.008068911256850884,0.8875131254900488,0.006639367025631422,0.0061744524196112975,0.0054790887039642185,0.007381719005297307,0.009449807440265625,0.007453966972192815,0.008379335625813455,0.0070554903641252146,0.006850456684842621
faceframe_second13_frame404_1,0.026435238474601185,0.02570325980605651,0.09322251992501494,0.046300095500773866,0.025078416463145823,0.042812116521570534,0.02244821222240341,0.02567474788222616,0.04132633641427944,0.040256519488321256,0.02552728738680996,0.02526455493487108,0.026165382540230007,0.027001174020222098,0.02609434871751939,0.024050973465296818,0.02729220144524794
faceframe_second13_frame404_2,1.0,8.15647250216652e-309,3.00629420883533e-309,2.944353396326714e-309,2.50090375458111e-309,3.682865408277547e-309,2.93224488483829e-309,2.932464917938445e-309,4.131247537943566e-309,4.614429209208807e-309,2.443389632835127e-309,3.156978194573635e-309,3.17910911579155e-309,3.322791999976876e-309,3.21926113848753e-309,2.485443667676233e-309,2.7863427117772e-309
faceframe_second13_frame404_3,3.449316826052857e-309,3.58879728515343e-309,4.747348939555674e-309,5.62792910368086e-309,2.938987500158973e-309,6.63104035666446e-309,3.160289037820373e-309,3.849377153238875e-309,1.0,1.4425726376507455e-308,3.8821448746755e-309,4.6514243294863e-309,5.587001071906933e-309,6.297022680866077e-309,5.654316779305665e-309,3.965676937409147e-309,4.19162599393055e-309
faceframe_second13_frame411_0,0.02643525420521062,0.025703279935908496,0.09322270873789824,0.04630016155940693,0.025078451523362275,0.04281218137376398,0.022448236491481456,0.025674779085502072,0.041326362216976734,0.04025652631875389,0.02552729796438901,0.025264570349792313,0.026165405534949546,0.027001194097828803,0.026094370045122023,0.02405099357104888,0.02729222987014104
faceframe_second13_frame411_1,1.0,8.154818811388066e-309,3.005942893074594e-309,2.943905795279895e-309,2.500704162155557e-309,3.68238104382781e-309,2.932012100521354e-309,2.932085776902616e-309,4.130347153490265e-309,4.613183273519454e-309,2.44311057606856e-309,3.1565354498431e-309,3.17857733263229e-309,3.32223189073945e-309,3.218735865452255e-309,2.48508159029101e-309,2.785886740956235e-309
faceframe_second13_frame411_2,0.005929601573841793,0.007267449645027604,0.006436306659934825,0.00771358834461481,0.008473322466587434,0.011231198352327151,0.00958835472120465,0.8662906792990002,0.00789367237927543,0.007340496295084343,0.0065150893581005925,0.008771252843944826,0.011218404440772085,0.008854211039011194,0.009950019386989377,0.00838303695822354,0.008143316236060365
faceframe_second13_frame411_3,3.449492705439703e-309,3.591278752787806e-309,4.743107847088143e-309,5.624937320194055e-309,2.93751900164804e-309,6.623107507524843e-309,3.15979764905686e-309,3.851327312617277e-309,1.0,1.447190027578517e-308,3.88506378573801e-309,4.657113321718937e-309,5.593557803235507e-309,6.30330568204872e-309,5.65968449150856e-309,3.96925615234449e-309,4.194248026176443e-309
faceframe_second13_frame419_0,0.026435253440735728,0.025703279330278425,0.09322272354263668,0.04630015631690585,0.025078441829571658,0.0428121607943722,0.022448231302959025,0.025674774558320932,0.041326366335147365,0.0402565464519018,0.025527305718623754,0.02526457375547405,0.02616540519626138,0.027001194870603096,0.026094369932199477,0.02405099585803558,0.02729222993858584
faceframe_second13_frame419_1,0.9568255175682226,0.005788906728735087,0.00213634606911456,0.002091272385863151,0.0017781513936440075,0.0026165715380751663,0.002084844466126897,0.0020835048718834733,0.0029314923380665977,0.0032719074265965932,0.001736399386983621,0.0022426661362580985,0.0022575113726312824,0.0023594972607364497,0.0022861583851286646,0.0017654866521102089,0.0019787129750602145
faceframe_second13_frame419_2,0.005551143367756435,0.006803904091605255,0.006026620505691688,0.007221915955025641,0.007933326986246254,0.010513684946022506,0.008974297483607362,0.8748467703518857,0.007388786582624456,0.0068709637823344515,0.006098261703131047,0.008208572748619733,0.010496320885851828,0.008285663070444187,0.009310208897245865,0.00784629388401143,0.007623264757895947
faceframe_second13_frame419_3,3.46018305288948e-309,3.583466050523913e-309,4.73790489138146e-309,5.657892235552683e-309,2.960480001390178e-309,6.667040897928836e-309,3.178849767284634e-309,3.8571602455662e-309,1.0,1.3880844046633247e-308,3.86010427189049e-309,4.6254557544137e-309,5.60976920416705e-309,6.33162708111709e-309,5.684252619567253e-309,3.971042955520714e-309,4.2064408077128e-309
faceframe_second140_frame4207_0,0.0021862609671166504,0.0022754016028444686,0.00296665090437594,0.002636841785697841,0.002325782441881702,0.004196135265281424,0.003061278783755936,0.003022904013865137,0.004135198352716763,0.0043836378038421145,0.007180430788999875,0.007441961899460011,0.0036517450976390545,0.004120271370821466,0.003915354076501016,0.0028199706825922937,0.0024083487302298512
faceframe_second140_frame4207_1,0.017707784551279276,0.01879205250526127,0.029922919658037155,0.026585094248626037,0.023160634838269377,0.5473245588084581,0.024254642129475656,0.030845220214112987,0.03367728670848099,0.026739219240675145,0.02048969071811554,0.025150053788273105,0.026145205328860385,0.02568014213983445,0.025498373198994208,0.018580149301405797,0.019098425016705674
