,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second101_frame3051.jpg,6.01916839287576e-309,6.156705756147536e-309,9.616284481975285e-309,9.381372597009247e-309,9.875397272169666e-309,1.0,9.779212358320256e-309,1.028517457633818e-308,7.299339482357904e-309,7.91545637159936e-309,6.89929121472031e-309,6.026420545338045e-309,6.213451250921043e-309,6.56730195515559e-309,5.79955014178586e-309,6.26912219559094e-309,1.555948945470572e-308,8.38588213045437e-309,6.62479887636724e-309,1.175327092659188e-308,9.50742316487816e-309,1.035910201463736e-308,1.1192332885907314e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second101_frame3059.jpg,6.021139464429775e-309,6.1570235404987e-309,9.56195678274959e-309,9.36013827237184e-309,9.83475827309644e-309,1.0,9.835981374478813e-309,1.0269330855211955e-308,7.303697180033116e-309,7.910972500092058e-309,6.907388933216233e-309,6.020675893723043e-309,6.21576987136234e-309,6.571556233560987e-309,5.79850599919749e-309,6.2710079556549e-309,1.5705103478383395e-308,8.38466371161617e-309,6.62062418604215e-309,1.183903165446737e-308,9.56238804184519e-309,1.0427730048718987e-308,1.1269713080825877e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second102_frame3067.jpg,6.01768473432048e-309,6.164067599211688e-309,9.59010816933222e-309,9.38845186279894e-309,9.865762515981087e-309,1.0,9.804951424834423e-309,1.023623058194116e-308,7.29776608550347e-309,7.883827897177385e-309,6.893941766199813e-309,6.010507795785357e-309,6.20676597628219e-309,6.561987522259313e-309,5.793454459860375e-309,6.26394417714914e-309,1.5655046169689174e-308,8.357212398388747e-309,6.602994507875585e-309,1.179276815626569e-308,9.55094184109728e-309,1.040519275656905e-308,1.1249718830433444e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second102_frame3074.jpg,6.027371798481387e-309,6.14741895595279e-309,9.542954690147963e-309,9.34979100177866e-309,9.815864646091294e-309,1.0,9.82240207625654e-309,1.0218759439172575e-308,7.27990185496451e-309,7.87792099123547e-309,6.887594268585104e-309,6.000776938617583e-309,6.197148489273677e-309,6.55226875416865e-309,5.78042225096297e-309,6.25280801556007e-309,1.5734520398242587e-308,8.34375027941722e-309,6.59570747297987e-309,1.182735787752144e-308,9.561906801338513e-309,1.0430674145974497e-308,1.1283804280016143e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second102_frame3081.jpg,6.02811351533245e-309,6.164087977313747e-309,9.56979772976269e-309,9.364693284579937e-309,9.840972135776906e-309,1.0,9.82262370407073e-309,1.026966659282105e-308,7.303115275278e-309,7.902111704663036e-309,6.906177315175906e-309,6.020882934510747e-309,6.21649879920482e-309,6.571799014976243e-309,5.799449376856495e-309,6.27226752160133e-309,1.5713472990375907e-308,8.37846745339721e-309,6.616418056708546e-309,1.182371896494493e-308,9.56118176132562e-309,1.0423640126358305e-308,1.127123491337997e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second4_frame134.jpg,0.011155909187653603,0.008772175970584193,0.0103447562552645,0.011007209501438395,0.010923716102720913,0.034845424917702914,0.01608201379515891,0.013859426364003452,0.010767265346096799,0.010525635598122612,0.011200179889928502,0.008631033804691672,0.009667560342188589,0.01033166013966006,0.008511331634262332,0.009682959031764611,0.04299586295504552,0.011819861737846696,0.009619409743039412,0.021897313636920154,0.0170517174228906,0.0203473498634834,0.024557036730290475
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second4_frame141.jpg,0.011136755155048443,0.008753793901080725,0.010324743750329378,0.010986369654872067,0.010902834857519923,0.034749723584538664,0.01604642258351379,0.013830282779985966,0.010746766202510173,0.010504000796415018,0.011179130689162901,0.008613838893207605,0.00964882278529357,0.010312023297649997,0.008494654614520439,0.009664363278264148,0.0428862397737553,0.011796007973673417,0.009600560941751783,0.021847984204458385,0.01701430923576908,0.020303051716722375,0.02450493839978844
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second4_frame149.jpg,0.01100933643075053,0.00862727445374946,0.010194802477849034,0.010850499652122378,0.010767046408953939,0.03412983314074443,0.015784971236755065,0.013626103326765482,0.010603991901653191,0.010351861680448346,0.01102964718913766,0.008493987299261202,0.009516802775719643,0.010173773975721412,0.008378371729168308,0.009534097890777058,0.042032623169058245,0.01162669888217902,0.009467951406005072,0.02147623822266879,0.016741740451321336,0.019974002638450228,0.02411650875540588
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second500_frame15007.jpg,0.015758448487140194,0.01668294046164419,0.01669672513561128,0.02058769991571041,0.019653385495079737,0.01805031443195508,0.017273632996265192,0.018772726793197494,0.4259352013648949,0.016192184582443533,0.055346690777090146,0.019089473691002255,0.04059580617296127,0.06558947006521793,0.03880626658065819,0.05619801331103702,0.019649971831969603,0.023274812240578622,0.02001855137199104,0.0191424595267773,0.018605554555503147,0.018644564507354244,0.01943510570391728
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second500_frame15014.jpg,0.014287428512297435,0.015151803727965226,0.01518510786026927,0.01873710679485944,0.017884493983952462,0.016440368351884824,0.01573633389730095,0.01708628340378595,0.4497123171871296,0.014741916876682885,0.0514964987790962,0.01734545038722144,0.03766191457946557,0.060762603497729294,0.035973592684581335,0.05194736567964926,0.017891036784196113,0.021203268843794063,0.01820220791745397,0.017439791937646346,0.016941098827205785,0.016977041805737742,0.0176934297832476
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second500_frame15021.jpg,0.01315841814891334,0.013899887588099787,0.013886660254308862,0.017087893009359343,0.016325653271210407,0.014999671856050365,0.014351394978860909,0.01563934191080668,0.5048122883426153,0.013481499761615301,0.04744698279347585,0.015937777442947075,0.03487982717282884,0.05660484132681739,0.03332446997500979,0.04853839243629282,0.01633419599656086,0.01938443461739632,0.016704334688477627,0.015903990552865944,0.015459544581994784,0.015493998149164865,0.01615316345959899
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second500_frame15029.jpg,0.014388773065783733,0.015263462282213583,0.015301620442996553,0.018892048706529205,0.018027119841592335,0.016560803723910326,0.015851801225088415,0.017200858038932648,0.452979987893539,0.014844121555581903,0.05173691921284668,0.01745958810095763,0.03785891219689015,0.06098524585120627,0.036191761514189534,0.052179714576751295,0.018020525934909663,0.02134064043837874,0.018321050212609987,0.01756638709650597,0.01706725129447969,0.01710215666603883,0.01782367638960742
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second501_frame15037.jpg,5.88800740040749e-309,6.37748122514279e-309,6.51930457659272e-309,8.20548744419928e-309,7.770388861292577e-309,7.1501413876589e-309,6.87704286053697e-309,7.257763946032933e-309,1.0,6.312678747440063e-309,2.0195904676604386e-308,7.20324183887699e-309,1.4469478946971996e-308,2.2306514006405963e-308,1.38512233826113e-308,1.8932366881248114e-308,7.752885309890543e-309,9.054515862124105e-309,7.612390198283725e-309,7.617099515588334e-309,7.377056173226764e-309,7.38876748527296e-309,7.67861073243025e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second501_frame15044.jpg,5.8853054460004e-309,6.384697955434105e-309,6.526025965338735e-309,8.215126149972854e-309,7.77992067130037e-309,7.161079271833898e-309,6.88637453507274e-309,7.26657871666682e-309,1.0,6.31910650079351e-309,2.0159209000674024e-308,7.206812325473546e-309,1.446070566217019e-308,2.2254791449021984e-308,1.3848757789461206e-308,1.890235088344195e-308,7.762635049631265e-309,9.065742772106815e-309,7.616037912149133e-309,7.62753330498295e-309,7.38690908699435e-309,7.397927524461935e-309,7.68744365690514e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second501_frame15051.jpg,0.0008213993537843728,0.0008903052055340603,0.0009093294782558936,0.0011441477458420492,0.0010836745690395982,0.0009971027732058907,0.0009587231698657445,0.0010124641711901456,0.9701699326617794,0.000880247267894695,0.00281501600407521,0.0010050561216394095,0.0020204168897257997,0.003114326598317215,0.0019348062245438823,0.00264593938368229,0.0010811182615221733,0.0012627088224597648,0.0010617967885245998,0.0010619195049795004,0.0010286889429823485,0.0010302003710252704,0.0010706796901308415
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second501_frame15059.jpg,0.0021921288448061376,0.0023759322761168116,0.002423429113077028,0.003046896571175472,0.0028867245253719745,0.00265484292450907,0.0025524156256975976,0.0026987086778455845,0.9203734825935839,0.0023455854438774277,0.00751433364654752,0.002682258464572384,0.005404380379603702,0.008340686806849544,0.005178368983387275,0.007093789155885845,0.002878786847048933,0.003364621272700308,0.0028323575759901603,0.0028268220467218956,0.002739377063405241,0.0027430561684192805,0.0028510149928069224
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second502_frame15067.jpg,5.882368624739235e-309,6.379835296638975e-309,6.53208484447979e-309,8.220839823040377e-309,7.787570331129935e-309,7.1737185554177e-309,6.898604093141827e-309,7.279843967103946e-309,1.0,6.332982878114727e-309,2.020595796809848e-308,7.21491704245805e-309,1.4459631016431654e-308,2.2252006170435046e-308,1.383777468622468e-308,1.8867455166643134e-308,7.77235669762685e-309,9.09152359937719e-309,7.62975653201305e-309,7.64115161115601e-309,7.39393823651585e-309,7.407060771381915e-309,7.69540152374821e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second502_frame15074.jpg,5.883757813308816e-309,6.39011483759645e-309,6.5283413368858e-309,8.21140243361811e-309,7.780506545472217e-309,7.15948700372591e-309,6.881987953615457e-309,7.272160114465485e-309,1.0,6.3222796141339e-309,2.0150080595669833e-308,7.216428101245667e-309,1.4491435793009265e-308,2.229390465398856e-308,1.3892676680773637e-308,1.8958847821288885e-308,7.75646720374009e-309,9.07358221869884e-309,7.62434870029611e-309,7.6214163082515e-309,7.380956746356063e-309,7.39132892102707e-309,7.67985277712255e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second502_frame15081.jpg,0.002055912431356334,0.0022286726776042233,0.002273244492744739,0.0028591907154218374,0.0027083374936409522,0.002490853489637391,0.002394591624016666,0.002530660646509044,0.9253598684452315,0.0021993258307189227,0.007039101034599684,0.002514188672466186,0.005062504341905103,0.007808402002447288,0.004850364187407637,0.006642389155505011,0.0027012950723243694,0.0031543581933132663,0.0026547786260300195,0.0026522717256156647,0.0025705014735741645,0.002573858006002503,0.002675329661927453
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second502_frame15089.jpg,5.88499263547602e-309,6.386657709723895e-309,6.52979033743326e-309,8.218548925848714e-309,7.784411919726707e-309,7.167600617019254e-309,6.89174359506955e-309,7.273682560784297e-309,1.0,6.324858941122413e-309,2.016869742129448e-308,7.211554765823974e-309,1.4465670005228825e-308,2.225625439809782e-308,1.385174332095756e-308,1.889960367182113e-308,7.768125869875097e-309,9.076734296294756e-309,7.62197857536931e-309,7.633711856349713e-309,7.39129912587762e-309,7.40266565846049e-309,7.69197174721898e-309
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second13_frame404.jpg,0.011205786515804499,0.010159894591907144,0.012651891688637644,0.012692750110779416,0.012953289152297022,0.05973426130341603,0.016486969390524856,0.01599698026973729,0.011088986978692364,0.011804661023769805,0.01107957910263206,0.009480122369407932,0.009992745260378452,0.010479508280392439,0.009077170561731374,0.010007536846129724,0.03469666252627848,0.01267175804740657,0.010245824775690401,0.02083762063526059,0.017141912337746777,0.01922629252717462,0.021911128225252003
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second13_frame411.jpg,0.01125072557828939,0.010213640443393098,0.012730302330547038,0.012775414889001815,0.013037076552151548,0.060676756917357154,0.01660100422204133,0.016090868570115092,0.011158245643612763,0.011878448678670358,0.011145312356532034,0.009533200959803676,0.010049693296840554,0.010540725882067462,0.009129656043527728,0.010064970240114714,0.034933834288106494,0.012751355829452221,0.010306039510398912,0.02098521857613792,0.017250529700819524,0.019349253467755956,0.022046468597040625
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second13_frame419.jpg,0.011244250071636038,0.010194162904158203,0.012690295858346119,0.012734282573900604,0.01299431737299838,0.05992947301244686,0.01654887509124625,0.016048581672741404,0.011128236190463355,0.011843223271156009,0.01111926278508862,0.00951160079274349,0.01002770030798102,0.01051658224104992,0.009108388166449287,0.010042594670969369,0.034857219241292904,0.01271483028457314,0.010280227422541718,0.02092049363999385,0.01720844989003812,0.019303019556262378,0.022001565764319813
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second140_frame4207.jpg,0.011615245421295188,0.011788909487417506,0.4050216076031138,0.0321312747126757,0.0606031871694259,0.02068226539937519,0.011154701513194374,0.01529170789241446,0.014965141347602982,0.012555185543509336,0.012562718275580179,0.012090999906597642,0.012106393967287278,0.012763088198928322,0.012465337329922504,0.012718471319235303,0.014026298211993806,0.01376862928534742,0.012149654150867132,0.012196745210739353,0.011420891520471828,0.011688452544685368,0.012443868776108022
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second140_frame4214.jpg,0.011627581258007695,0.011834535144196775,0.39322493766899425,0.03209104361582413,0.06036315024826691,0.0206842367234378,0.011177384398059785,0.015344710855672603,0.015016329468216153,0.012598502051538034,0.012600379806993396,0.012143099817134318,0.012151167502075337,0.012806096469695561,0.012519788441003375,0.01276566391222632,0.01404177645272872,0.013819287369728298,0.012197947547375434,0.012217552237338497,0.011441981874083134,0.011707388690889185,0.012459988020086982
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second140_frame4221.jpg,0.012279730972069566,0.012476224259903256,0.43965640150719076,0.03371273832359872,0.06315782952968695,0.021828939006086845,0.011787799204632746,0.016203897842206938,0.01582626620980467,0.013299341668684869,0.013290576292298267,0.012818054457257668,0.012817673261207146,0.013506485410495003,0.013202887866010895,0.01346352929640058,0.014813288501914929,0.014584411041604005,0.012875932156718237,0.012885837885026591,0.012064468206971952,0.01234655807122779,0.013141133393695794
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second140_frame4229.jpg,0.012535008850136208,0.012725211087957279,0.4623828519265218,0.034287297672936444,0.06399848602509733,0.022260443687134483,0.012029038518182562,0.0165490776505547,0.016145030159406822,0.013589012876663586,0.013565299115654692,0.01309511188616966,0.013084198923722652,0.013785063809882274,0.01347782778263569,0.013741139347450923,0.015108740590329746,0.014895525682888584,0.013155716068759983,0.013147068864075866,0.012306131113094537,0.01259514817409646,0.01340367359020067
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second141_frame4237.jpg,0.012027626719136101,0.012249413076450135,0.4598151558710411,0.03146059815010514,0.056416891408772527,0.021289793932328237,0.011535320191732631,0.016094346350076772,0.01542540502141969,0.013202707369250138,0.013019576417293188,0.012733461315402527,0.012604425003218482,0.013239866651533006,0.012996630963749796,0.013213631046591637,0.014441071326225541,0.014429711585207358,0.012783132957522697,0.012588901270138992,0.011766034307200256,0.012044660439467482,0.01279887991511514
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second141_frame4244.jpg,0.011902048533951777,0.012027676274574718,0.5439528965019987,0.03085969756832492,0.054849856893025406,0.021128507579060898,0.011409302389253119,0.015911006864616748,0.015143890976959277,0.013080757068531944,0.012825403345873114,0.012560774180844851,0.012402027928244689,0.013025962570216173,0.012767217277986064,0.012988142251657698,0.014280852483432173,0.014249464789766773,0.012631502780412316,0.012449436071256429,0.011618667343306136,0.011904695936854863,0.012649418330136743
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second141_frame4251.jpg,0.01218741421757777,0.012420877336905362,0.43877528720819037,0.03235963750375339,0.05879962089981638,0.021568283334631424,0.011693722549482916,0.016252012401313444,0.015691579550744912,0.01333347442513192,0.013214582061872647,0.012870012038343247,0.012782290104511526,0.01343949625213852,0.01318252274987892,0.013410684929008931,0.014649583689873548,0.014597613209626662,0.012918853549629886,0.012766772881557196,0.011940500532188284,0.012220282106083504,0.01299034063085768
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second141_frame4259.jpg,0.0122396456363522,0.012437836270131928,0.44555918753858265,0.03206650607786976,0.057524327614315945,0.021609431898093678,0.011736198851630875,0.01635815339377497,0.01571186813564649,0.013443627854523731,0.013260656316730575,0.012961808972010637,0.012831952491080038,0.013482699362730955,0.013232857911047231,0.013452705916422754,0.014677114866173851,0.014689226672845695,0.013018174820207298,0.012804499306707986,0.011964672542655446,0.012249926576876787,0.013014675608307756
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second142_frame4267.jpg,0.011639912757108819,0.011911262339497372,0.39047440169343883,0.030745508721815275,0.05563260830232832,0.020608057674379968,0.011173381258297786,0.01557113696499849,0.015003200234631364,0.01275329734676343,0.012632272127789827,0.012327031772712887,0.012232937471929923,0.012854180522230077,0.012622672803987973,0.012833910038279306,0.01399870782794295,0.013969806159481627,0.012363998658076374,0.012198112742840371,0.011412134040708946,0.011675827299840099,0.012409928205707368
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second142_frame4274.jpg,0.01118729682428779,0.011474116714745762,0.37285402059252887,0.029210978659319743,0.052321670467741395,0.019826330507434896,0.010743812547059601,0.015028575220217411,0.014395447666295967,0.01229704346618667,0.012135869667348807,0.011887010467362761,0.011765908141645354,0.012351747402891458,0.01214299998809907,0.012337329432054395,0.013454400889842741,0.013458267597268802,0.011918672729373598,0.01172564745204175,0.010967454697302396,0.011220332805520594,0.011921811617552347
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second142_frame4281.jpg,0.011862713757151375,0.012127166536737176,0.4077552381775934,0.0314847923533143,0.05723440551909328,0.021014817477717176,0.011383340282605183,0.01583775186418772,0.015286830625338237,0.012970425642074766,0.012866288950358684,0.012534316463464099,0.012453012409731654,0.013090448405357412,0.012846057232836631,0.013067345725479967,0.014271809029849184,0.014212335580161406,0.012573236113766552,0.012430772445682229,0.01163135045171499,0.011900480231805484,0.012652045282771354
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second142_frame4289.jpg,0.011602104824023924,0.011872828587026433,0.3935734337115271,0.030730080515432925,0.05573563211154826,0.020556768269434186,0.011140383738908482,0.01551123425032128,0.014957001784701475,0.012704374094020353,0.012590424258290803,0.012277140653696375,0.012189685311297774,0.012810773423852284,0.012576854801595759,0.012789541285533326,0.013960664518891521,0.013917530922625761,0.012314903881347086,0.012163215950571014,0.011380425871458212,0.011643206396797173,0.012376323748722341
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/The_moment_Ding_Liren_became_World_Chess_Champion/frames/second17_frame524.jpg,0.012899080004528546,0.012325573481794996,0.01547011992199256,0.015931443390216293,0.01612944456755234,0.09826103529005989,0.021600661049566316,0.019501389873893434,0.014019569987778232,0.014634899484318373,0.013844899038987564,0.011539313000570324,0.012337674526427062,0.013031575658176905,0.011218160081768873,0.012381219872461371,0.04676892539397716,0.01586982864699994,0.012596069673442335,0.027790097767646668,0.022155534898978802,0.024983894632242213,0.02833024255685631
