,0,1
faceframe_second8_frame247_0,0.09831833698677023,0.3303866008407928
faceframe_second8_frame254_0,0.0960756049737113,0.3431653222564997
faceframe_second8_frame261_0,0.09627261231824533,0.3313179557105324
faceframe_second8_frame269_0,0.09722680015234089,0.35201055788568214
faceframe_second92_frame2767_0,0.07066237337821289,0.07499164269751647
faceframe_second92_frame2774_0,0.07072225221173269,0.07493176386399668
faceframe_second92_frame2781_0,0.07079798626275542,0.07485602981297391
faceframe_second92_frame2789_0,0.07074823440580189,0.07490578166992747
faceframe_second93_frame2797_0,0.0705127226800614,0.07514129339566797
faceframe_second93_frame2804_0,0.07075622591023951,0.07489779016548985
faceframe_second93_frame2811_0,0.0702446301831735,0.07359935044922564
faceframe_second93_frame2819_0,0.07028434045562662,0.0728454833287834
faceframe_second94_frame2827_0,0.06985349259212428,0.07098005687408923
faceframe_second94_frame2834_0,0.0696457786857841,0.07103575475192168
faceframe_second94_frame2841_0,0.07019467845539366,0.07048679131034219
faceframe_second94_frame2849_0,0.07079752452029425,0.07109015279915112
faceframe_second95_frame2864_0,0.07129613930931254,0.07255653087288927
faceframe_second95_frame2871_0,0.07126386249853608,0.07300818375007383
faceframe_second95_frame2879_0,0.07099210218870819,0.07304805197364693
faceframe_second96_frame2887_0,0.07104949697683068,0.07276781735541406
faceframe_second96_frame2894_0,0.07123389572391821,0.07239296574486478
faceframe_second96_frame2901_0,0.0708029199905542,0.07203771430796219
faceframe_second96_frame2909_0,0.07015862820407331,0.07138318411850554
faceframe_second97_frame2917_0,0.07034914567211968,0.07157874333300793
faceframe_second97_frame2924_0,0.07018443679171044,0.0715501203047602
faceframe_second97_frame2931_0,0.069881245905956,0.0711157944323283
faceframe_second97_frame2939_0,0.07002938743012511,0.07090808844658104
faceframe_second98_frame2947_0,0.06999572570170608,0.07152022481474372
faceframe_second98_frame2954_0,0.06994226484705486,0.07151747056870832
faceframe_second98_frame2961_0,0.0699328529537334,0.07244247229274908
faceframe_second98_frame2969_0,0.06973387003500749,0.07202420005339837
faceframe_second9_frame277_0,0.06862433162386457,0.5550031016044682
faceframe_second9_frame284_0,0.06923129654098778,0.5353386774858782
faceframe_second9_frame291_0,0.06682333515616706,0.6098005339835998
faceframe_second9_frame299_0,0.06730799677101529,0.5924608201930028
