name,cluster,x,y,second,frame,anger,neutral,disgust,happy,sadness,fear,surprise,contempt
faceframe_second10_frame321_3,3,8.069157,4.469539,10,321,0.15971443057060242,0.16226163506507874,0.16259849071502686,,0.15021422505378723,,,0.10538987070322037
faceframe_second10_frame321_4,-1,2.5702202,-15.130707,10,321,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second10_frame321_5,5,-8.757816,1.2286342,10,321,0.10119203478097916,0.354440301656723,0.09927642345428467,,0.15394523739814758,,0.09734795987606049,
faceframe_second10_frame329_0,2,13.412925,-1.8470844,10,329,0.2173592895269394,0.1374618411064148,0.15168574452400208,0.11881721019744873,0.10615852475166321,,,
faceframe_second10_frame329_1,4,-2.571932,11.4143915,10,329,0.12808120250701904,0.11056606471538544,0.17452572286128998,0.21055370569229126,,,,0.10788524150848389
faceframe_second10_frame329_2,3,8.033045,4.538531,10,329,0.17964458465576172,0.1551099270582199,0.18300800025463104,,0.15047721564769745,,,0.10130823403596878
faceframe_second10_frame329_3,1,22.7437,13.065323,10,329,0.07046414911746979,0.06770185381174088,0.09591632336378098,0.5159920454025269,,,0.06846512854099274,
faceframe_second10_frame329_4,-1,2.5311806,-15.119125,10,329,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second10_frame329_5,5,-8.86956,1.5127852,10,329,0.10119203478097916,0.354440301656723,0.09927642345428467,,0.15394523739814758,,0.09734795987606049,
faceframe_second11_frame337_0,2,13.433142,-1.845115,11,337,0.2437635362148285,0.11197434365749359,0.2021251618862152,0.10812663286924362,0.10363911837339401,,,
faceframe_second11_frame337_1,3,8.096325,4.4625235,11,337,0.19611512124538422,0.14079608023166656,0.1735953539609909,,0.15239335596561432,,,0.09732907265424728
faceframe_second11_frame337_2,4,-2.7120297,11.44144,11,337,0.14299063384532928,0.1185915395617485,0.18854859471321106,0.18584081530570984,,,,0.10376690328121185
faceframe_second11_frame337_3,1,22.769394,12.816656,11,337,0.05623343959450722,0.0572485513985157,0.07816144078969955,0.6050822734832764,,,0.05712483078241348,
faceframe_second11_frame337_4,-1,2.5247357,-14.903839,11,337,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second11_frame337_5,5,-8.744587,1.2472138,11,337,0.10119203478097916,0.354440301656723,0.09927642345428467,,0.15394523739814758,,0.09734795987606049,
faceframe_second11_frame344_0,2,13.492639,-1.9635459,11,344,0.23734809458255768,0.116181880235672,0.14966946840286255,,0.12586717307567596,,,0.10647479444742203
faceframe_second11_frame344_1,1,22.740847,12.753003,11,344,0.05921986699104309,,0.0788574144244194,0.579888641834259,,,0.06307245045900345,0.06069394573569298
faceframe_second11_frame344_2,4,-2.7179666,11.450858,11,344,0.14652703702449799,0.12339244782924652,0.1838882565498352,0.17334085702896118,,,,0.10524338483810425
faceframe_second11_frame344_3,3,8.144849,4.377654,11,344,0.16380856931209564,0.15033812820911407,0.17653661966323853,,0.15110266208648682,,,0.10018358379602432
faceframe_second11_frame344_4,-1,2.5830662,-14.970371,11,344,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second11_frame344_5,5,-8.762145,1.188455,11,344,0.10119203478097916,0.354440301656723,0.09927642345428467,,0.15394523739814758,,0.09734795987606049,
faceframe_second11_frame351_0,2,13.488481,-1.958057,11,351,0.24410182237625122,0.1239660307765007,0.2018555849790573,0.10358487814664841,0.0960652083158493,,,
faceframe_second11_frame351_1,3,8.1216545,4.454769,11,351,0.18435931205749512,0.15675655007362366,0.1693548858165741,,0.15782231092453003,,,0.0929805189371109
faceframe_second11_frame351_2,1,22.780855,12.764349,11,351,0.0551488995552063,0.057808466255664825,0.06703770160675049,0.6256425380706787,,,,0.05400795117020607
faceframe_second11_frame351_3,4,-2.7880633,11.448099,11,351,0.13770760595798492,0.11408510059118271,0.19718115031719208,0.18898415565490723,,,,0.10126801580190659
faceframe_second11_frame351_4,-1,2.4847424,-15.123822,11,351,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second11_frame351_5,5,-8.740104,1.2134389,11,351,0.10119203478097916,0.354440301656723,0.09927642345428467,,0.15394523739814758,,0.09734795987606049,
faceframe_second11_frame359_0,1,22.730457,12.73836,11,359,,0.05478242039680481,0.07386753708124161,0.6203733086585999,,,0.05479196459054947,0.05619525909423828
faceframe_second11_frame359_1,2,13.290797,-0.06935236,11,359,0.2806066870689392,0.11902906000614166,0.21322478353977203,0.08572705835103989,0.09310587495565414,,,
faceframe_second11_frame359_2,4,-2.8102565,11.413315,11,359,0.14968189597129822,0.11960545182228088,0.18313351273536682,0.1760919690132141,,,,0.10759320110082626
faceframe_second11_frame359_3,3,8.152668,4.49839,11,359,0.1577831357717514,0.12583380937576294,0.22593721747398376,,0.13633744418621063,,,0.11686715483665466
faceframe_second11_frame359_4,-1,2.7066126,-15.01617,11,359,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second11_frame359_5,5,-8.738589,1.1800258,11,359,0.10119203478097916,0.354440301656723,0.09927642345428467,,0.15394523739814758,,0.09734795987606049,
faceframe_second12_frame367_0,1,22.878042,12.789709,12,367,,0.05111747235059738,0.06104937195777893,0.649444043636322,,,0.05222661420702934,0.055542752146720886
faceframe_second12_frame367_1,3,8.031497,4.6450677,12,367,0.16570132970809937,0.14976263046264648,0.2100641131401062,,0.13915397226810455,,,0.09872321039438248
faceframe_second12_frame367_2,4,-3.014515,11.25198,12,367,0.16728512942790985,0.12662068009376526,0.20228533446788788,0.15063093602657318,0.09905093163251877,,,
faceframe_second12_frame367_3,2,13.3219,-0.13287383,12,367,0.25661343336105347,0.10542324930429459,0.2503435015678406,0.08463475853204727,0.09656142443418503,,,
faceframe_second12_frame367_4,-1,2.6561615,-15.140397,12,367,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second12_frame367_5,5,-8.950924,1.8370603,12,367,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second12_frame374_0,2,13.327987,-0.182072,12,374,0.24140866100788116,0.12672483921051025,0.22204448282718658,,0.10221854597330093,,,0.08670396357774734
faceframe_second12_frame374_1,3,7.871708,4.8339443,12,374,0.18207144737243652,0.13575996458530426,0.2305871695280075,,0.12994787096977234,,,0.09198344498872757
faceframe_second12_frame374_2,1,22.881113,12.782024,12,374,,0.05654672160744667,0.06219695135951042,0.6440150737762451,,,0.05231618881225586,0.05234365910291672
faceframe_second12_frame374_3,4,-3.2047982,11.130351,12,374,0.18063984811306,0.12001499533653259,0.21612441539764404,0.13757479190826416,0.0960100069642067,,,
faceframe_second12_frame374_4,-1,2.519779,-15.156766,12,374,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second12_frame374_5,5,-8.905085,1.7978829,12,374,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second12_frame381_0,3,7.820567,4.8833914,12,381,0.19409531354904175,0.12595336139202118,0.19066935777664185,,0.1517041176557541,,,0.09337092190980911
faceframe_second12_frame381_1,4,-3.1310933,11.271795,12,381,0.17043957114219666,0.1296370029449463,0.19900915026664734,0.14420564472675323,0.09909316897392273,,,
faceframe_second12_frame381_2,1,22.960516,12.923146,12,381,,0.05427740514278412,0.060962118208408356,0.6468428373336792,,,0.0519440732896328,0.05480439215898514
faceframe_second12_frame381_3,2,13.353034,-0.20883767,12,381,0.1721799373626709,0.10833916068077087,0.28133946657180786,0.10966574400663376,0.09050175547599792,,,
faceframe_second12_frame381_4,-1,2.5846803,-15.035047,12,381,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second12_frame381_5,5,-9.001342,1.8921301,12,381,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second12_frame389_0,2,13.333582,-0.10332242,12,389,0.2983752191066742,0.11294224858283997,0.2240479737520218,0.08268394321203232,0.09469333291053772,,,
faceframe_second12_frame389_1,4,-2.6879437,11.2294655,12,389,0.15446193516254425,0.11933968216180801,0.18888729810714722,0.17835867404937744,,,0.10122980177402496,
faceframe_second12_frame389_2,1,22.957314,12.935274,12,389,,0.05285661295056343,0.06100917607545853,0.6524450182914734,,,0.050493527203798294,0.05307800695300102
faceframe_second12_frame389_3,3,7.787101,4.953186,12,389,0.23808105289936066,0.12249984592199326,0.17734108865261078,,0.1442745476961136,,,0.10069867223501205
faceframe_second12_frame389_4,-1,2.555396,-14.86194,12,389,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second12_frame389_5,5,-9.015374,1.9062998,12,389,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second4_frame134_0,2,13.715206,-2.0779243,4,134,0.2479231357574463,0.163809135556221,0.18788622319698334,0.1070699691772461,,,,0.08648191392421722
faceframe_second4_frame134_1,1,21.30728,14.434852,4,134,0.10529414564371109,0.1240057647228241,0.2063489556312561,0.26653721928596497,,,0.08136000484228134,
faceframe_second4_frame134_2,4,-2.8433788,10.488271,4,134,0.16416065394878387,0.12904545664787292,0.22465930879116058,0.1454220563173294,,,0.09508589655160904,
faceframe_second4_frame134_3,-1,-7.069173,-18.109993,4,134,0.1573217511177063,0.11768534779548645,0.1367228776216507,,0.19728654623031616,0.19368700683116913,,
faceframe_second4_frame134_4,0,-18.459803,7.8731956,4,134,0.11687245965003967,0.33967453241348267,0.14618128538131714,,0.12469863891601562,,0.08873169869184494,
faceframe_second4_frame141_0,1,21.298079,14.447909,4,141,0.11438307166099548,0.1318783164024353,0.21475856006145477,0.25168928503990173,,,,0.08072077482938766
faceframe_second4_frame141_1,4,-2.9748237,10.563131,4,141,0.1638769507408142,0.12806573510169983,0.21873396635055542,0.14271637797355652,,,0.09736432135105133,
faceframe_second4_frame141_2,2,10.40326,-2.8523934,4,141,0.2977212071418762,0.10597049444913864,0.2586936056613922,0.09466511011123657,0.0784866064786911,,,
faceframe_second4_frame141_3,3,8.0005,4.578356,4,141,0.17335404455661774,0.11676856875419617,0.24586234986782074,,0.09971918165683746,,0.10467783361673355,
faceframe_second4_frame141_4,-1,-7.290441,-18.156706,4,141,0.1573217511177063,0.11768534779548645,0.1367228776216507,,0.19728654623031616,0.19368700683116913,,
faceframe_second4_frame141_5,0,-18.38128,7.949565,4,141,0.11687245965003967,0.33967453241348267,0.14618128538131714,,0.12469863891601562,,0.08873169869184494,
faceframe_second4_frame149_0,2,10.478669,-2.766061,4,149,0.3369982838630676,0.11642710119485855,0.20319193601608276,0.09188717603683472,0.08591968566179276,,,
faceframe_second4_frame149_1,1,21.326199,14.413416,4,149,0.1137639656662941,0.1285254955291748,0.26404911279678345,0.22190847992897034,,0.07546263933181763,,
faceframe_second4_frame149_2,3,7.2127852,4.892889,4,149,0.23379522562026978,0.12062688916921616,0.18767370283603668,,0.137029230594635,,,0.08869384974241257
faceframe_second4_frame149_3,4,-2.973187,10.617943,4,149,0.15925823152065277,0.13268685340881348,0.22477231919765472,0.1495642364025116,,,0.09296246618032455,
faceframe_second4_frame149_4,-1,-7.1744184,-18.038944,4,149,0.1573217511177063,0.11768534779548645,0.1367228776216507,,0.19728654623031616,0.19368700683116913,,
faceframe_second4_frame149_5,0,-18.451105,7.882115,4,149,0.11687245965003967,0.33967453241348267,0.14618128538131714,,0.12469863891601562,,0.08873169869184494,
faceframe_second50_frame1507_0,3,5.016815,3.2654848,50,1507,0.16513708233833313,0.20200471580028534,0.15988053381443024,,0.14341695606708527,,,0.11746321618556976
faceframe_second50_frame1514_0,3,4.9524493,3.2334166,50,1514,0.1620595008134842,0.17236390709877014,0.19144278764724731,,0.12672123312950134,,,0.11284971982240677
faceframe_second50_frame1521_0,3,5.0017796,3.2683227,50,1521,0.15303729474544525,0.16738152503967285,0.17938952147960663,,0.14558450877666473,,,0.12738724052906036
faceframe_second50_frame1529_0,3,4.9489455,3.252245,50,1529,0.1744006723165512,0.1602231115102768,0.17623089253902435,,0.1499830037355423,,,0.10397998243570328
faceframe_second51_frame1537_0,3,4.966803,3.224176,51,1537,0.13619351387023926,0.16964370012283325,0.21432551741600037,,0.1259147971868515,,,0.11203143745660782
faceframe_second51_frame1544_0,3,5.1719146,3.5984507,51,1544,0.14503201842308044,0.15941524505615234,0.2141161412000656,,0.11971794068813324,,,0.12219467759132385
faceframe_second52_frame1589_0,3,5.2245517,3.7163246,52,1589,0.16169698536396027,0.11270710080862045,0.23669859766960144,,0.12771421670913696,,,0.10393207520246506
faceframe_second13_frame404_0,4,-2.6673777,11.195936,13,404,0.16443252563476562,0.12897056341171265,0.18222546577453613,0.15684771537780762,,,0.10372485220432281,
faceframe_second13_frame404_1,1,22.98397,13.019926,13,404,,0.055691588670015335,0.06881240010261536,0.6184037327766418,,,0.05477825552225113,0.05886584520339966
faceframe_second13_frame404_2,2,13.259337,-0.015006707,13,404,0.26540860533714294,0.1270255744457245,0.1988881230354309,0.10097444802522659,0.09510021656751633,,,
faceframe_second13_frame404_3,3,7.1011353,4.682238,13,404,0.19165031611919403,0.10919477790594101,0.12172876298427582,,0.22980503737926483,0.09281030297279358,,
faceframe_second13_frame404_4,-1,2.504663,-15.070974,13,404,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second13_frame404_5,5,-9.003345,1.8933226,13,404,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second13_frame411_0,4,-2.659063,11.149928,13,411,0.16904674470424652,0.12913288176059723,0.186289981007576,0.16331055760383606,,,,0.09830817580223083
faceframe_second13_frame411_1,1,22.999262,12.913341,13,411,,0.060867033898830414,0.07915158569812775,0.585200309753418,,,0.058333102613687515,0.06139460206031799
faceframe_second13_frame411_2,2,12.983178,-0.20828481,13,411,0.15001966059207916,0.12401790171861649,0.26727914810180664,0.11631118506193161,,,0.09608092159032822,
faceframe_second13_frame411_3,3,7.0019956,4.597472,13,411,0.17390242218971252,0.12931838631629944,0.176869198679924,,0.1764151155948639,,,0.10541074723005295
faceframe_second13_frame411_4,-1,2.617472,-14.947385,13,411,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second13_frame411_5,5,-8.967653,1.8567101,13,411,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second13_frame419_0,4,-2.9944525,11.205819,13,419,0.16972105205059052,0.12658263742923737,0.1851273626089096,0.15885420143604279,,,,0.09813210368156433
faceframe_second13_frame419_1,2,13.255654,-0.74425703,13,419,0.2005728930234909,0.13917236030101776,0.19935342669487,0.10449434816837311,0.09889334440231323,,,
faceframe_second13_frame419_2,1,23.027126,12.881746,13,419,0.05346951261162758,0.05843751132488251,0.07751176506280899,0.5987353324890137,,,,0.059404391795396805
faceframe_second13_frame419_3,-1,2.6878402,-14.957103,13,419,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second13_frame419_4,5,-9.045632,1.9370583,13,419,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second13_frame419_5,3,6.919336,4.4690366,13,419,0.15685558319091797,0.11774108558893204,0.14340388774871826,,0.2044830322265625,,0.10607887804508209,
faceframe_second14_frame427_0,4,-3.183009,11.069623,14,427,0.18127766251564026,0.131687730550766,0.18255111575126648,0.1441671997308731,0.10128344595432281,,,
faceframe_second14_frame427_1,2,13.30879,-0.86443776,14,427,0.1817665845155716,0.12918300926685333,0.23281198740005493,0.09839314222335815,0.09895370900630951,,,
faceframe_second14_frame427_2,1,23.400309,13.133852,14,427,0.06332629919052124,0.06542446464300156,0.08096932619810104,0.5636332631111145,,,,0.06365285068750381
faceframe_second14_frame427_3,3,6.882552,4.5164456,14,427,0.154908686876297,0.11065734177827835,0.15138600766658783,,0.17458076775074005,,0.11102880537509918,
faceframe_second14_frame427_4,-1,2.537922,-15.039436,14,427,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second14_frame427_5,5,-9.032823,1.9193046,14,427,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second14_frame434_0,2,13.335214,-0.8327859,14,434,0.1871633231639862,0.13239698112010956,0.21267792582511902,0.12164328247308731,0.09331643581390381,,,
faceframe_second14_frame434_1,4,-3.3393893,11.07581,14,434,0.18903884291648865,0.13696354627609253,0.1823291778564453,0.13712427020072937,0.10242990404367447,,,
faceframe_second14_frame434_2,1,23.619247,13.18887,14,434,0.07485435158014297,,0.12717129290103912,0.43968790769577026,,0.07685494422912598,,0.08392810076475143
faceframe_second14_frame434_3,3,6.8732386,4.513956,14,434,0.15506817400455475,,0.1402592808008194,,0.17501068115234375,,0.1117711141705513,0.11318591982126236
faceframe_second14_frame434_4,-1,2.5756829,-14.971936,14,434,0.13682618737220764,0.14533847570419312,0.15021930634975433,,0.21065835654735565,0.1477353572845459,,
faceframe_second14_frame434_5,5,-8.950549,1.8554721,14,434,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second14_frame441_0,2,13.360439,-0.5871267,14,441,0.181594118475914,0.1008351594209671,0.34130164980888367,0.10503720492124557,0.07519479840993881,,,
faceframe_second14_frame441_1,4,-3.4287655,11.02122,14,441,0.1881270706653595,0.13434287905693054,0.17681048810482025,0.13898427784442902,0.10424062609672546,,,
faceframe_second14_frame441_2,1,23.587046,13.150213,14,441,0.10271290689706802,0.0905289426445961,0.13563624024391174,0.3515283465385437,,,0.08524217456579208,
faceframe_second14_frame441_3,3,6.9359617,4.5443583,14,441,0.15293172001838684,0.11363692581653595,0.15888626873493195,,0.14914479851722717,,,0.11478083580732346
faceframe_second14_frame441_4,-1,2.4244351,-14.968704,14,441,0.13689345121383667,0.14534033834934235,0.15009719133377075,,0.2109963744878769,0.14748047292232513,,
faceframe_second14_frame441_5,5,-9.010533,1.9039775,14,441,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second14_frame449_0,2,13.268265,-0.4075447,14,449,0.199285089969635,0.13093975186347961,0.22441254556179047,0.11654506623744965,0.08924218267202377,,,
faceframe_second14_frame449_1,1,23.884705,13.318362,14,449,,0.0735858902335167,0.14728467166423798,0.37973853945732117,,0.09399255365133286,0.10463171452283859,
faceframe_second14_frame449_2,4,-3.3912346,11.02326,14,449,0.18622420728206635,0.1341206431388855,0.1799885332584381,0.13827504217624664,0.10314338654279709,,,
faceframe_second14_frame449_3,-1,2.4112313,-15.119714,14,449,0.13689345121383667,0.14534033834934235,0.15009719133377075,,0.2109963744878769,0.14748047292232513,,
faceframe_second14_frame449_4,3,6.854742,4.5437975,14,449,0.1572728455066681,0.12025003880262375,0.15229828655719757,0.12349524348974228,0.13404162228107452,,,
faceframe_second14_frame449_5,5,-8.999171,1.8956617,14,449,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second15_frame457_0,2,13.194066,-0.50993484,15,457,0.28682538866996765,0.10081332176923752,0.192151740193367,0.09214882552623749,0.1054375171661377,,,
faceframe_second15_frame457_1,4,-3.3866858,11.02916,15,457,0.18648535013198853,0.1350155770778656,0.17975060641765594,0.1371435672044754,0.10353081673383713,,,
faceframe_second15_frame457_2,1,23.768728,13.255017,15,457,0.09327168762683868,,0.18096518516540527,0.22598092257976532,,0.10588403791189194,0.14389485120773315,
faceframe_second15_frame457_3,3,6.9561734,4.5969806,15,457,0.15764427185058594,0.11088407784700394,0.16797783970832825,,0.15273785591125488,,,0.11281439661979675
faceframe_second15_frame457_4,-1,2.457471,-15.043953,15,457,0.13689345121383667,0.14534033834934235,0.15009719133377075,,0.2109963744878769,0.14748047292232513,,
faceframe_second15_frame457_5,5,-8.966715,1.8554792,15,457,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
faceframe_second15_frame464_0,4,-3.419542,10.975939,15,464,0.18648535013198853,0.1350155770778656,0.17975060641765594,0.1371435672044754,0.10353081673383713,,,
faceframe_second15_frame464_1,2,13.166648,-0.4742538,15,464,0.28527379035949707,0.11060331016778946,0.16995924711227417,0.0995350256562233,0.102927066385746,,,
faceframe_second15_frame464_2,1,23.696358,13.294617,15,464,0.09728112071752548,,0.18736949563026428,0.19079025089740753,,0.10657965391874313,0.15269790589809418,
faceframe_second15_frame464_3,3,6.8263702,4.622358,15,464,0.15996721386909485,0.11441069096326828,0.16645364463329315,,0.15369901061058044,,,0.11039081960916519
faceframe_second15_frame464_4,-1,2.4213567,-15.003168,15,464,0.13689345121383667,0.14534033834934235,0.15009719133377075,,0.2109963744878769,0.14748047292232513,,
faceframe_second15_frame464_5,5,-9.039447,1.8727562,15,464,0.10121408849954605,0.35354360938072205,0.0991271585226059,,0.1542196124792099,,0.09761957079172134,
