name,cluster,x,y,second,frame,disgust,anger,neutral,sadness,surprise,contempt,happy,fear
faceframe_second22_frame666_1,6,-2.2111049,11.423843,22,666,0.21808844804763794,0.23030337691307068,0.11342687904834747,,,0.12754696607589722,0.09975428879261017,
faceframe_second22_frame666_2,-1,12.637778,-12.460217,22,666,0.11992967128753662,0.16522109508514404,0.22762268781661987,0.12104188650846481,,,,0.09815789759159088
faceframe_second23_frame673_0,6,-2.163423,11.381105,23,673,0.22240833938121796,0.21537208557128906,0.13274534046649933,,,0.10208671540021896,0.1188608705997467,
faceframe_second23_frame673_1,4,15.634971,18.105877,23,673,0.2035587877035141,0.18693919479846954,0.17932097613811493,0.11219260841608047,,0.09420052170753479,,
faceframe_second23_frame673_2,-1,12.638907,-12.456881,23,673,0.11999030411243439,0.16527041792869568,0.23407472670078278,0.11661618947982788,,,,0.09650267660617828
faceframe_second23_frame680_0,1,1.393148,-3.1769888,23,680,0.15209001302719116,,0.13321976363658905,,0.2625770568847656,,0.08225037902593613,0.148434579372406
faceframe_second23_frame680_1,4,15.639634,18.095549,23,680,0.20352423191070557,0.18719236552715302,0.17940984666347504,0.11212436109781265,,0.09435208141803741,,
faceframe_second23_frame680_2,-1,12.636302,-12.459013,23,680,0.11859658360481262,0.1668747514486313,0.23549216985702515,0.1169726550579071,,,,0.09524020552635193
faceframe_second23_frame688_0,4,15.702727,18.082312,23,688,0.2079668492078781,0.18420059978961945,0.17490321397781372,0.11329105496406555,,0.09501036256551743,,
faceframe_second23_frame688_1,1,1.3383919,-3.3845499,23,688,0.16519398987293243,,0.14610247313976288,0.10825696587562561,0.2114725410938263,,,0.12204616516828537
faceframe_second23_frame688_2,-1,12.634949,-12.460025,23,688,0.11637000739574432,0.16357596218585968,0.2415505200624466,0.11798124760389328,0.09406167268753052,,,
faceframe_second23_frame695_0,4,15.657536,18.068516,23,695,0.2079668492078781,0.18420059978961945,0.17490321397781372,0.11329105496406555,,0.09501036256551743,,
faceframe_second23_frame695_1,1,0.98487467,-3.9335427,23,695,0.29804089665412903,0.09609021246433258,,,0.14230984449386597,,0.09845846146345139,0.12891310453414917
faceframe_second23_frame695_2,-1,12.615002,-12.480671,23,695,0.1089719608426094,0.16959592700004578,0.2594551146030426,0.11718191206455231,,,0.0891139954328537,
faceframe_second24_frame709_0,1,0.7009661,-3.3253198,24,709,0.2639056444168091,0.13176459074020386,0.14412623643875122,,0.10146421939134598,,,0.14398232102394104
faceframe_second24_frame709_1,4,15.647019,18.045977,24,709,0.20911845564842224,0.18540170788764954,0.1710004359483719,0.11378034204244614,,0.09543228149414062,,
faceframe_second24_frame709_2,-1,12.64322,-12.459451,24,709,0.10722801089286804,0.16528178751468658,0.27730363607406616,0.1132126972079277,,,0.08693619072437286,
faceframe_second24_frame717_0,1,0.6805111,-3.400131,24,717,0.2230178564786911,0.0938759446144104,0.11366713792085648,,,,0.16811765730381012,0.17151892185211182
faceframe_second24_frame717_1,4,15.641112,17.99906,24,717,0.21223407983779907,0.18800441920757294,0.16828854382038116,0.11318319290876389,,0.09468039125204086,,
faceframe_second24_frame717_2,-1,12.943744,-12.18828,24,717,0.10359885543584824,0.1751726120710373,0.2819597125053406,0.11115202307701111,,,0.08552184700965881,
faceframe_second24_frame724_0,1,0.5871956,-3.302778,24,724,0.2575487792491913,0.09704484045505524,0.11518622189760208,,,,0.15491990745067596,0.15270984172821045
faceframe_second24_frame724_1,4,15.596433,18.024382,24,724,0.2109338492155075,0.18935535848140717,0.1690865010023117,0.11295808106660843,,0.09453310817480087,,
faceframe_second24_frame724_2,-1,12.960852,-12.155468,24,724,0.10359885543584824,0.1751726120710373,0.2819597125053406,0.11115202307701111,,,0.08552184700965881,
faceframe_second25_frame731_0,1,0.49249518,-3.167243,25,731,0.2382301539182663,0.10141310840845108,0.12168604880571365,,0.10780075937509537,,,0.19957587122917175
faceframe_second25_frame731_1,4,15.623694,18.026758,25,731,0.20948292315006256,0.18972554802894592,0.1696479618549347,0.11277785152196884,,0.09470707178115845,,
faceframe_second25_frame731_2,-1,12.826994,-12.282136,25,731,0.09965848177671432,0.17004458606243134,0.2905674874782562,0.11460217088460922,,0.08712553232908249,,
faceframe_second25_frame738_0,1,0.59205616,-3.203753,25,738,0.2593425214290619,,0.11910048872232437,,0.12059513479471207,,0.11722744256258011,0.13504314422607422
faceframe_second25_frame738_1,4,15.628339,18.030243,25,738,0.20948292315006256,0.18972554802894592,0.1696479618549347,0.11277785152196884,,0.09470707178115845,,
faceframe_second25_frame738_2,-1,12.833796,-12.283322,25,738,0.09943710267543793,0.170080304145813,0.29100099205970764,0.11452163010835648,,0.08710094541311264,,
faceframe_second25_frame746_0,1,0.6398471,-3.1626778,25,746,0.22223258018493652,0.10979272425174713,0.12718920409679413,,0.18513308465480804,,,0.12353389710187912
faceframe_second25_frame746_1,4,15.672665,18.09133,25,746,0.21096712350845337,0.1926562488079071,0.16545286774635315,0.11424070596694946,,0.09437184035778046,,
faceframe_second25_frame746_2,-1,12.813003,-12.306414,25,746,0.09943710267543793,0.170080304145813,0.29100099205970764,0.11452163010835648,,0.08710094541311264,,
faceframe_second25_frame753_0,1,0.6415571,-3.1524572,25,753,0.23864158987998962,0.13350236415863037,0.10696763545274734,,0.17020535469055176,,,0.12885382771492004
faceframe_second25_frame753_1,4,15.362069,17.704325,25,753,0.2069244533777237,0.19154025614261627,0.167484849691391,0.11388877779245377,,0.0950256958603859,,
faceframe_second25_frame753_2,-1,12.821089,-12.296431,25,753,0.10841991007328033,0.16017580032348633,0.25917163491249084,0.11596142500638962,,0.09311074763536453,,
faceframe_second26_frame760_0,4,16.485891,16.32477,26,760,0.20968422293663025,0.19298306107521057,0.16099898517131805,0.12032455205917358,,0.0907202735543251,,
faceframe_second26_frame760_1,1,0.985,-3.524891,26,760,0.2463739663362503,0.09850650280714035,,,0.1703205406665802,,0.12049580365419388,0.13069507479667664
faceframe_second26_frame760_2,-1,12.8302145,-12.32609,26,760,0.10835732519626617,0.1600448042154312,0.25892892479896545,0.11599762737751007,,0.09314030408859253,,
faceframe_second26_frame767_0,4,16.495392,16.292006,26,767,0.20968422293663025,0.19298306107521057,0.16099898517131805,0.12032455205917358,,0.0907202735543251,,
faceframe_second26_frame767_1,-1,12.847564,-12.278774,26,767,0.10853949934244156,0.16233211755752563,0.24832919239997864,0.11863860487937927,0.094536192715168,,,
faceframe_second26_frame767_2,1,0.9649821,-3.6841316,26,767,0.27729275822639465,,,0.10150814801454544,0.15076205134391785,,0.0871230736374855,0.18145751953125
faceframe_second26_frame775_0,4,16.478493,16.421293,26,775,0.2549566328525543,0.14429086446762085,0.15169669687747955,0.13286949694156647,,0.08693244308233261,,
faceframe_second26_frame775_1,-1,12.844599,-12.276344,26,775,0.11371416598558426,0.16404344141483307,0.2303977757692337,0.12335169315338135,,0.09907948970794678,,
faceframe_second26_frame775_2,1,0.9423336,-3.6726127,26,775,0.23720377683639526,0.12374849617481232,,0.1506543904542923,0.16627006232738495,,,0.12337751686573029
faceframe_second26_frame782_0,1,0.6458415,-3.1484559,26,782,0.21884657442569733,0.11228925734758377,0.11950796097517014,,0.1407308429479599,,,0.16367889940738678
faceframe_second26_frame782_1,4,16.493523,16.317348,26,782,0.2335188239812851,0.14768050611019135,0.19713498651981354,0.12124611437320709,,0.08831962943077087,,
faceframe_second26_frame782_2,-1,12.986414,-12.164754,26,782,0.11121668666601181,0.16723275184631348,0.24229265749454498,0.12156960368156433,,0.09732622653245926,,
faceframe_second27_frame789_0,1,0.57657385,-3.1647584,27,789,0.2244652360677719,0.10080032050609589,0.12240564078092575,,0.1417093276977539,,,0.18715593218803406
faceframe_second27_frame789_1,4,16.474667,16.339802,27,789,0.2335188239812851,0.14768050611019135,0.19713498651981354,0.12124611437320709,,0.08831962943077087,,
faceframe_second27_frame789_2,-1,13.276743,-12.130105,27,789,0.10672633349895477,0.14872348308563232,0.2887001037597656,0.1235397458076477,,,,0.08644689619541168
faceframe_second27_frame796_0,1,0.5862761,-3.0886345,27,796,0.2279728204011917,0.0997074693441391,0.10879040509462357,,0.1410924196243286,,,0.19666068255901337
faceframe_second27_frame796_1,4,16.486277,16.327822,27,796,0.2335188239812851,0.14768050611019135,0.19713498651981354,0.12124611437320709,,0.08831962943077087,,
faceframe_second27_frame796_2,-1,13.344022,-12.078359,27,796,0.10565026849508286,0.14331713318824768,0.29300084710121155,0.12414417415857315,,,,0.08588609099388123
faceframe_second27_frame804_0,1,0.7018046,-3.1043081,27,804,0.21849901974201202,,0.11028388142585754,,0.15426506102085114,,0.09579161554574966,0.17455798387527466
faceframe_second27_frame804_1,4,16.454586,16.364618,27,804,0.22774766385555267,0.1588418334722519,0.1960785686969757,0.11989476531744003,,0.0864376425743103,,
faceframe_second27_frame804_2,-1,13.351319,-12.074782,27,804,0.10565026849508286,0.14331713318824768,0.29300084710121155,0.12414417415857315,,,,0.08588609099388123
faceframe_second27_frame811_0,1,0.74075884,-3.0690856,27,811,0.19025394320487976,0.10166154056787491,0.1208256408572197,,0.11885558068752289,,,0.23448127508163452
faceframe_second27_frame811_1,4,16.443548,16.376343,27,811,0.22774766385555267,0.1588418334722519,0.1960785686969757,0.11989476531744003,,0.0864376425743103,,
faceframe_second27_frame811_2,-1,13.394873,-12.044115,27,811,0.10240255296230316,0.139241024851799,0.318023681640625,0.117127425968647,,0.08300475776195526,,
faceframe_second28_frame825_0,1,0.6751321,-3.1347704,28,825,0.1455782949924469,,0.09365794062614441,0.0856950655579567,0.32494330406188965,,,0.1490214467048645
faceframe_second28_frame825_1,4,16.4951,16.328379,28,825,0.22666561603546143,0.15731412172317505,0.2008901834487915,0.11945228278636932,,0.08588510006666183,,
faceframe_second28_frame825_2,-1,13.402731,-12.039875,28,825,0.10240255296230316,0.139241024851799,0.318023681640625,0.117127425968647,,0.08300475776195526,,
faceframe_second28_frame833_0,1,0.7475137,-3.0498538,28,833,0.14199525117874146,,0.08885718137025833,0.0861177071928978,0.3173302114009857,,,0.17356450855731964
faceframe_second28_frame833_1,4,16.436527,16.381914,28,833,0.22836101055145264,0.1480655074119568,0.21222242712974548,0.1165136992931366,,0.08466465026140213,,
faceframe_second28_frame833_2,-1,13.376606,-12.058757,28,833,0.10197126865386963,0.14070965349674225,0.30909937620162964,0.12056604027748108,,0.08628160506486893,,
faceframe_second28_frame840_0,1,0.68925065,-3.1095874,28,840,0.14358440041542053,,0.08732978254556656,0.08673792332410812,0.3312762379646301,,,0.15706615149974823
faceframe_second28_frame840_1,4,16.415768,16.403286,28,840,0.23574095964431763,0.1446274071931839,0.2122483253479004,0.11253385245800018,,0.08493015170097351,,
faceframe_second28_frame840_2,-1,13.333954,-12.101444,28,840,0.10197126865386963,0.14070965349674225,0.30909937620162964,0.12056604027748108,,0.08628160506486893,,
faceframe_second29_frame847_0,1,1.2315363,-3.1451414,29,847,0.07465837150812149,,0.07616748660802841,0.10120274871587753,0.5299255847930908,0.0664236769080162,,
faceframe_second29_frame847_1,-1,-17.99195,2.706219,29,847,0.11966141313314438,0.159940704703331,0.31099173426628113,0.15406423807144165,0.06984282284975052,,,
faceframe_second29_frame847_2,-1,3.6101124,-21.385332,29,847,0.1250503808259964,0.2186046689748764,0.20759263634681702,0.14109939336776733,,0.09502033144235611,,
faceframe_second29_frame854_0,1,1.3002725,-3.1977224,29,854,0.08423253148794174,,0.1006506159901619,0.19120478630065918,0.2764659523963928,,,0.15550141036510468
faceframe_second29_frame854_1,-1,-17.968225,2.6823943,29,854,0.11535260826349258,0.1717984974384308,0.2939551770687103,0.16201160848140717,,0.07146471738815308,,
faceframe_second29_frame854_2,-1,3.6042683,-21.391184,29,854,0.1250503808259964,0.2186046689748764,0.20759263634681702,0.14109939336776733,,0.09502033144235611,,
faceframe_second29_frame862_0,1,1.2184114,-3.111698,29,862,0.06653069704771042,,0.06298792362213135,0.08243374526500702,0.5884041786193848,,,0.06219349056482315
faceframe_second29_frame862_1,-1,-17.944788,2.6590075,29,862,0.11535260826349258,0.1717984974384308,0.2939551770687103,0.16201160848140717,,0.07146471738815308,,
faceframe_second29_frame862_2,-1,3.5724127,-21.42307,29,862,0.1250503808259964,0.2186046689748764,0.20759263634681702,0.14109939336776733,,0.09502033144235611,,
faceframe_second29_frame869_0,1,1.3120764,-3.1604884,29,869,0.11858270317316055,,0.10411177575588226,0.13195446133613586,0.3148646056652069,,,0.13217498362064362
faceframe_second29_frame869_1,-1,-17.939707,2.653885,29,869,0.11535260826349258,0.1717984974384308,0.2939551770687103,0.16201160848140717,,0.07146471738815308,,
faceframe_second29_frame869_2,-1,3.594679,-21.40079,29,869,0.1250503808259964,0.2186046689748764,0.20759263634681702,0.14109939336776733,,0.09502033144235611,,
faceframe_second2_frame64_0,6,6.0562744,17.790352,2,64,0.21567587554454803,0.12817074358463287,0.11846345663070679,0.18158158659934998,,0.11176859587430954,,
faceframe_second2_frame71_0,6,6.086952,17.767424,2,71,0.19106929004192352,0.1431567668914795,0.12176547944545746,0.1772783249616623,,0.12207299470901489,,
faceframe_second2_frame79_0,6,6.0892863,17.757166,2,79,0.20785020291805267,0.12219715118408203,0.1220100149512291,0.16955476999282837,,0.12792915105819702,,
faceframe_second2_frame86_0,6,6.140668,17.703598,2,86,0.18850377202033997,0.15029117465019226,0.12701262533664703,0.16795487701892853,,0.11558395624160767,,
faceframe_second30_frame876_0,1,1.3399537,-3.1469574,30,876,0.11533483862876892,,0.12444330006837845,0.13099463284015656,0.307255357503891,,,0.12424439191818237
faceframe_second30_frame876_1,-1,-17.922894,2.6370406,30,876,0.11535260826349258,0.1717984974384308,0.2939551770687103,0.16201160848140717,,0.07146471738815308,,
faceframe_second30_frame876_2,-1,3.5467858,-21.448708,30,876,0.1250503808259964,0.2186046689748764,0.20759263634681702,0.14109939336776733,,0.09502033144235611,,
faceframe_second30_frame883_0,1,1.36686,-3.1840115,30,883,0.11420705914497375,,0.1350833624601364,0.14003486931324005,0.2558721601963043,,,0.1286672055721283
faceframe_second30_frame883_1,-1,-17.941917,2.6561399,30,883,0.11535260826349258,0.1717984974384308,0.2939551770687103,0.16201160848140717,,0.07146471738815308,,
faceframe_second30_frame883_2,-1,3.5951564,-21.400331,30,883,0.1250503808259964,0.2186046689748764,0.20759263634681702,0.14109939336776733,,0.09502033144235611,,
faceframe_second30_frame891_0,1,1.3519509,-3.1751125,30,891,0.12297844141721725,,0.10209687799215317,,0.3392082452774048,,0.08706699311733246,0.12002691626548767
faceframe_second30_frame891_1,-1,-17.952034,2.6662846,30,891,0.116914302110672,0.17210327088832855,0.28944140672683716,0.16591693460941315,0.07117993384599686,,,
faceframe_second30_frame891_2,-1,3.581786,-21.413704,30,891,0.1283315122127533,0.21609380841255188,0.2088601142168045,0.13448572158813477,,0.0962664932012558,,
faceframe_second30_frame898_0,1,1.3321512,-3.1136584,30,898,0.12321137636899948,,0.12740647792816162,,0.29697385430336,,0.09250599890947342,0.14306260645389557
faceframe_second30_frame898_1,-1,-17.926567,2.6406882,30,898,0.116914302110672,0.17210327088832855,0.28944140672683716,0.16591693460941315,0.07117993384599686,,,
faceframe_second30_frame898_2,-1,3.604438,-21.391054,30,898,0.1283315122127533,0.21609380841255188,0.2088601142168045,0.13448572158813477,,0.0962664932012558,,
faceframe_second31_frame912_0,1,1.2158111,-3.2170157,31,912,0.14306354522705078,,0.1401674598455429,,0.15283942222595215,,0.11776766926050186,0.22637052834033966
faceframe_second31_frame912_1,-1,-18.109852,2.8251479,31,912,0.1504744440317154,0.09763409197330475,0.2863806486129761,0.16212891042232513,0.08879144489765167,,,
faceframe_second31_frame912_2,-1,3.6295094,-21.365978,31,912,0.12925684452056885,0.21844099462032318,0.20860569179058075,0.13199986517429352,,0.09520305693149567,,
faceframe_second31_frame920_0,1,1.1570321,-3.2207384,31,920,0.13540320098400116,,0.13559307157993317,,0.2026764154434204,,0.12204562872648239,0.201409712433815
faceframe_second31_frame920_1,-1,-18.129343,2.8447444,31,920,0.152647003531456,0.10796891897916794,0.29657870531082153,0.15603236854076385,0.08367536216974258,,,
faceframe_second31_frame920_2,-1,3.6287441,-21.36675,31,920,0.12925684452056885,0.21844099462032318,0.20860569179058075,0.13199986517429352,,0.09520305693149567,,
faceframe_second31_frame927_0,1,1.117054,-3.27427,31,927,0.14689655601978302,,0.10065076500177383,,0.2775111794471741,,0.12157979607582092,0.1610649675130844
faceframe_second31_frame927_1,-1,-18.128565,2.8439379,31,927,0.152647003531456,0.10796891897916794,0.29657870531082153,0.15603236854076385,0.08367536216974258,,,
