,0,1,2,3,4,5,6,7,8
faceframe_second101_frame2935_2,0.014281582175230945,0.028714324391663302,0.024569320145830305,0.03436775282384319,0.016873120825584915,0.0190943206696917,0.025134876514515844,0.03808819468734949,0.04448018775495471
faceframe_second101_frame2935_3,0.0016053078040442338,0.0024326715455634815,0.002632083096071287,0.0029877207736936284,0.002146731918414614,0.002257483158693068,0.0032134381647994136,0.9416141158136417,0.012081322512878937
faceframe_second101_frame2942_0,2.81030354500429e-309,2.458277993458803e-309,2.44613454549035e-309,2.85553129210724e-309,6.39253801236562e-309,1.0,2.8526039566359e-309,1.965672010523317e-309,2.347977588219675e-309
faceframe_second101_frame2950_0,2.79258644967273e-309,2.457492889339564e-309,2.44537174646596e-309,2.84391684860888e-309,6.39279266642073e-309,1.0,2.863625814183217e-309,1.964454335013357e-309,2.348221642075385e-309
faceframe_second101_frame2957_0,2.809126990558304e-309,2.464426748708916e-309,2.465095644712117e-309,2.86737715745816e-309,6.602916577225776e-309,1.0,2.839452451704113e-309,1.971790949118934e-309,2.351586777718005e-309
faceframe_second102_frame2964_0,2.803166284198424e-309,2.46540396475587e-309,2.454959148658256e-309,2.863568624115083e-309,6.413960608346177e-309,1.0,2.859380654891065e-309,1.97036884077858e-309,2.354548602859036e-309
faceframe_second102_frame2971_0,0.01198556193662503,0.01054374594871872,0.01063045204600583,0.01223306851605085,0.02986302290735535,0.6290839034152671,0.012062311620251433,0.008440822556340906,0.010038289970932193
faceframe_second102_frame2979_0,0.013727832067053481,0.012061893821798552,0.012154318791669944,0.013916814064714103,0.03447433099754916,0.5778492264085715,0.013794557961016397,0.009626159896892921,0.01144089329358105
faceframe_second4_frame129_0,1.479060110928884e-309,2.12590648218731e-309,2.15136452397092e-309,2.185984512195093e-309,2.24079182949331e-309,2.852349145704247e-309,1.0,2.707611290654296e-309,3.89770125873275e-309
faceframe_second4_frame137_0,1.479633411883226e-309,2.1262858942953e-309,2.150291757744903e-309,2.184872464874576e-309,2.24199127177455e-309,2.85521470285227e-309,1.0,2.702350317532103e-309,3.887443106556914e-309
faceframe_second4_frame144_0,1.476737727149217e-309,2.121307251317364e-309,2.148628392986237e-309,2.18294337983216e-309,2.235158993540447e-309,2.84343986952435e-309,1.0,2.707917403277785e-309,3.897294803522656e-309
faceframe_second50_frame1456_0,0.015902836051123487,0.014665528555920404,0.013788854645274923,0.014634059975534875,0.030956137372264745,0.050823222173960216,0.015060675213210823,0.010015444944160679,0.011772948460353629
faceframe_second50_frame1463_0,0.015592917552657235,0.014500581667001456,0.013600458292748103,0.014413910483801277,0.03056358972576354,0.049407169228700545,0.014727115976701436,0.00983045851452985,0.011552659105940253
faceframe_second50_frame1471_0,0.01568434358322662,0.014548657283573452,0.013655649583885576,0.014478593642745653,0.03068002510344377,0.04983165229293061,0.014825493861129767,0.009884908101894086,0.01161753583531304
faceframe_second50_frame1478_0,0.01569133168050851,0.014552224265882293,0.013659831963595988,0.014483595511058293,0.03068933544586892,0.04986756713594457,0.0148331071151246,0.009889114325536184,0.011622566634309672
faceframe_second51_frame1485_0,0.015565354650160053,0.014484867973002413,0.013582993733624196,0.014393807988606722,0.030526897452091195,0.04928548594153409,0.014697840257902104,0.009813961337912718,0.011533044004529513
faceframe_second51_frame1492_0,0.015659783227914365,0.014537767142957753,0.013642245025761637,0.014462545508321838,0.03065380417378825,0.049717667010805836,0.01479849759905937,0.009870560359523488,0.011600424249560152
faceframe_second140_frame4066_0,1.533734920154965e-309,2.40763438486549e-309,2.43830641176783e-309,2.93834470644899e-309,2.09005778366855e-309,2.363880044676946e-309,3.79303160798227e-309,8.912194925102315e-309,1.0
faceframe_second140_frame4066_1,0.0264672693005916,0.023743950681643936,0.024058772761760012,0.027699087520377197,0.0526191884774299,0.18325634055143564,0.03485008244349745,0.02140353259131877,0.02611057756338384
faceframe_second140_frame4066_2,0.023214227543909602,0.03645567022373954,0.05234674454356445,0.2438418001579368,0.028907216385465083,0.03325578635599643,0.026442032556277792,0.030807368676906484,0.035127656372520244
faceframe_second140_frame4073_0,0.026254419570212996,0.023556308721594622,0.02391200225419945,0.027511005616423174,0.05240964529185267,0.1793236074406754,0.0346133978723532,0.021286689802617803,0.02596266160211148
faceframe_second140_frame4073_1,0.02388221365832487,0.03763829892748992,0.05533209222392805,0.23317323459319816,0.02995680950917312,0.03437312971914611,0.027465258683479595,0.03207745445202503,0.036500011049551466
faceframe_second140_frame4081_0,0.025937815781474957,0.02333687929148204,0.0237032023970512,0.02727768213406732,0.0520805350737025,0.17931816849976034,0.034175746659395004,0.021066199821444847,0.02569803394954104
faceframe_second140_frame4081_1,0.022461206238300935,0.03582916602352606,0.05442047927253342,0.20333033713260687,0.028579621943877528,0.032570684091492386,0.026036626024546986,0.030564985305913814,0.0346490802539471
faceframe_second140_frame4088_0,0.02550836315983334,0.0230393694794683,0.023417561908302444,0.026948948145343703,0.051633264858168285,0.17826266319007888,0.03361417488492597,0.020774661702297793,0.025348357962536677
faceframe_second140_frame4088_1,0.021245818838749334,0.03406795551943026,0.052445967884280395,0.1840315975899458,0.02720769724068121,0.030925216946669123,0.02475272263780174,0.029137052053861228,0.03299094308666952
faceframe_second141_frame4095_0,0.025468156944810083,0.023018119284314794,0.02340075591166559,0.026931770360035856,0.051796117587983324,0.18028781387646545,0.0334609935578505,0.020730489889847777,0.025289036303390078
faceframe_second141_frame4095_1,0.022415854245010556,0.03566430149621703,0.05409132662020384,0.20124917555812272,0.028518510621422948,0.032522174966286135,0.026044097560675633,0.030615742565917543,0.03472509961162325
faceframe_second141_frame4102_0,0.025213579863655966,0.022854830589691438,0.023230944897695945,0.026737767473651988,0.0515384535554465,0.18080947016648258,0.03311136032094764,0.020544292812733542,0.02506708918046744
faceframe_second141_frame4102_1,0.02318196087980477,0.03679594933466433,0.055362672072255495,0.21405489807849162,0.029366664835012667,0.03354290897275193,0.026841104557547017,0.031484243908517784,0.035732387436463404
faceframe_second141_frame4110_0,0.025014663861042227,0.022689537354379907,0.023083533462305773,0.026561675774681427,0.051204553588754205,0.17713334583721269,0.03291949746699021,0.02042914993215109,0.02492861570758936
faceframe_second141_frame4110_1,0.022775233361879036,0.036210723507788124,0.0547582733867002,0.20736366776302206,0.028888180432869337,0.03296543530340193,0.026369302035556468,0.030924627287947256,0.035069377568081386
faceframe_second102_frame2986_0,0.014296431330994445,0.012547110853227666,0.012636175086326239,0.014458040979984998,0.03598239163436883,0.5639800043151184,0.014319919215690955,0.009997238908859682,0.01187748701689197
faceframe_second106_frame3102_0,2.79910327889118e-309,2.45509284549199e-309,2.438988966143484e-309,2.85094999425267e-309,6.25592185407939e-309,1.0,2.87187801627699e-309,1.96615507038537e-309,2.35234916645535e-309
faceframe_second113_frame3305_0,0.026538770717874725,0.020295905538538758,0.01961617940731808,0.022506164488749435,0.05109635261436403,0.14599587532573274,0.026187398444724057,0.017226521294957112,0.02039529233950605
faceframe_second120_frame3508_0,0.00641430230556492,0.007790576233116292,0.013388767705375167,0.01553894794507125,0.008700136131878724,0.009229567861947958,0.007883005303404942,0.010343559639346672,0.010609411042774977
faceframe_second124_frame3624_0,0.0051876275159048486,0.006319860720953557,0.012295517976090109,0.014177429955568569,0.007315880357850822,0.0077325261279470574,0.0064681255905663015,0.008489137777647121,0.00868819497819701
faceframe_second128_frame3740_0,0.0380422652132947,0.041227016171695705,0.0405684394805904,0.04208815374839218,0.06633213717472786,0.10357302158343973,0.07975219079225132,0.03546595447523094,0.04375956467834485
faceframe_second131_frame3827_0,1.50311285218407e-309,2.40317387289226e-309,2.48858864538457e-309,2.852388840860376e-309,2.104181655476714e-309,2.3586725205054e-309,3.96838773957767e-309,8.88071429548268e-309,1.0
faceframe_second135_frame3943_0,1.51397349766547e-309,2.421056959666025e-309,2.49495550959378e-309,2.90344354779969e-309,2.10438687803457e-309,2.36325250511018e-309,3.891511272955224e-309,9.038358001137826e-309,1.0
faceframe_second147_frame4269_0,0.005584619450961978,0.008903447660942415,0.010555732367122442,0.8868821842327952,0.006589767692970844,0.007548711862636157,0.0057463232325417855,0.006754881221253049,0.007685780902290532
faceframe_second150_frame4356_0,0.006784709555557466,0.010950352414268692,0.012731663927423326,0.8139736790349389,0.008087997400232097,0.009246827682022535,0.0069570628007580475,0.008166280687575685,0.009319842899496032
faceframe_second150_frame4356_1,0.9563986884085492,0.0026597363971229493,0.0023479200745060284,0.0031207715946650156,0.004823987886861544,0.004117107554046787,0.002184007838481261,0.002039311132016293,0.0022213044074053836
faceframe_second150_frame4356_2,1.598713182660178e-309,3.480362031008616e-309,1.0,4.046400834980073e-309,2.410349494986886e-309,2.394370590406513e-309,2.112253899013787e-309,2.432858276216504e-309,2.500829939911783e-309
faceframe_second22_frame666_0,3.617722986337253e-309,2.435554504026925e-309,2.410867736213666e-309,2.596470766781865e-309,1.0,6.31949633927744e-309,2.0448353513969e-309,1.795427275259397e-309,1.96908629455332e-309
faceframe_second22_frame666_1,0.0240274961968,0.03438967860181126,0.033148454506362,0.03819090603272686,0.033895079395080366,0.0430838877387524,0.17211264018455988,0.05608805779102186,0.09655274428138479
faceframe_second22_frame666_2,0.007494708130237653,0.007511935394985907,0.005809308718856288,0.006208482420927868,0.009698588400275182,0.008202374172465124,0.006595936099600848,0.0062159930991167265,0.0065886683371881695
faceframe_second23_frame673_0,0.023967299335274615,0.03425747448363209,0.03307373760293194,0.03806806468187836,0.0338168581150837,0.042929110608219856,0.1716194011053008,0.056165633872839085,0.09671808104094028
faceframe_second23_frame673_1,2.96802386776755e-309,2.548383717633136e-309,2.648735782223083e-309,2.743158335075704e-309,1.0,8.168944212254256e-309,2.38484255208122e-309,2.00659154135471e-309,2.24166962210921e-309
faceframe_second23_frame673_2,0.00749071723559565,0.00751760801746848,0.005811423684717677,0.0062067595655257764,0.009689399365140215,0.008198191304605423,0.006597769703175133,0.006213280765535189,0.006586333497409996
faceframe_second23_frame680_0,0.002968533485721561,0.8978562633602288,0.00580549424836383,0.005769189645374203,0.003874990510855629,0.003978612720399928,0.0035101736025284457,0.0036298537382484586,0.004038262791249271
faceframe_second23_frame680_1,2.96856698280621e-309,2.546536882796686e-309,2.6435311967864e-309,2.73666224700295e-309,1.0,8.1280432802314e-309,2.381023543518274e-309,2.003533215802514e-309,2.23772658174553e-309
faceframe_second23_frame680_2,0.007502425467807443,0.007522267199752642,0.0058172908296566465,0.00621428799702095,0.009712354947677028,0.008212244154353456,0.006602633850921417,0.0062196248586952425,0.006592887345763414
faceframe_second23_frame688_0,2.97026120548977e-309,2.55302442532385e-309,2.656008177800074e-309,2.753871150114866e-309,1.0,8.221889146204243e-309,2.389840193099075e-309,2.011492956321997e-309,2.247782154270045e-309
faceframe_second23_frame688_1,1.79496430442366e-309,1.0,3.49668742638448e-309,3.47459351936185e-309,2.34840237576934e-309,2.41561056214215e-309,2.117135076950097e-309,2.1689616963272e-309,2.418645876338923e-309
faceframe_second23_frame688_2,0.007504060071196441,0.007514867553652278,0.005814168219232657,0.006211873919322518,0.009711102121370836,0.008210339873879563,0.006599673219322454,0.006217874792089734,0.00659038695329003
faceframe_second23_frame695_0,2.971399705928626e-309,2.54892962469857e-309,2.650369795046774e-309,2.74677446308852e-309,1.0,8.171698334885073e-309,2.384382910474953e-309,2.00786613647405e-309,2.24278843463264e-309
faceframe_second23_frame695_1,0.007222006135959397,0.7893091886041297,0.014015097134535666,0.013964344515069017,0.009611752421767723,0.009880003696765323,0.00851462357157514,0.008628667043128563,0.009673165148244076
faceframe_second23_frame695_2,0.007494506278941244,0.007513739594691941,0.005810172586189059,0.006208919922127711,0.009697769577133225,0.008203379673546325,0.0065985127920613436,0.006216843907638,0.006589966092160308
faceframe_second24_frame709_0,1.820802229992633e-309,1.0,3.420823175238053e-309,3.46431493186616e-309,2.35774075449579e-309,2.4445181617249e-309,2.111632377413486e-309,2.117760156257005e-309,2.373572525820476e-309
faceframe_second24_frame709_1,2.973500647500157e-309,2.556038160336774e-309,2.655026538964327e-309,2.752531099160774e-309,1.0,8.18493680330211e-309,2.386004129086654e-309,2.009497862976283e-309,2.24504988340873e-309
faceframe_second24_frame709_2,0.007492707268854058,0.007509485779910993,0.005806932642564384,0.006208408263024048,0.00969720838961007,0.008202495230774695,0.006596388583556465,0.006217590958555937,0.006590689832123289
faceframe_second24_frame717_0,0.001393377586567724,0.977782787686024,0.0026180728738141464,0.0026540938966067348,0.0018059228578280232,0.0018725326190970819,0.0016161755003638743,0.0016207651749020023,0.0018172093292141104
faceframe_second24_frame717_1,2.97846081395081e-309,2.54520723514997e-309,2.64684411653052e-309,2.744907123567824e-309,1.0,8.074972385831097e-309,2.3748437943353e-309,2.006815458872186e-309,2.23908220240445e-309
faceframe_second24_frame717_2,0.007545532019342557,0.007499632047264421,0.005819540965184785,0.006226521066465112,0.00977987437006773,0.00824711319896852,0.0066024033188260625,0.006232023388630176,0.006602677025005793
faceframe_second24_frame724_0,1.81650947915008e-309,1.0,3.408074177644236e-309,3.45970164220785e-309,2.344926679868495e-309,2.43145777151812e-309,2.105575532262555e-309,2.11731547396285e-309,2.371517836222294e-309
faceframe_second24_frame724_1,2.96740887558967e-309,2.541719126944267e-309,2.64349678503105e-309,2.73637511753471e-309,1.0,8.128387281440075e-309,2.38030259504989e-309,2.003714713829244e-309,2.23750017959211e-309
faceframe_second24_frame724_2,0.007516766575447443,0.007483686191695168,0.0058013916146186575,0.006211777563105261,0.009735394201710774,0.008216820413537072,0.006585381007899415,0.006221182988797038,0.006591875318840597
faceframe_second25_frame731_0,0.0029884148359021197,0.846369351280623,0.005572080554632989,0.005668400156012703,0.003840029358837707,0.003986119956179508,0.0034445918773381404,0.0034546256926710098,0.0038685762558104925
faceframe_second25_frame731_1,2.955152847723445e-309,2.531212583546056e-309,2.647470155400836e-309,2.733328326313266e-309,1.0,8.009915611575954e-309,2.3723114312909e-309,2.004409693992056e-309,2.235259771772333e-309
faceframe_second25_frame731_2,0.007472858103470427,0.0074869989262800205,0.005786657844035186,0.006203530780404392,0.009684224889289618,0.008190269091346252,0.006580543681409071,0.006219777461045643,0.006594753446084846
faceframe_second25_frame738_0,0.001564821477323363,0.9661402830755571,0.0029315326535077155,0.0029780348594743047,0.002019026144874808,0.002094186129077814,0.0018104080918485727,0.0018182217055412162,0.0020368768012489786
faceframe_second25_frame738_1,2.966269386627395e-309,2.554763224734396e-309,2.65681681162806e-309,2.755878865492773e-309,1.0,8.1493955174605e-309,2.390553770192466e-309,2.017822055405603e-309,2.253610812506017e-309
faceframe_second25_frame738_2,0.0074797824846469015,0.007477534711113744,0.005784242111698732,0.006202074573803732,0.009690490541585347,0.00819139000916588,0.00657618011924551,0.00621796012427428,0.006591775153819451
faceframe_second25_frame746_0,1.81371623232835e-309,1.0,3.39556563655173e-309,3.447268339951566e-309,2.334978423696896e-309,2.42105372445767e-309,2.09728583120247e-309,2.10950848197626e-309,2.361140329505183e-309
faceframe_second25_frame746_1,2.969902021326445e-309,2.56074986717524e-309,2.66264053284079e-309,2.760990188810474e-309,1.0,8.263545781967865e-309,2.394114625642345e-309,2.013728579650123e-309,2.251344545768697e-309
faceframe_second25_frame746_2,0.007496761208618927,0.007483584147985008,0.005791424788262239,0.006207690181498996,0.009711633017616074,0.008206324376321867,0.006582529904925342,0.006219363882650268,0.006593365456485258
faceframe_second25_frame753_0,1.813218912925695e-309,1.0,3.410448030546993e-309,3.44863022797804e-309,2.340939578004393e-309,2.424252021243665e-309,2.09971476650288e-309,2.113705391002915e-309,2.36494485934075e-309
faceframe_second25_frame753_1,2.89997166678902e-309,2.52358647619556e-309,2.646260428583056e-309,2.708606550748684e-309,1.0,8.2654089527755e-309,2.403140349899625e-309,1.99724845844775e-309,2.23617753662852e-309
faceframe_second25_frame753_2,0.007490342419776658,0.007487056573210783,0.005793271425494812,0.006207545417339107,0.009705959874925832,0.008201377893847785,0.006582511510914019,0.006220809323366654,0.006594070500752327
faceframe_second26_frame760_0,3.666081142663335e-309,2.434195599440965e-309,2.402137462629656e-309,2.6026978383683e-309,1.0,6.40476122763291e-309,2.051100996900597e-309,1.7976596420549e-309,1.97319430866186e-309
faceframe_second26_frame760_1,1.81783224406607e-309,1.0,3.472230958678457e-309,3.51751086807287e-309,2.379325794512015e-309,2.4599096893123e-309,2.14350217371646e-309,2.17701301574714e-309,2.44113834248216e-309
faceframe_second26_frame760_2,0.00748990580163708,0.007485133460376248,0.005792200479709293,0.006206165270191562,0.009703149958518165,0.008199664406351932,0.006581776721868042,0.006219635343072583,0.0065927154626936905
faceframe_second26_frame767_0,3.610824465646473e-309,2.43607637365667e-309,2.41205116931359e-309,2.59568673148069e-309,1.0,6.311248960986715e-309,2.04449816844322e-309,1.79533859565127e-309,1.968847719265196e-309
faceframe_second26_frame767_1,0.007478164027630413,0.007493916416009273,0.005792690843135536,0.0062064194308032936,0.009691337848832585,0.008195008517319616,0.006584683779543751,0.006221081154630356,0.0065955526253681585
faceframe_second26_frame767_2,1.82531173564892e-309,1.0,3.494373501524575e-309,3.521216478781394e-309,2.40625238490992e-309,2.488173398865728e-309,2.159909546027187e-309,2.179402287429906e-309,2.448297377998787e-309
faceframe_second26_frame775_0,3.596761987144263e-309,2.437527113219476e-309,2.41579661807479e-309,2.596551489425857e-309,1.0,6.31646656954632e-309,2.046407301149184e-309,1.796889538985664e-309,1.970567496126586e-309
faceframe_second26_frame775_1,0.00747400865271014,0.007494325153960825,0.0057938138256855955,0.006204865989030729,0.009685286591110917,0.00818940019505122,0.006583591415562297,0.0062208223896638585,0.006594041505944455
faceframe_second26_frame775_2,1.82448069342654e-309,1.0,3.49874788341634e-309,3.52556217487453e-309,2.400995328048115e-309,2.478752767313904e-309,2.149749415618344e-309,2.17789757899015e-309,2.44279275507002e-309
faceframe_second26_frame782_0,0.0019418749916521208,0.9756695180630313,0.003631717025503705,0.0036841624767149617,0.0024930934941897603,0.0025842596438590444,0.0022479805596843047,0.0022659332717492996,0.0025336466965117333
faceframe_second26_frame782_1,3.602128210659255e-309,2.435426487518583e-309,2.41259573989659e-309,2.59216791804721e-309,1.0,6.26682305781864e-309,2.039894698271643e-309,1.79306439978385e-309,1.965557160810085e-309
faceframe_second26_frame782_2,0.007525834108589411,0.007430363916843111,0.0057789682108909625,0.006191671970804916,0.009723327404101534,0.008195448704334366,0.006555039920722927,0.00620263339309535,0.006567166708817574
faceframe_second27_frame789_0,0.0034937353838053646,0.8137994531655733,0.006509614413648884,0.006607324632592959,0.00448915303690075,0.004657381151210332,0.004024939409355875,0.004034432956445113,0.004515995835969868
faceframe_second27_frame789_1,3.616966640576075e-309,2.43536858946794e-309,2.410991762602903e-309,2.596231826368624e-309,1.0,6.31555305549086e-309,2.044382544350495e-309,1.795228278966367e-309,1.96878365177124e-309
faceframe_second27_frame789_2,0.007548027742818587,0.007371379829579152,0.005758062769961536,0.00617249732993225,0.009723061066502623,0.008183375193437295,0.0065298299230683015,0.006185447312460944,0.006543514228950902
faceframe_second27_frame796_0,0.0025339517983612794,0.9173779130753618,0.00472806713579263,0.00480381505667122,0.0032503788499818605,0.0033716457725247832,0.002929984574990346,0.002949043918188989,0.0032987823110810117
faceframe_second27_frame796_1,3.60295897161207e-309,2.435830653302853e-309,2.4134504757189e-309,2.59433274956466e-309,1.0,6.29134250863604e-309,2.04266577669249e-309,1.79460058815235e-309,1.967634469912314e-309
faceframe_second27_frame796_2,0.007552866480726554,0.007361415605985239,0.005754574514810315,0.006169779622662651,0.009725466846141225,0.008182432106084726,0.006524980970591269,0.0061825272602822985,0.0065395584132105
faceframe_second27_frame804_0,1.80277970001689e-309,1.0,3.378199478335755e-309,3.438045290010705e-309,2.31190643749676e-309,2.39823949211645e-309,2.091826081300985e-309,2.114312305677943e-309,2.364403108496153e-309
faceframe_second27_frame804_1,0.00274594023652613,0.0018348906604815612,0.001816313409465314,0.001960255784447042,0.9790910592693018,0.004771275936297369,0.0015413214088518857,0.0013538779074836389,0.0014847750765832367
faceframe_second27_frame804_2,0.0075542563930593686,0.007355015328724648,0.005752052070849626,0.0061670982232445975,0.009723676001914375,0.008179727456650156,0.0065214671010073505,0.006179898979622406,0.006536107579984323
faceframe_second27_frame811_0,1.799972961872337e-309,1.0,3.377297404768516e-309,3.417772342756853e-309,2.313183258380163e-309,2.395872687749636e-309,2.090359098663247e-309,2.11174805791902e-309,2.35993407268104e-309
faceframe_second27_frame811_1,0.0012673483169989266,0.00084139708191675,0.0008306179958538933,0.0008997168100701345,0.9897180625630582,0.0022103603657814335,0.0007086453717166223,0.0006213111311419409,0.0006818913269516638
faceframe_second27_frame811_2,0.00755821340677743,0.007346411626112033,0.005749245477645748,0.006164520228244671,0.009725097925356436,0.008178383043453497,0.006517311451893287,0.006177261656582314,0.006532417965237599
faceframe_second28_frame825_0,0.0028794956036612748,0.8801774732171551,0.005366717132451303,0.005453658896207184,0.0036914142606348597,0.0038293369226040743,0.003325406667094474,0.0033452932282105772,0.0037418043709352925
faceframe_second28_frame825_1,3.628617174692736e-309,2.434631506816833e-309,2.409089708542687e-309,2.59779375207415e-309,1.0,6.332504398785636e-309,2.045341661796936e-309,1.795592781529716e-309,1.96947770266876e-309
faceframe_second28_frame825_2,0.007581816213580513,0.0073374712285423326,0.005750711560615158,0.006166217930090541,0.009750718169589018,0.008191759068311747,0.006515230936179327,0.006174173561383767,0.00652812432919248
faceframe_second28_frame833_0,1.80543771498823e-309,1.0,3.37712999448038e-309,3.41560732133868e-309,2.32157026007966e-309,2.40415784691509e-309,2.089326935841775e-309,2.10435269239296e-309,2.352359997655163e-309
faceframe_second28_frame833_1,3.61970380184898e-309,2.435329296568544e-309,2.41053052783194e-309,2.59665810893573e-309,1.0,6.320968866780584e-309,2.044812672141206e-309,1.795405090999026e-309,1.969081262697947e-309
faceframe_second28_frame833_2,0.007563517711479936,0.007347260006573016,0.005752411016768511,0.006165184552089578,0.00973007266850976,0.008180721898904456,0.006518613657268908,0.006177001512744288,0.006531230559754888
faceframe_second28_frame840_0,0.003722529620771524,0.8269041595968621,0.006923540871302911,0.007041786131717374,0.004767110782083171,0.004948502011229142,0.004298899178814706,0.004319811760383414,0.004833002847605839
faceframe_second28_frame840_1,3.626936745261125e-309,2.434931338115163e-309,2.409264756158057e-309,2.597533159349543e-309,1.0,6.33135286230028e-309,2.04541740373863e-309,1.79560591751126e-309,1.969491870479595e-309
faceframe_second28_frame840_2,0.007561884994289724,0.007343513241350867,0.005749648928059595,0.006163845043622502,0.009727562332769885,0.008178902344055723,0.006516699971137776,0.006176427279414934,0.0065307769153270965
faceframe_second29_frame847_0,1.78588722552963e-309,1.0,3.459628151656486e-309,3.4554958103886e-309,2.3155088300485e-309,2.380697247005464e-309,2.092913192644706e-309,2.157613514005234e-309,2.39980154125219e-309
faceframe_second29_frame847_1,0.04026694503953213,0.03384219848908196,0.03386866844179347,0.0343295729207338,0.07731512341948593,0.07533409729545489,0.04777133673953371,0.03225905079698322,0.036614289567072106
