name,cluster,x,y,second,frame,anger,disgust,happy,neutral,contempt,sadness,surprise,fear
faceframe_second5_frame104_3,-1,22.78196,12.014385,5,104,0.08709023147821426,0.13789448142051697,0.4087124168872833,0.07990467548370361,0.07603921741247177,,,
faceframe_second5_frame104_4,0,6.4891515,3.951257,5,104,0.17732477188110352,0.2004263550043106,,0.12229494750499725,,0.12270960956811905,0.11102583259344101,
faceframe_second5_frame109_0,-1,17.746153,12.215143,5,109,0.18834739923477173,0.19757971167564392,0.14035449922084808,0.10669270902872086,0.11074385792016983,,,
faceframe_second5_frame109_1,2,6.414024,14.519866,5,109,0.3037305474281311,0.21725334227085114,,0.11039108037948608,0.0762602686882019,0.10472677648067474,,
faceframe_second5_frame109_2,3,12.9088125,22.53577,5,109,0.12135502696037292,0.19894061982631683,0.1847398579120636,0.1163875013589859,0.11489570885896683,,,
faceframe_second5_frame109_3,0,8.576325,3.6143003,5,109,0.1788511723279953,0.2532694935798645,,0.11616221815347672,,0.09899471700191498,0.10562177747488022,
faceframe_second5_frame109_4,-1,22.782104,12.014383,5,109,0.08709023147821426,0.13789448142051697,0.4087124168872833,0.07990467548370361,0.07603921741247177,,,
faceframe_second5_frame114_0,2,6.31519,14.412031,5,114,0.2922055125236511,0.20809292793273926,,0.10719645023345947,0.07621664553880692,0.11508791893720627,,
faceframe_second5_frame114_1,-1,12.818963,-12.601555,5,114,0.18903353810310364,0.21282078325748444,0.13598008453845978,0.10576450824737549,,0.10182426124811172,,
faceframe_second5_frame114_2,-1,-8.865391,7.072146,5,114,0.12522293627262115,0.2061256468296051,0.170695498585701,0.1215093657374382,0.1237809881567955,,,
faceframe_second5_frame114_3,0,9.088026,3.1202419,5,114,0.18647204339504242,0.2173951119184494,,0.11731192469596863,,0.1093379408121109,0.10795368999242783,
faceframe_second5_frame114_4,1,-9.441124,4.5283103,5,114,0.09446794539690018,0.14681947231292725,0.3711455464363098,0.08134064078330994,,0.0840388759970665,,
faceframe_second5_frame119_0,-1,12.780055,-12.562636,5,119,0.18258626759052277,0.23335309326648712,0.13782057166099548,0.10129237920045853,,0.0987008586525917,,
faceframe_second5_frame119_1,2,6.3255253,14.424956,5,119,0.250503271818161,0.21793343126773834,0.09140980988740921,0.12108110636472702,,0.10018965601921082,,
faceframe_second5_frame119_2,-1,-8.877423,7.08414,5,119,0.12983088195323944,0.20328493416309357,0.16967453062534332,0.12140042334794998,0.11874076724052429,,,
faceframe_second5_frame119_3,0,9.024331,2.986101,5,119,0.17521099746227264,0.23917552828788757,,0.1121191680431366,,0.10533534735441208,0.11448647826910019,
faceframe_second5_frame119_4,-1,-7.252874,0.85604346,5,119,0.0928172841668129,0.1467868983745575,0.37489089369773865,0.08066041767597198,,0.08311370760202408,,
faceframe_second60_frame1209_0,2,2.1922464,16.50818,60,1209,0.21000701189041138,0.1857757866382599,0.09996743500232697,0.12777894735336304,,0.10970709472894669,,
faceframe_second60_frame1209_1,0,5.7933645,1.5691112,60,1209,0.1638258844614029,0.17437532544136047,0.1290300041437149,0.11871714890003204,0.11847276240587234,,,
faceframe_second60_frame1214_0,0,5.7833524,1.6216469,60,1214,0.17217516899108887,0.187998428940773,0.12150344252586365,0.11906525492668152,,,0.11267268657684326,
faceframe_second60_frame1214_1,2,2.431393,16.609035,60,1214,0.2259208858013153,0.17242148518562317,0.09521705657243729,0.12909744679927826,,0.11387911438941956,,
faceframe_second60_frame1219_0,0,5.9208336,1.7546377,60,1219,0.1722695678472519,0.18249183893203735,0.12079787999391556,,,0.11275850981473923,0.11257301270961761,
faceframe_second60_frame1219_1,2,2.5847187,16.736712,60,1219,0.2294943481683731,0.1936420500278473,0.09298273175954819,0.12451954931020737,,0.10206338763237,,
faceframe_second61_frame1224_0,0,5.966241,1.6618836,61,1224,0.17551958560943604,0.17868952453136444,0.12408822029829025,0.1181660071015358,,,0.11119862645864487,
faceframe_second61_frame1224_1,2,2.230668,16.467943,61,1224,0.22308532893657684,0.16353271901607513,0.09949158132076263,0.1389104723930359,,0.11123842000961304,,
faceframe_second61_frame1229_0,0,5.860937,1.7691866,61,1229,0.1765858232975006,0.16823549568653107,0.12718817591667175,0.11970584839582443,0.11283965408802032,,,
faceframe_second61_frame1229_1,2,2.3043032,16.464672,61,1229,0.23533082008361816,0.1625857651233673,0.09488893300294876,0.14317162334918976,,0.10743851214647293,,
faceframe_second61_frame1234_0,2,2.2409062,16.492395,61,1234,0.25452834367752075,0.18124139308929443,,0.13257010281085968,0.09054628014564514,0.10386059433221817,,
faceframe_second61_frame1234_1,0,5.9569163,1.7789476,61,1234,0.18512305617332458,0.17368480563163757,0.12014637142419815,0.11340051889419556,,0.11176477372646332,,
faceframe_second61_frame1239_0,2,2.2331588,16.49366,61,1239,0.23851768672466278,0.17150859534740448,0.09888038039207458,0.13489413261413574,,0.10442459583282471,,
faceframe_second61_frame1239_1,0,6.0001907,1.7211759,61,1239,0.1832638531923294,0.1659758985042572,0.11991192400455475,0.11614206433296204,,0.11677652597427368,,
faceframe_second62_frame1244_0,2,2.8965988,17.213413,62,1244,0.22405113279819489,0.19134606420993805,0.09500367939472198,0.13691003620624542,,0.10083071142435074,,
faceframe_second62_frame1244_1,0,6.380271,1.6492727,62,1244,0.20703080296516418,0.18895001709461212,0.10181725770235062,0.118046835064888,,0.11394353955984116,,
faceframe_second62_frame1249_0,2,2.3622262,16.719355,62,1249,0.22188782691955566,0.2000466138124466,0.10005097091197968,0.12374589592218399,,0.10255300998687744,,
faceframe_second62_frame1249_1,0,6.2448435,2.3629985,62,1249,0.19321058690547943,0.20779991149902344,0.09888660162687302,0.11112622916698456,,0.11641598492860794,,
faceframe_second62_frame1254_0,0,8.409651,2.4599698,62,1254,0.1874450147151947,0.19737298786640167,,0.11918868869543076,,0.11571253836154938,0.11227556318044662,
faceframe_second62_frame1254_1,2,2.113915,16.599464,62,1254,0.23776136338710785,0.15847808122634888,0.09422748535871506,0.13992781937122345,,0.11435820162296295,,
faceframe_second62_frame1259_0,0,8.765093,2.6515267,62,1259,0.17966385185718536,0.20759910345077515,,0.11501830816268921,,0.11316252499818802,0.11954006552696228,
faceframe_second62_frame1259_1,2,2.1964781,16.450632,62,1259,0.2501203417778015,0.1652410328388214,,0.12886273860931396,0.09210149943828583,0.11939947307109833,,
faceframe_second63_frame1264_0,0,8.473508,2.4109607,63,1264,0.1914757788181305,0.212448388338089,,0.10867864638566971,,0.12065929174423218,0.11704779416322708,
faceframe_second63_frame1264_1,2,2.3164532,16.528215,63,1264,0.2396003007888794,0.19296109676361084,,0.1277177482843399,0.08936837315559387,0.12175936996936798,,
faceframe_second63_frame1269_0,2,2.5870237,16.464722,63,1269,0.20064125955104828,0.2074282169342041,0.09834621846675873,0.13394153118133545,,0.09733224660158157,,
faceframe_second63_frame1269_1,0,8.4003525,2.3078845,63,1269,0.18784643709659576,0.21948078274726868,,0.10722973197698593,,0.11769850552082062,0.11719318479299545,
faceframe_second63_frame1274_0,2,2.7280617,16.305609,63,1274,0.208954319357872,0.2076135128736496,,0.13900931179523468,,0.09456817060709,0.09439827501773834,
faceframe_second63_frame1274_1,0,8.566726,2.4076602,63,1274,0.16995751857757568,0.2727014124393463,,0.10079681128263474,,0.10518767684698105,0.12342935800552368,
faceframe_second63_frame1279_0,2,2.789817,16.249557,63,1279,0.2124582976102829,0.1969556212425232,,0.13954336941242218,,0.09679365903139114,0.09424805641174316,
faceframe_second63_frame1279_1,0,8.628191,2.5918717,63,1279,0.16898033022880554,0.25389936566352844,,0.09795072674751282,,0.1141909658908844,0.12554356455802917,
faceframe_second64_frame1289_0,2,2.8751674,16.297419,64,1289,0.20309345424175262,0.1899840533733368,0.0992889478802681,0.1378353089094162,,,0.1000782772898674,
faceframe_second64_frame1289_1,0,7.033969,3.9040296,64,1289,0.1940958946943283,0.23861800134181976,,0.09999436140060425,,0.11734361201524734,0.11362988501787186,
faceframe_second64_frame1294_0,2,2.9053175,16.170885,64,1294,0.21461965143680573,0.19367563724517822,,0.13428562879562378,0.0967855378985405,0.10105326771736145,,
faceframe_second64_frame1294_1,0,7.368807,4.1657467,64,1294,0.1846994161605835,0.21985840797424316,,0.105484239757061,,0.12825839221477509,0.11963128298521042,
faceframe_second64_frame1299_0,2,2.7551274,16.184069,64,1299,0.23378141224384308,0.19981779158115387,0.09276949614286423,0.12385287880897522,,0.09874501824378967,,
faceframe_second64_frame1299_1,0,7.4670887,4.1645913,64,1299,0.18618042767047882,0.21552559733390808,,0.10338110476732254,,0.12847240269184113,0.12181779742240906,
faceframe_second65_frame1304_0,2,2.7230425,16.20254,65,1304,0.23128607869148254,0.19135905802249908,,0.1256357729434967,,0.10775860399007797,0.09740698337554932,
faceframe_second65_frame1304_1,0,6.8259125,4.1864243,65,1304,0.1744339019060135,0.21617643535137177,,0.10783205926418304,,0.1181810274720192,0.12794296443462372,
faceframe_second65_frame1309_0,2,2.696723,16.216797,65,1309,0.2226436287164688,0.18280662596225739,,0.1338108628988266,,0.1064160168170929,0.09644386172294617,
faceframe_second65_frame1309_1,0,6.936574,4.0916367,65,1309,0.17118023335933685,0.21988637745380402,,0.10704141110181808,,0.11876630038022995,0.1277027428150177,
faceframe_second65_frame1314_0,2,2.6964984,16.19998,65,1314,0.2084239274263382,0.1907576471567154,,0.1364656388759613,,0.1053532063961029,0.09647650271654129,
faceframe_second65_frame1314_1,0,7.1406236,4.077717,65,1314,0.1677708774805069,0.22387613356113434,,0.11011692136526108,,0.11422355473041534,0.1268443614244461,
faceframe_second65_frame1319_0,0,7.173804,3.4907577,65,1319,0.16191211342811584,0.27704742550849915,,0.0963784009218216,,0.11025603115558624,0.12456891685724258,
faceframe_second65_frame1319_1,2,2.4710853,16.308544,65,1319,0.2098810076713562,0.17644457519054413,,0.1378147006034851,0.09801121056079865,0.11211705952882767,,
faceframe_second66_frame1324_0,0,6.7925577,4.157152,66,1324,0.15719462931156158,0.2549934983253479,,0.10585732758045197,,0.10396385937929153,0.13206824660301208,
faceframe_second66_frame1324_1,2,2.7089546,16.221397,66,1324,0.23126967251300812,0.17456184327602386,,0.13009518384933472,,0.10997994989156723,0.09559366106987,
faceframe_second66_frame1329_0,0,6.681186,4.1836367,66,1329,0.1691841185092926,0.24171048402786255,,0.1086692065000534,,0.10995893180370331,0.12354430556297302,
faceframe_second66_frame1329_1,2,2.4051995,16.462044,66,1329,0.20774199068546295,0.17842695116996765,,0.13077400624752045,,0.11850439012050629,0.09815547615289688,
faceframe_second66_frame1334_0,0,6.6448827,4.284642,66,1334,0.16717864573001862,0.23534095287322998,,0.11353128403425217,,0.10571898519992828,0.12163441628217697,
faceframe_second66_frame1334_1,2,2.4283247,16.542305,66,1334,0.25349101424217224,0.16281363368034363,0.08808591216802597,0.13317985832691193,,0.11173653602600098,,
faceframe_second66_frame1339_0,2,2.477172,16.413626,66,1339,0.2624441385269165,0.1615649312734604,,0.13348926603794098,0.08935054391622543,0.1123858392238617,,
faceframe_second66_frame1339_1,0,6.627026,4.3073816,66,1339,0.16586966812610626,0.23387521505355835,,0.11169896274805069,,0.10861500352621078,0.12285174429416656,
faceframe_second67_frame1344_0,2,2.4274788,16.453598,67,1344,0.2350727766752243,0.15663617849349976,,0.13238926231861115,,0.11992207169532776,0.09401321411132812,
faceframe_second67_frame1344_1,0,6.451456,4.478252,67,1344,0.19263243675231934,0.22203056514263153,,0.1184917539358139,,0.12170465290546417,0.11002057045698166,
faceframe_second67_frame1349_0,0,6.3869395,4.487612,67,1349,0.21161767840385437,0.22138166427612305,,0.11850857734680176,,0.1233549639582634,0.10333354026079178,
faceframe_second67_frame1349_1,2,2.5709932,16.532755,67,1349,0.20698633790016174,0.19020690023899078,0.10180151462554932,0.13005578517913818,,0.10466048121452332,,
faceframe_second67_frame1354_0,2,2.9658291,16.172173,67,1354,0.2655438482761383,0.25208690762519836,,0.1019534319639206,0.0738820880651474,0.11259768903255463,,
faceframe_second67_frame1354_1,0,6.250727,4.5095,67,1354,0.2020297646522522,0.22686006128787994,,0.10976404696702957,,0.1258675456047058,0.10561185330152512,
faceframe_second67_frame1359_0,2,7.0450926,14.5543165,67,1359,0.2643886208534241,0.24944749474525452,,0.0838092714548111,0.08360540121793747,0.1311935931444168,,
faceframe_second67_frame1359_1,0,6.0320587,4.4940233,67,1359,0.2063836306333542,0.2339891642332077,,0.11273714900016785,,0.12489064037799835,0.1044517308473587,
faceframe_second68_frame1364_0,2,7.724279,16.479326,68,1364,0.2381773144006729,0.2681049704551697,,0.1055874451994896,0.07300417125225067,0.11755142360925674,,
faceframe_second68_frame1364_1,0,6.4841766,4.4351563,68,1364,0.17371739447116852,0.2847689390182495,,0.10443985462188721,,0.10610128194093704,0.10920678079128265,
faceframe_second68_frame1369_0,2,7.2529373,14.571255,68,1369,0.23921260237693787,0.28008443117141724,,0.09320995211601257,0.0787716880440712,0.11847666651010513,,
faceframe_second68_frame1369_1,0,6.462634,4.3628297,68,1369,0.16772674024105072,0.29020074009895325,,0.1128486841917038,,0.1023225411772728,0.10649938881397247,
faceframe_second68_frame1374_0,2,7.3840003,14.75358,68,1374,0.2344883233308792,0.23320220410823822,0.0918697640299797,0.13212844729423523,,0.09102217853069305,,
faceframe_second68_frame1374_1,0,6.482886,4.0923142,68,1374,0.15799777209758759,0.3043288290500641,,0.10451570153236389,,0.09965937584638596,0.11737313121557236,
faceframe_second68_frame1379_0,2,9.02167,16.964455,68,1379,0.22193263471126556,0.2344096451997757,0.09007734805345535,0.13227446377277374,,0.09155971556901932,,
faceframe_second68_frame1379_1,0,7.684616,3.1874008,68,1379,0.14416036009788513,0.32192564010620117,0.09476833790540695,0.09625189751386642,,,0.1040271520614624,
faceframe_second69_frame1384_0,0,6.756491,3.7704215,69,1384,0.1495593935251236,0.2859938442707062,,0.10572484880685806,,0.10158320516347885,0.13311757147312164,
faceframe_second69_frame1384_1,2,1.7756106,17.048275,69,1384,0.19537313282489777,0.1600717008113861,0.10438278317451477,0.1395317167043686,,0.11678984761238098,,
faceframe_second69_frame1389_0,0,6.421518,3.9820843,69,1389,0.1382475346326828,0.2628859579563141,,0.11754386126995087,,0.09907172620296478,0.14441025257110596,
faceframe_second69_frame1389_1,2,1.7675025,17.124243,69,1389,0.24008212983608246,0.15979591012001038,,0.14665722846984863,,0.11549976468086243,0.08856874704360962,
faceframe_second69_frame1394_0,0,6.464954,4.0474734,69,1394,0.13534507155418396,0.30060070753097534,,0.1053757593035698,,0.09634481370449066,0.13330388069152832,
faceframe_second69_frame1394_1,2,1.7086483,17.143715,69,1394,0.23347336053848267,0.17019833624362946,0.09578804671764374,0.12732599675655365,,0.11706197261810303,,
faceframe_second69_frame1399_0,2,2.8991556,17.183746,69,1399,0.22737784683704376,0.17763294279575348,0.0930987149477005,0.1279129683971405,,0.11295799165964127,,
faceframe_second69_frame1399_1,0,8.069755,3.9257574,69,1399,0.1596396267414093,0.23473089933395386,,0.12826400995254517,,0.11209505051374435,0.12715254724025726,
faceframe_second73_frame1469_0,2,8.632279,16.55828,73,1469,0.24623876810073853,0.16869817674160004,0.10072100162506104,0.13249613344669342,,0.09732389450073242,,
faceframe_second73_frame1469_1,0,8.987911,3.9445877,73,1469,0.20060881972312927,0.21152916550636292,,0.13197416067123413,,0.1073249876499176,0.0944715365767479,
faceframe_second73_frame1474_0,2,8.467912,16.94095,73,1474,0.23995670676231384,0.18228159844875336,0.10069779306650162,0.12207411974668503,,0.10106299817562103,,
faceframe_second73_frame1474_1,0,8.928912,4.0634604,73,1474,0.1795070618391037,0.23131594061851501,0.09841112792491913,0.12235181778669357,,,0.10576027631759644,
faceframe_second73_frame1479_0,2,8.3418455,16.872492,73,1479,0.2535369396209717,0.17673853039741516,,0.12567760050296783,0.09202621132135391,0.10572774708271027,,
faceframe_second73_frame1479_1,0,6.383668,4.2661357,73,1479,0.1643584966659546,0.24217402935028076,,0.10762850940227509,,0.11679287999868393,0.11670128256082535,
faceframe_second74_frame1484_0,2,8.196209,16.776094,74,1484,0.2429620325565338,0.17707191407680511,,0.12684106826782227,0.09675219655036926,0.10217501223087311,,
faceframe_second74_frame1484_1,0,9.421404,2.3193417,74,1484,0.16761253774166107,0.2370968461036682,0.10439887642860413,0.12202119827270508,,,0.10626078397035599,
faceframe_second74_frame1489_0,2,8.174077,16.794437,74,1489,0.24759997427463531,0.1552024781703949,0.09882278740406036,0.1338813453912735,,0.11133020371198654,,
faceframe_second74_frame1489_1,0,8.646917,4.1425605,74,1489,0.18069742619991302,0.22118687629699707,,0.12809798121452332,,0.10241462290287018,0.1045885980129242,
faceframe_second74_frame1494_0,2,8.164973,16.80218,74,1494,0.25662481784820557,0.15251025557518005,0.09661080688238144,0.13507479429244995,,0.11182373762130737,,
faceframe_second74_frame1494_1,0,8.773177,4.160547,74,1494,0.1786354035139084,0.20744138956069946,,0.13042999804019928,,0.10595772415399551,0.10586991161108017,
faceframe_second74_frame1499_0,2,8.205664,16.793999,74,1499,0.2537650465965271,0.16207997500896454,0.09943470358848572,0.13296306133270264,,0.10675439983606339,,
faceframe_second74_frame1499_1,0,8.873827,4.1766334,74,1499,0.1770525872707367,0.20822542905807495,0.10754029452800751,0.12892717123031616,,,0.10718947649002075,
faceframe_second75_frame1504_0,0,6.7366567,3.5580657,75,1504,0.17887789011001587,0.2726867198944092,,0.1098685935139656,,0.09968354552984238,0.10661393404006958,
faceframe_second75_frame1504_1,2,8.284587,16.706793,75,1504,0.25147223472595215,0.17345038056373596,0.09835531562566757,0.13495703041553497,,0.09958067536354065,,
faceframe_second75_frame1509_0,0,8.553589,4.2162237,75,1509,0.17630891501903534,0.245937317609787,,0.11752426624298096,,0.10488635301589966,0.10886316746473312,
faceframe_second75_frame1509_1,2,8.291435,16.802032,75,1509,0.24651999771595,0.17326174676418304,0.09748714417219162,0.13697220385074615,,0.10040862113237381,,
faceframe_second75_frame1514_0,0,8.828275,4.229882,75,1514,0.1579323709011078,0.27144119143486023,,0.11153753846883774,,0.09608124196529388,0.11558365076780319,
faceframe_second75_frame1514_1,2,8.348945,16.805164,75,1514,0.24942399561405182,0.17131495475769043,0.10028477013111115,0.13399218022823334,,0.09918662160634995,,
faceframe_second75_frame1519_0,2,8.721877,17.188341,75,1519,0.22099144756793976,0.17494164407253265,0.10854604095220566,0.13478299975395203,,0.09957951307296753,,
faceframe_second75_frame1519_1,0,8.233008,4.334374,75,1519,0.16662363708019257,0.2345406711101532,,0.1226605474948883,,0.10236449539661407,0.11512980610132217,
faceframe_second76_frame1524_0,2,8.500137,17.106665,76,1524,0.22091752290725708,0.1635412573814392,0.10979282855987549,0.13902749121189117,,0.10043076425790787,,
faceframe_second76_frame1524_1,0,8.955959,4.230734,76,1524,0.18370658159255981,0.2539149820804596,,0.11160534620285034,,0.10599332302808762,0.11537448316812515,
faceframe_second76_frame1529_0,2,8.5459385,17.071493,76,1529,0.22504693269729614,0.169153094291687,0.10206789523363113,0.1376025378704071,,0.09960640221834183,,
faceframe_second76_frame1529_1,0,8.563426,2.9554796,76,1529,0.1775214970111847,0.27024900913238525,,0.10669570416212082,,0.09975078701972961,0.11694753170013428,
faceframe_second76_frame1534_0,2,8.310894,16.846611,76,1534,0.22153450548648834,0.1581115424633026,0.10912410169839859,0.14382989704608917,,0.0973590612411499,,
faceframe_second76_frame1534_1,0,9.474324,3.2503695,76,1534,0.1807284653186798,0.2355295717716217,,0.12208536267280579,,0.10568535327911377,0.11153999716043472,
faceframe_second76_frame1539_0,2,8.23783,16.687092,76,1539,0.2319210171699524,0.15120209753513336,0.10585664212703705,0.13733607530593872,,0.10261882096529007,,
faceframe_second76_frame1539_1,0,9.062231,3.9756763,76,1539,0.17962953448295593,0.22518587112426758,,0.12366659194231033,,0.1060723289847374,0.11669978499412537,
faceframe_second77_frame1549_0,2,5.6390204,14.530229,77,1549,0.22265879809856415,0.21309024095535278,0.10243947803974152,0.12886494398117065,,0.09780296683311462,,
faceframe_second77_frame1554_0,2,5.5525284,14.522752,77,1554,0.230923593044281,0.20442654192447662,0.09500079602003098,0.11440213769674301,,0.11279897391796112,,
faceframe_second77_frame1554_1,0,8.551205,3.6154227,77,1554,0.1865646094083786,0.24293658137321472,,0.12968753278255463,,0.10336504876613617,0.09864656627178192,
faceframe_second77_frame1559_0,2,5.5323715,14.527579,77,1559,0.20324929058551788,0.2045535296201706,0.10599495470523834,0.12177129089832306,,0.10392909497022629,,
faceframe_second77_frame1559_1,0,8.495429,3.692867,77,1559,0.1851762980222702,0.22801552712917328,,0.13533106446266174,,0.10221832245588303,0.09963534772396088,
faceframe_second78_frame1564_0,2,5.5710745,14.479607,78,1564,0.20839403569698334,0.22530393302440643,0.1086486279964447,0.10523074120283127,,0.11260759085416794,,
faceframe_second78_frame1564_1,0,9.910655,2.129771,78,1564,0.16887997090816498,0.20165708661079407,,0.1162041649222374,,0.13048745691776276,0.11791214346885681,
faceframe_second78_frame1569_0,2,5.573863,14.458679,78,1569,0.22437311708927155,0.21044303476810455,0.10494977980852127,0.11328551173210144,,0.11008146405220032,,
faceframe_second78_frame1569_1,0,8.564498,3.6424856,78,1569,0.18115106225013733,0.22053112089633942,,0.10716179758310318,,0.13259021937847137,0.10848698765039444,
faceframe_second78_frame1574_0,2,5.324952,14.815282,78,1574,0.23756946623325348,0.18225958943367004,,0.12812203168869019,0.09686975926160812,0.11618266999721527,,
faceframe_second78_frame1574_1,0,10.328999,2.443469,78,1574,0.16750839352607727,0.2589843273162842,,0.10372904688119888,,0.12304988503456116,0.11298050731420517,
faceframe_second78_frame1579_0,2,4.8293214,15.385093,78,1579,0.23250482976436615,0.23446373641490936,0.09914443641901016,0.10543059557676315,0.10599274933338165,,,
faceframe_second78_frame1579_1,0,9.450362,3.8231912,78,1579,0.17755405604839325,0.215571790933609,,0.11788634955883026,,0.11607099324464798,0.10914488881826401,
faceframe_second79_frame1584_0,2,4.76429,15.53798,79,1584,0.24520842730998993,0.18801657855510712,0.10475842654705048,0.11773718148469925,0.10468411445617676,,,
faceframe_second79_frame1584_1,0,9.091927,3.9123023,79,1584,0.19220641255378723,0.2220442295074463,,0.11666563153266907,,0.11561279743909836,0.10695036500692368,
faceframe_second79_frame1589_0,0,8.405211,3.5949593,79,1589,0.18078385293483734,0.218389630317688,,0.11126063019037247,,0.11443959921598434,0.12394531816244125,
faceframe_second79_frame1589_1,2,4.619948,15.6805725,79,1589,0.24118496477603912,0.16900047659873962,0.11412312835454941,0.12206648290157318,0.10314186662435532,,,
faceframe_second79_frame1594_0,2,4.829307,15.64848,79,1594,0.19687457382678986,0.14890256524085999,0.13489122688770294,0.11920935660600662,0.12889383733272552,,,
faceframe_second79_frame1594_1,0,8.215053,3.6037931,79,1594,0.17353491485118866,0.1812821477651596,,0.11931146681308746,,0.12485836446285248,0.12587152421474457,
faceframe_second79_frame1599_0,2,8.08144,16.591116,79,1599,0.31886234879493713,0.14984230697155,,0.11939045041799545,0.08459462225437164,0.12251195311546326,,
faceframe_second79_frame1599_1,0,6.4073424,3.9755921,79,1599,0.15652640163898468,0.20435890555381775,,0.12143309414386749,,0.11588975042104721,0.12475881725549698,
faceframe_second7_frame144_0,-1,12.764305,-12.546883,7,144,0.18356098234653473,0.20342783629894257,0.13779707252979279,0.10670897364616394,,0.10465222597122192,,
faceframe_second7_frame144_1,2,6.850699,13.998848,7,144,0.26736390590667725,0.2757408618927002,,0.10225732624530792,0.0730062946677208,0.09925563633441925,,
faceframe_second7_frame144_2,-1,-8.90528,7.111826,7,144,0.12154722958803177,0.20423024892807007,0.17328253388404846,0.12254734337329865,0.1268904209136963,,,
faceframe_second7_frame144_3,-1,-7.2690306,0.87199366,7,144,0.09165079891681671,0.14552149176597595,0.3831203579902649,0.08014584332704544,,0.0814853385090828,,
faceframe_second7_frame144_4,0,8.118914,2.1275601,7,144,0.18955369293689728,0.18060748279094696,0.11219079792499542,0.129851296544075,,0.11223547160625458,,
faceframe_second7_frame149_0,2,6.8458586,14.05562,7,149,0.2349235713481903,0.24087022244930267,,0.11707835644483566,0.08731532841920853,0.10357276350259781,,
faceframe_second7_frame149_1,-1,12.804273,-12.586859,7,149,0.1840764433145523,0.17102405428886414,0.1305026262998581,0.11512868106365204,,0.1070883572101593,,
faceframe_second7_frame149_2,-1,-8.845021,7.0513606,7,149,0.12275893986225128,0.2043582797050476,0.16974204778671265,0.12533073127269745,0.1275860071182251,,,
faceframe_second7_frame149_3,1,-9.443979,4.5317545,7,149,0.09093427658081055,0.1456901729106903,0.38478052616119385,0.07960017025470734,,0.08140889555215836,,
faceframe_second7_frame149_4,0,7.944282,2.053858,7,149,0.1910061240196228,0.1804901510477066,0.11185862869024277,0.1304425299167633,,0.11184132844209671,,
faceframe_second7_frame154_0,2,6.8168435,14.068124,7,154,0.2282273769378662,0.22995789349079132,0.09052807837724686,0.1204710379242897,,0.1086960881948471,,
faceframe_second7_frame154_1,-1,12.786477,-12.56905,7,154,0.1841174066066742,0.1712799072265625,0.13066092133522034,0.11498923599720001,,0.1071748360991478,,
faceframe_second7_frame154_2,-1,-8.889845,7.0963254,7,154,0.12292025238275528,0.20234893262386322,0.17024774849414825,0.12495101243257523,0.12716630101203918,,,
faceframe_second7_frame154_3,-1,-7.2510743,0.8572549,7,154,0.09165079891681671,0.14552149176597595,0.3831203579902649,0.08014584332704544,,0.0814853385090828,,
faceframe_second7_frame154_4,0,7.9254613,1.9878831,7,154,0.1774601936340332,0.20062154531478882,0.11335895955562592,0.1207391545176506,,,0.10710352659225464,
faceframe_second7_frame159_0,-1,12.787966,-12.570541,7,159,0.1841174066066742,0.1712799072265625,0.13066092133522034,0.11498923599720001,,0.1071748360991478,,
faceframe_second7_frame159_1,2,6.8462787,14.200492,7,159,0.26559877395629883,0.26032719016075134,,0.10187461972236633,0.07660957425832748,0.09811922907829285,,
faceframe_second7_frame159_2,-1,-8.760093,6.966543,7,159,0.12231847643852234,0.20459187030792236,0.16981251537799835,0.12503640353679657,0.12676794826984406,,,
faceframe_second7_frame159_3,1,-9.419493,4.5065985,7,159,0.09194283187389374,0.14478282630443573,0.38245663046836853,0.08063413947820663,,0.08178942650556564,,
faceframe_second7_frame159_4,0,6.9554806,2.4955616,7,159,0.1655907779932022,0.2312144935131073,,0.12157552689313889,,0.10051647573709488,0.11438056826591492,
faceframe_second80_frame1609_0,0,5.9441853,4.6448627,80,1609,0.15396727621555328,0.19951611757278442,,0.11737063527107239,,0.1211172342300415,0.12425127625465393,
faceframe_second80_frame1609_1,2,8.067998,16.343927,80,1609,0.31259363889694214,0.17077957093715668,,0.1229645162820816,0.078681580722332,0.11269087344408035,,
faceframe_second80_frame1614_0,0,5.943628,4.6678195,80,1614,0.15909737348556519,0.20423896610736847,,0.11464589089155197,,0.11582124978303909,0.12536892294883728,
faceframe_second80_frame1614_1,2,8.176679,16.431286,80,1614,0.2469060719013214,0.17854884266853333,,0.12368521094322205,0.09876780956983566,0.12378501892089844,,
faceframe_second80_frame1619_0,2,7.8646126,15.569183,80,1619,0.22887954115867615,0.19152355194091797,,0.12398096919059753,0.09153272211551666,0.1226201206445694,,
faceframe_second80_frame1619_1,0,9.033112,1.6163111,80,1619,0.15907159447669983,0.19944068789482117,,0.12450100481510162,,0.11827201396226883,0.12028753757476807,
faceframe_second81_frame1624_0,2,8.154218,15.613098,81,1624,0.24422329664230347,0.21631981432437897,0.08004896342754364,0.12241510301828384,,0.10824136435985565,,
faceframe_second81_frame1624_1,0,5.9648523,4.669684,81,1624,0.1693611741065979,0.20805619657039642,,0.12365156412124634,,0.11703140288591385,0.11845171451568604,
faceframe_second81_frame1629_0,2,7.1313066,15.090658,81,1629,0.27533039450645447,0.18424470722675323,,0.1173655316233635,0.09260691702365875,0.10855753719806671,,
