name,cluster,x,y,second,frame,anger,disgust,happy,neutral,contempt,sadness,surprise,fear
faceframe_second13_frame279_2,0,7.1920686,2.856672,13,279,0.17963658273220062,0.18872115015983582,,0.12508238852024078,,0.11997617781162262,0.11432988941669464,
faceframe_second13_frame279_3,2,2.0636826,17.858145,13,279,0.22683647274971008,0.17580807209014893,,0.13391852378845215,,0.11595361679792404,0.09759767353534698,
faceframe_second13_frame279_4,1,-5.167226,-2.0806494,13,279,0.10205791890621185,0.13772957026958466,0.36756864190101624,0.08836554735898972,0.07841239124536514,,,
faceframe_second140_frame2804_0,2,5.4120693,14.369876,140,2804,0.2748594880104065,0.15661825239658356,,0.1214810386300087,0.1171979010105133,0.1217021569609642,,
faceframe_second140_frame2804_1,0,10.380654,1.9488848,140,2804,0.17910492420196533,0.24651266634464264,0.10397040098905563,0.11027737706899643,,,0.10615447908639908,
faceframe_second140_frame2809_0,2,5.371788,14.323546,140,2809,0.22994397580623627,0.24083329737186432,,0.10081539303064346,0.11088968813419342,0.1152140349149704,,
faceframe_second140_frame2809_1,0,5.7791367,1.5857327,140,2809,0.1875145584344864,0.1776181310415268,,0.11610309034585953,0.11137939989566803,0.12406016886234283,,
faceframe_second140_frame2814_0,2,5.3753653,14.316965,140,2814,0.21481037139892578,0.19533652067184448,0.10386299341917038,,0.12902048230171204,0.1250266283750534,,
faceframe_second140_frame2814_1,0,5.838643,1.7044188,140,2814,0.1708780974149704,0.17656835913658142,,0.1208709329366684,,0.12156803905963898,0.11849360167980194,
faceframe_second140_frame2819_0,2,5.4119644,14.286108,140,2819,0.23595067858695984,0.18326590955257416,,0.10872380435466766,0.10771940648555756,0.12873224914073944,,
faceframe_second140_frame2819_1,0,5.480985,1.7675443,140,2819,0.1622791439294815,0.18100130558013916,0.1185922920703888,0.11701617389917374,,,0.11728858947753906,
faceframe_second141_frame2824_0,2,5.4569874,14.218221,141,2824,0.3034327030181885,0.1866118460893631,,0.09605123847723007,0.10654720664024353,0.10594877600669861,,
faceframe_second141_frame2824_1,0,5.3194704,1.9462768,141,2824,0.15410786867141724,0.21620908379554749,,0.11357004940509796,,0.11186923831701279,0.124394990503788,
faceframe_second141_frame2829_0,2,5.5352874,14.132575,141,2829,0.27945277094841003,0.19332875311374664,,0.09911052882671356,0.1027107909321785,0.12582138180732727,,
faceframe_second141_frame2829_1,0,8.703427,3.4878292,141,2829,0.18145690858364105,0.2274375855922699,,0.12012144923210144,,0.10757473856210709,0.10038631409406662,
faceframe_second141_frame2834_0,2,5.531542,14.121941,141,2834,0.27910900115966797,0.21898850798606873,,0.10618534684181213,0.09648246318101883,0.10502523183822632,,
faceframe_second141_frame2834_1,0,9.163638,3.5227494,141,2834,0.14953438937664032,0.2257564663887024,,0.11859642714262009,,0.11264481395483017,0.11435577273368835,
faceframe_second141_frame2839_0,2,5.5161824,14.137879,141,2839,0.2739626169204712,0.18932953476905823,,0.12170298397541046,0.09935121983289719,0.10763763636350632,,
faceframe_second141_frame2839_1,0,11.193657,1.8272034,141,2839,0.15515990555286407,0.18046677112579346,0.11746927350759506,0.13432100415229797,,,0.11512557417154312,
faceframe_second142_frame2844_0,2,5.574335,14.165035,142,2844,0.27425476908683777,0.18071278929710388,,0.12335019558668137,0.10066688060760498,0.1060987263917923,,
faceframe_second142_frame2844_1,0,11.192684,1.8148316,142,2844,0.1634642481803894,0.17100790143013,0.11295025050640106,0.1382058560848236,,0.11356843262910843,,
faceframe_second142_frame2849_0,2,5.7626305,14.367303,142,2849,0.2609788477420807,0.1637142300605774,,0.1297498345375061,0.1123383566737175,0.10860438644886017,,
faceframe_second142_frame2849_1,0,11.275308,1.7751652,142,2849,0.15396510064601898,0.1906270980834961,0.11319603025913239,0.12530283629894257,,0.11625578254461288,,
faceframe_second142_frame2854_0,2,5.7855067,14.304154,142,2854,0.2871670126914978,0.170374795794487,,0.12904980778694153,0.10229794681072235,0.10650809109210968,,
faceframe_second142_frame2854_1,0,11.202454,1.8173949,142,2854,0.16142690181732178,0.189547598361969,0.10928557813167572,0.13322104513645172,,0.11443701386451721,,
faceframe_second142_frame2859_0,2,5.8948245,14.318994,142,2859,0.26465755701065063,0.20137788355350494,,0.12156565487384796,0.09233280271291733,0.09959003329277039,,
faceframe_second142_frame2859_1,0,11.184198,1.7961222,142,2859,0.1587674766778946,0.18285739421844482,,0.1321440488100052,,0.11241035908460617,0.12443296611309052,
faceframe_second17_frame354_0,2,2.383413,17.553446,17,354,0.22838866710662842,0.17225463688373566,0.09294459223747253,0.15347690880298615,,0.1061638593673706,,
faceframe_second17_frame354_1,0,8.075845,3.7727787,17,354,0.19624440371990204,0.21495282649993896,,0.12159734219312668,,0.11656659841537476,0.10452079772949219,
faceframe_second17_frame359_0,2,3.2454185,17.870924,17,359,0.23995637893676758,0.17939670383930206,,0.1345117837190628,,0.10701003670692444,0.08958204835653305,
faceframe_second17_frame359_1,0,9.3915415,3.4841652,17,359,0.19617977738380432,0.21062003076076508,,0.1212640330195427,,0.11734984815120697,0.10528778284788132,
faceframe_second180_frame3604_0,2,3.979795,18.100632,180,3604,0.22326897084712982,0.20057880878448486,,0.11363276839256287,,0.10035228729248047,0.10932008922100067,
faceframe_second180_frame3604_1,0,9.451726,2.9060092,180,3604,0.1975831538438797,0.2222275733947754,,0.12700606882572174,,0.10144374519586563,0.09946586191654205,
faceframe_second180_frame3609_0,2,4.0360603,18.156666,180,3609,0.24668997526168823,0.18600378930568695,,0.1109338030219078,,0.11147762835025787,0.10585974901914597,
faceframe_second180_frame3609_1,0,10.283578,2.342605,180,3609,0.18124549090862274,0.20870450139045715,,0.12299784272909164,,0.10754705220460892,0.10913527756929398,
faceframe_second180_frame3614_0,2,4.0366898,18.203806,180,3614,0.2747492790222168,0.17007379233837128,,0.12394126504659653,,0.10357081145048141,0.08719006925821304,
faceframe_second180_frame3614_1,0,10.404231,2.3232014,180,3614,0.1911766082048416,0.24746254086494446,,0.11949695646762848,,0.10310335457324982,0.10196039080619812,
faceframe_second180_frame3619_0,2,4.034774,18.162733,180,3619,0.20778903365135193,0.18651562929153442,,0.12773804366588593,,0.10150506347417831,0.10406392067670822,
faceframe_second180_frame3619_1,0,10.089873,2.4904504,180,3619,0.17472995817661285,0.2465490698814392,,0.114886574447155,,0.10385453701019287,0.10667780786752701,
faceframe_second181_frame3624_0,2,4.010294,18.176231,181,3624,0.22876226902008057,0.1744297444820404,,0.13098803162574768,,0.10309100151062012,0.09730658680200577,
faceframe_second181_frame3624_1,0,10.265022,2.2380023,181,3624,0.17853295803070068,0.22470292448997498,,0.11302201449871063,,0.1100480929017067,0.1096029281616211,
faceframe_second181_frame3629_0,2,4.062107,18.223707,181,3629,0.22737352550029755,0.17322753369808197,,0.12790007889270782,,0.10337413102388382,0.1006285771727562,
faceframe_second181_frame3629_1,0,9.583188,2.7919366,181,3629,0.19047869741916656,0.22784969210624695,0.10294029116630554,0.12110244482755661,,,0.09823537617921829,
faceframe_second181_frame3634_0,2,4.03257,18.113197,181,3634,0.24380487203598022,0.1850663423538208,,0.125895693898201,,0.10614963620901108,0.09117212891578674,
faceframe_second181_frame3634_1,0,9.52138,2.6925616,181,3634,0.20110128819942474,0.19722409546375275,,0.125253364443779,,0.10508807748556137,0.10106122493743896,
faceframe_second181_frame3639_0,2,3.9797018,18.109825,181,3639,0.2665511667728424,0.15492762625217438,,0.14040036499500275,0.09370468556880951,0.10592418909072876,,
faceframe_second181_frame3639_1,0,10.720988,2.0807796,181,3639,0.17633411288261414,0.20199425518512726,,0.12602487206459045,,0.11701066046953201,0.11056829243898392,
faceframe_second182_frame3644_0,2,3.9398413,18.019861,182,3644,0.26159852743148804,0.157324880361557,0.09005052596330643,0.13787749409675598,,0.10668476670980453,,
faceframe_second182_frame3644_1,0,10.607389,2.216079,182,3644,0.1736605018377304,0.1998598724603653,,0.12790505588054657,,0.1163070946931839,0.11221146583557129,
faceframe_second182_frame3649_0,2,3.8733935,17.951445,182,3649,0.2497556209564209,0.16216211020946503,0.09291093796491623,0.14046649634838104,,0.10416284948587418,,
faceframe_second182_frame3649_1,0,10.257364,2.3887243,182,3649,0.17359612882137299,0.22560399770736694,,0.11491556465625763,,0.12262806296348572,0.11378676444292068,
faceframe_second182_frame3654_0,2,3.8887136,18.026682,182,3654,0.25745025277137756,0.15797336399555206,0.09122151881456375,0.13845308125019073,,0.10891439020633698,,
faceframe_second182_frame3654_1,0,9.841117,2.6675844,182,3654,0.1800001859664917,0.1987815797328949,,0.12124476581811905,,0.12186131626367569,0.10804442316293716,
faceframe_second182_frame3659_0,2,3.8764102,17.940577,182,3659,0.24985167384147644,0.1630057543516159,0.09046044945716858,0.14140911400318146,,0.10556422173976898,,
faceframe_second182_frame3659_1,0,10.001975,2.6186593,182,3659,0.18791832029819489,0.19164370000362396,,0.11730412393808365,,0.12690837681293488,0.1084355041384697,
faceframe_second183_frame3664_0,2,3.7122223,17.829824,183,3664,0.22428254783153534,0.17875349521636963,0.09792023152112961,0.13913322985172272,,0.10203710198402405,,
faceframe_second183_frame3664_1,0,10.56251,2.2534845,183,3664,0.1758688986301422,0.19414007663726807,,0.12286815047264099,,0.1211879625916481,0.10920051485300064,
faceframe_second102_frame2059_0,0,8.90894,3.7345762,102,2059,0.21316315233707428,0.20794542133808136,,0.12303981930017471,,0.11709153652191162,0.10164868831634521,
faceframe_second102_frame2059_1,2,9.798018,17.73076,102,2059,0.22538025677204132,0.16767145693302155,0.09668052941560745,0.13653430342674255,,0.11366858333349228,,
faceframe_second106_frame2139_0,2,10.015017,17.750053,106,2139,0.2417939007282257,0.1780044436454773,,0.12503886222839355,,0.11999237537384033,0.09016620367765427,
faceframe_second106_frame2139_1,0,6.4024115,1.8810424,106,2139,0.1998714953660965,0.21224620938301086,,0.11347498744726181,,0.12037343531847,0.11140294373035431,
faceframe_second10_frame219_0,-1,12.738577,-12.521228,10,219,0.18032841384410858,0.2261093556880951,0.1419219970703125,0.10391822457313538,0.09955459088087082,,,
faceframe_second10_frame219_1,2,3.412862,17.858965,10,219,0.25536325573921204,0.1755192130804062,,0.13920645415782928,0.08582738786935806,0.1093238890171051,,
faceframe_second10_frame219_2,-1,-8.872581,7.0766606,10,219,0.12273750454187393,0.21063019335269928,0.16705143451690674,0.12182378768920898,0.12330667674541473,,,
faceframe_second10_frame219_3,1,-9.330593,4.4154778,10,219,0.09529754519462585,0.14669135212898254,0.3658900856971741,0.08317568898200989,,0.08245027810335159,,
faceframe_second10_frame219_4,0,7.9084496,2.571625,10,219,0.16814039647579193,0.1846683919429779,,0.13550890982151031,,0.11774048209190369,0.11455975472927094,
faceframe_second113_frame2279_0,2,8.797182,17.147108,113,2279,0.19211311638355255,0.17338445782661438,0.11628028750419617,0.1303902566432953,,0.10499972850084305,,
faceframe_second113_frame2279_1,0,6.872874,2.2117999,113,2279,0.1577165424823761,0.2005184292793274,,0.12346093356609344,,0.11859793215990067,0.11809144169092178,
faceframe_second117_frame2359_0,2,8.996231,16.331308,117,2359,0.27446481585502625,0.19452959299087524,,0.11434414982795715,0.08454108238220215,0.11838105320930481,,
faceframe_second117_frame2359_1,0,9.15817,2.6193585,117,2359,0.22965309023857117,0.20088987052440643,0.08962277323007584,0.11883361637592316,,0.12914645671844482,,
faceframe_second120_frame2419_0,2,8.5910225,16.600353,120,2419,0.23489058017730713,0.20192819833755493,0.09162648022174835,0.12212710827589035,,0.1098918691277504,,
faceframe_second120_frame2419_1,0,5.996128,1.945148,120,2419,0.16692319512367249,0.19045262038707733,0.1141105368733406,0.12113246321678162,,0.11166194081306458,,
faceframe_second124_frame2499_0,2,8.869625,16.90908,124,2499,0.20199143886566162,0.20224040746688843,,0.12026339769363403,0.09260018169879913,0.12524846196174622,,
faceframe_second124_frame2499_1,0,9.733127,2.4092603,124,2499,0.18646970391273499,0.1918390542268753,0.10413279384374619,0.1263888031244278,,0.11523646861314774,,
faceframe_second128_frame2579_0,2,8.256394,16.204683,128,2579,0.2550680637359619,0.21509313583374023,,0.11215497553348541,0.08642147481441498,0.12103292346000671,,
faceframe_second131_frame2639_0,2,10.317591,16.954132,131,2639,0.23039498925209045,0.16868485510349274,0.0991494283080101,0.1383238136768341,,0.1066352128982544,,
faceframe_second131_frame2639_1,0,8.028576,3.0428922,131,2639,0.17519468069076538,0.21028971672058105,,0.12456866353750229,,0.11942537128925323,0.1108659878373146,
faceframe_second135_frame2719_0,2,10.4264345,17.050076,135,2719,0.23276090621948242,0.1822819709777832,0.09397494792938232,0.12715521454811096,,0.107327900826931,,
faceframe_second135_frame2719_1,0,7.6629333,2.2134612,135,2719,0.16803979873657227,0.21763195097446442,,0.12445729225873947,,0.11127597838640213,0.10734891146421432,
faceframe_second13_frame264_0,-1,-1.0622292,-13.036376,13,264,0.1837472766637802,0.1758842170238495,0.14143438637256622,0.11447188258171082,0.11070661246776581,,,
faceframe_second13_frame264_1,3,15.330969,23.330875,13,264,0.12474273145198822,0.192693293094635,0.15824183821678162,0.13344070315361023,0.129172220826149,,,
faceframe_second13_frame264_2,2,2.0249116,17.843575,13,264,0.2100115865468979,0.1747538298368454,,0.13918375968933105,,0.11303689330816269,0.10204899311065674,
