,0,1,2,3,4
faceframe_second4_frame99_3,0.13212261550470067,0.09006806166656064,0.19908755392431776,0.13446448455116453,0.14043267193090408
faceframe_second4_frame99_4,0.880330027245968,0.030958059946794892,0.027891287853926975,0.03070874369182973,0.030111881261480445
faceframe_second50_frame1004_0,1.10935993171143e-309,1.45662350502502e-309,1.0,1.597935289274115e-309,2.3620693519256e-309
faceframe_second50_frame1004_1,0.9584438419877755,0.010442397225160174,0.009499468726786756,0.010962487167896101,0.010651804892381425
faceframe_second50_frame1009_0,1.11038568857825e-309,1.46159440291133e-309,1.0,1.608058527997124e-309,2.38179386164739e-309
faceframe_second50_frame1009_1,0.8588093092634602,0.03630840281407166,0.03258408850060496,0.03649813084487696,0.03580006857698624
faceframe_second50_frame1014_0,0.003077954824311162,0.004072852862568744,0.9817536635645749,0.004467502880356277,0.006628025868188905
faceframe_second50_frame1014_1,0.9259418245728511,0.019076649900459357,0.017108238242910537,0.019169464788631015,0.0187038224951479
faceframe_second50_frame1019_0,0.004036758677239442,0.005379100256207055,0.9760237917466394,0.005859029983494961,0.008701319336419
faceframe_second50_frame1019_1,0.9615377799856376,0.009699361052177832,0.008768353452777811,0.01016007094839963,0.009834434561007036
faceframe_second51_frame1024_0,0.009286658815702127,0.01242327967305154,0.9444174161981067,0.013596411176911957,0.02027623413622769
faceframe_second51_frame1024_1,0.9459958049133458,0.01409558357715499,0.01257482468596405,0.013755292249588125,0.013578494573947032
faceframe_second51_frame1029_0,0.010042660676688029,0.013440701996401431,0.9398671907975229,0.014712732858665497,0.021936713670722047
faceframe_second51_frame1029_1,0.9495042855360457,0.01317828900081915,0.011763136207414834,0.012859064052839132,0.012695225202881003
faceframe_second51_frame1034_0,0.009246829362104537,0.012366667997094538,0.944668847331302,0.0135379828458763,0.020179672463622546
faceframe_second51_frame1034_1,0.9501262135329105,0.013031177743055282,0.01161607933841595,0.012691740230429084,0.012534789155189411
faceframe_second51_frame1039_0,0.00827824040193544,0.01103311296035714,0.950589090601719,0.012097846817899882,0.018001709218088354
faceframe_second51_frame1039_1,0.947976150687156,0.013594423639657845,0.012116722567068335,0.013238133717197155,0.01307456938892057
faceframe_second52_frame1044_0,0.007663051144115025,0.00995254696810842,0.9547066629111783,0.011142582009601913,0.016535156966996426
faceframe_second52_frame1044_1,0.9531423357739331,0.012262724671013579,0.010919513104849447,0.011906100831010203,0.011769325619193709
faceframe_second52_frame1049_0,0.012708293749254512,0.016283519590279735,0.9252752071661834,0.018418351761895966,0.027314627732386465
faceframe_second52_frame1049_1,0.9262380905348748,0.015650248463966416,0.014629019913683131,0.017085107063686874,0.016576079723924733
faceframe_second52_frame1054_0,0.01968555763262934,0.02399266821418114,0.814340795504171,0.027990731784318705,0.04108818866041446
faceframe_second52_frame1054_1,0.8583481341971105,0.013533822026040095,0.012674735912665892,0.014596467000535197,0.014261766451698576
faceframe_second52_frame1059_0,1.15556809235462e-309,1.387212017963535e-309,1.0,1.698953948550827e-309,2.534689836388046e-309
faceframe_second52_frame1059_1,0.9536059687310071,0.01137524945253838,0.01067247436264182,0.012317568969661354,0.012028738484151235
faceframe_second13_frame269_0,0.006652638469803194,0.008042511079140321,0.007712481423869537,0.0076925790260545645,0.00794544720319854
faceframe_second13_frame269_1,1.342215706478484e-309,1.488606919298746e-309,1.73845331071386e-309,1.0,4.768349328675257e-309
faceframe_second13_frame269_2,0.9682685088761109,0.007845569498981131,0.007256497421347436,0.008441688015028958,0.008187736188531823
faceframe_second13_frame269_3,0.033105675337964734,0.039588933118767766,0.83236521144001,0.040611301953275135,0.054328878149982454
faceframe_second13_frame269_4,1.56807809558577e-309,1.0,2.02217493511229e-309,1.522992613783455e-309,1.788987347329415e-309
faceframe_second13_frame274_0,0.006653250982033855,0.008043275620854762,0.007715131049761318,0.007693651885763119,0.00794733597604992
faceframe_second13_frame274_1,0.03851191340495461,0.04118974151240036,0.047048836879279715,0.5052868978513063,0.10937624998586605
faceframe_second13_frame274_2,0.9629880309573282,0.009183515621780974,0.008457053431545998,0.009832767051858923,0.009538632937485893
faceframe_second13_frame274_3,0.032922907778698926,0.03934769661865886,0.8334918779844417,0.04032325355344697,0.05391426406475365
faceframe_second13_frame274_4,1.571175580904715e-309,1.0,2.023596578929674e-309,1.525110890260704e-309,1.79154367058607e-309
faceframe_second13_frame279_0,0.006654394636257571,0.008044707585063546,0.00772003753987779,0.00769564830370449,0.007950842002706892
faceframe_second13_frame279_1,0.03831343161202258,0.040981244174440615,0.046876252450794784,0.5116847563217287,0.10915955020593163
faceframe_second13_frame279_2,0.9671016391939247,0.008107547722372798,0.007519124904375154,0.008772289974338923,0.00849939820498838
faceframe_second13_frame279_3,0.03474938691603544,0.04151600401229447,0.8243164374882124,0.04253950121190788,0.056878670371549776
faceframe_second13_frame279_4,1.56845452117611e-309,1.0,2.02231719226573e-309,1.5232447864757e-309,1.78928627556081e-309
faceframe_second140_frame2804_0,0.016250615613425737,0.021447449485465345,0.9044544617369106,0.02325780958859104,0.034589663575607284
faceframe_second140_frame2804_1,1.0,1.184139541607985e-309,1.05835003875502e-309,1.141001651067135e-309,1.130524099914643e-309
faceframe_second140_frame2809_0,0.01807886800607561,0.023910675719628363,0.8935508043138547,0.025891406805114647,0.03856824515532661
faceframe_second140_frame2809_1,1.0,1.247405017917647e-309,1.17633388115283e-309,1.37459196828715e-309,1.33604892571563e-309
faceframe_second140_frame2814_0,0.01922816883367387,0.025483583939756166,0.8864406271744966,0.027613707753288162,0.04123391229878517
faceframe_second140_frame2814_1,0.9718193504411948,0.0068644329818564505,0.006447892767786852,0.007545151791471414,0.007323172017690356
faceframe_second140_frame2819_0,0.015327792757083382,0.020206985553056778,0.9090682376104979,0.022161521626543414,0.033235462452818394
faceframe_second140_frame2819_1,0.9707794277379259,0.006961214089946758,0.006695986744861825,0.007910250900587381,0.007653120526678134
faceframe_second141_frame2824_0,0.013264571952346024,0.017389114838523814,0.9210237874815754,0.019289622471651353,0.029032903255903342
faceframe_second141_frame2824_1,0.9568054271340076,0.009334064463344326,0.009009330844367672,0.010664685570814156,0.010303869450290723
faceframe_second141_frame2829_0,0.014738440499850087,0.019388633505703568,0.9122011398517257,0.02142314563659113,0.032248640506129515
faceframe_second141_frame2829_1,0.9635337493378182,0.009209125575302044,0.008426155537857237,0.009560276830638445,0.009270692718384023
faceframe_second141_frame2834_0,0.013914714945311725,0.018305695313907494,0.9172501347539623,0.020183204072969432,0.03034625091384918
faceframe_second141_frame2834_1,1.0,1.147842572737443e-309,1.030780076929773e-309,1.170876248899257e-309,1.137709024355806e-309
faceframe_second141_frame2839_0,0.013284792893922408,0.017424674186998855,0.921018683976916,0.019280526887916132,0.02899132205424657
faceframe_second141_frame2839_1,0.6912594423809456,0.01932756282175603,0.017506242063809917,0.018578964096129594,0.01847022159970332
faceframe_second142_frame2844_0,0.012286243561542605,0.016063619782714266,0.9269016950923067,0.017867986350958175,0.026880455212478185
faceframe_second142_frame2844_1,0.6782382393070262,0.019401656187861542,0.017565629635852516,0.018629038190706493,0.018524374379804767
faceframe_second142_frame2849_0,0.0072601313624210675,0.009391534986428529,0.9574177625209541,0.010411154650824091,0.015519416479372198
faceframe_second142_frame2849_1,0.6428826127843167,0.019758008361085766,0.017909404091730335,0.018983338120901073,0.018879117614268796
faceframe_second142_frame2854_0,0.006049049557533747,0.007841643410201026,0.9644745348032285,0.008686857090116192,0.012947915138920395
faceframe_second142_frame2854_1,0.6969935609986325,0.01939737652196944,0.017584397021109362,0.018661132217978587,0.018552772467333646
faceframe_second142_frame2859_0,1.12900739956171e-309,1.45381263507877e-309,1.0,1.618948179270406e-309,2.40491495781019e-309
faceframe_second142_frame2859_1,0.7201221608682117,0.019232606919805606,0.017444967055169458,0.018526012267418346,0.018417538410930565
faceframe_second17_frame354_0,0.02723411954561013,0.03279443543185584,0.862336171446642,0.033174648620719255,0.04446062495517278
faceframe_second17_frame354_1,1.0,1.15252848825659e-309,1.046633939846165e-309,1.22365837811751e-309,1.178579270121855e-309
faceframe_second17_frame359_0,0.004110841384483101,0.005272963861536823,0.9782406903741039,0.0052155322740583265,0.007159972105817869
faceframe_second17_frame359_1,0.959979632051577,0.010249838134483219,0.009184647791970955,0.010443603154435552,0.010142278867533432
faceframe_second180_frame3604_0,0.006401018463768408,0.008268343719105604,0.9663336193880737,0.008036333377206599,0.010960685051845605
faceframe_second180_frame3604_1,0.9237341234432876,0.01964369612159114,0.01768040860384465,0.019682552113914117,0.019259219717362486
faceframe_second180_frame3609_0,0.009707408751294168,0.012548818073010323,0.9490632871603456,0.012152858335103243,0.016527627680246723
faceframe_second180_frame3609_1,0.9578683109174349,0.010923570201572298,0.009888585002429093,0.010733738830454165,0.010585795048109666
faceframe_second180_frame3614_0,0.011571702040166927,0.014925336721502291,0.9109639300342853,0.014459254081537165,0.019631555270323967
faceframe_second180_frame3614_1,0.962639464477873,0.00969894681629881,0.008772319146848393,0.009506888455226159,0.00938238110375348
faceframe_second180_frame3619_0,0.010689518553242799,0.013815248639844716,0.9439374153838149,0.013375559383786387,0.01818225803931132
faceframe_second180_frame3619_1,0.9463268647577856,0.01394551610707742,0.012545956257603401,0.013692293835291865,0.013489369042241793
faceframe_second181_frame3624_0,0.011156994525130897,0.014403726080295007,0.9415104168049957,0.01395896455975313,0.018969898029825197
faceframe_second181_frame3624_1,0.9635533939257335,0.009479721262072228,0.008554814220703534,0.009264101966080624,0.009147968625410223
faceframe_second181_frame3629_0,0.011447987620619906,0.01477600509372095,0.928800170291138,0.014313450410593854,0.019443431171033757
faceframe_second181_frame3629_1,0.8956813443584525,0.026975844381166264,0.024201083789004083,0.026831239288809035,0.026310488182568186
faceframe_second181_frame3634_0,0.008732336856203808,0.011236945014711728,0.9541128672115713,0.010965551575055462,0.0149522993424577
faceframe_second181_frame3634_1,0.8921647710784164,0.027870858308783976,0.02494909320740643,0.027778152525444195,0.0272371248799491
faceframe_second181_frame3639_0,0.008065217172878529,0.010407195918710676,0.9576289309809712,0.01011558183323755,0.013783074094201929
faceframe_second181_frame3639_1,1.0,1.166546744177007e-309,1.054194645228696e-309,1.128217915718e-309,1.11831645762957e-309
faceframe_second182_frame3644_0,0.0032133040601391664,0.004165733656118824,0.9830425234690777,0.004045747491054964,0.005532691323609366
faceframe_second182_frame3644_1,0.9649942550574286,0.009103017261533237,0.008251613137861566,0.008875050544036435,0.008776063999140014
faceframe_second182_frame3649_0,1.07525001236143e-309,1.390015511461765e-309,1.0,1.353189634974164e-309,1.8512147754995e-309
faceframe_second182_frame3649_1,0.9479739673317467,0.013466515274276301,0.01218380971460991,0.013288946262650472,0.013086761416716655
faceframe_second182_frame3654_0,0.0032386873843510975,0.004196356314956643,0.9829333304747404,0.004070434588082279,0.005561191237869775
faceframe_second182_frame3654_1,0.8946941127333131,0.027236705456752202,0.02445192627553952,0.02706487300448462,0.026552382529910514
faceframe_second182_frame3659_0,1.0740555749978e-309,1.39747799717124e-309,1.0,1.357640966219776e-309,1.86251765109308e-309
faceframe_second182_frame3659_1,0.9134244881347673,0.022465714238669072,0.020135605102228085,0.022180073201403874,0.02179411932293157
faceframe_second183_frame3664_0,1.074727611212257e-309,1.39691364940839e-309,1.0,1.36007506042682e-309,1.86683754222967e-309
faceframe_second183_frame3664_1,0.9536486446654404,0.012022025434042209,0.010923960656722818,0.011773338477173215,0.01163203076662134
faceframe_second102_frame2059_0,1.0,1.12788125402231e-309,1.023501886727906e-309,1.169421794074626e-309,1.131719767175736e-309
faceframe_second102_frame2059_1,0.0032054123616685015,0.0031582497475268075,0.9827682233027084,0.004604866483743898,0.0062632481043522915
faceframe_second106_frame2139_0,1.18807324700649e-309,1.16748647421871e-309,1.0,1.715050164752083e-309,2.331869280334734e-309
faceframe_second106_frame2139_1,0.9297404549552855,0.01725237931186565,0.01610787991323596,0.01870061298303004,0.01819867283658278
faceframe_second10_frame219_0,0.007820614014877868,0.008501625694255239,0.008300229146201632,0.008514466081482996,0.008703415335161231
faceframe_second10_frame219_1,0.005299733912896574,0.006824987520030899,0.9717903282885302,0.006763976074345721,0.00932097420419672
faceframe_second10_frame219_2,0.11625616909676753,0.1292615205852328,0.14129538662001961,0.14470467604438705,0.16302790663563257
faceframe_second10_frame219_3,1.517031069847307e-309,1.0,1.9870662533113e-309,2.13995631826928e-309,2.50452987387896e-309
faceframe_second10_frame219_4,0.9434499835368839,0.014220914088219199,0.012989342763626247,0.014853256395673142,0.014486503215597451
faceframe_second113_frame2279_0,0.015609144354326669,0.016220113948971604,0.9139977155962342,0.022563690222272923,0.0316093358781946
faceframe_second113_frame2279_1,1.0,1.242878647436623e-309,1.158333997004493e-309,1.343558602262956e-309,1.309553562092134e-309
faceframe_second117_frame2359_0,0.006720952453513459,0.007187687107089114,0.9615353929343368,0.010046898197728646,0.014509069307331722
faceframe_second117_frame2359_1,0.8915531176705742,0.02799580410427425,0.02508079771944114,0.027954426295628453,0.027415854210082025
faceframe_second120_frame2419_0,0.003034638719128413,0.0032178761199437894,0.9831434250758873,0.004375060426646423,0.006228999658394305
faceframe_second120_frame2419_1,0.9833737039291622,0.0040152426694352525,0.0038060646641116373,0.004468690652386334,0.0043362980849045735
faceframe_second124_frame2499_0,0.015579469974186194,0.016112747726131776,0.9142326066845504,0.022499034334266303,0.03157614128086532
faceframe_second124_frame2499_1,0.8947491464031677,0.027185975894902497,0.02465899692996462,0.026913829393546827,0.026492051378418337
faceframe_second128_frame2579_0,0.012379454670791875,0.013617669844455046,0.9297726395273636,0.0180351111073691,0.026195124850020433
faceframe_second131_frame2639_0,0.005935983362439175,0.005902771978247011,0.9670701763352838,0.008862971420531726,0.012228096903498352
faceframe_second131_frame2639_1,0.8271574277141556,0.01948964956819037,0.017690696416132135,0.020286129232994134,0.019722092753026745
faceframe_second135_frame2719_0,0.0039553387373914535,0.003928372149050464,0.9779318097425035,0.005965311748795279,0.008219167622259285
faceframe_second135_frame2719_1,0.9008351770266152,0.01708079033144497,0.015512270838321468,0.017656767850350034,0.017302764652262534
faceframe_second13_frame264_0,0.0066469126664837706,0.008035274559719426,0.007688702910561419,0.007682680958688349,0.007928307504051317
faceframe_second13_frame264_1,0.038444387283530605,0.041110591824080715,0.04699055808507349,0.5069097955899347,0.10926937534665415
faceframe_second13_frame264_2,0.032762556371735856,0.03910190843856133,0.8343868676946379,0.04011902404892092,0.053629643446144
faceframe_second13_frame264_3,0.8510296509466779,0.01892992888506408,0.017878708051890492,0.021045331812871257,0.020296783914377895
faceframe_second13_frame264_4,1.56678038967657e-309,1.0,2.021527430765285e-309,1.522091176955013e-309,1.787890053123166e-309
faceframe_second143_frame2864_0,0.009204467518789467,0.011985073401514522,0.9455594704586304,0.013340871766085031,0.019910116854980547
faceframe_second143_frame2864_1,1.0,1.134090084294783e-309,1.14050875580478e-309,1.369393462315876e-309,1.298237580607513e-309
faceframe_second147_frame2944_0,0.9624581007756797,0.008854173885982683,0.008594079156220858,0.010303521364818295,0.009790124817298618
faceframe_second147_frame2944_1,0.021580149166860775,0.028062950509626285,0.5350675150224314,0.028479213896706667,0.040631210097530276
faceframe_second150_frame3004_0,0.008795007941944316,0.011253275916649466,0.9535781176573402,0.011083898176746905,0.015289700307319085
faceframe_second150_frame3004_1,0.8456420542469041,0.011283185424533963,0.010009102649479696,0.011334890835719041,0.011026610980948539
faceframe_second20_frame419_0,0.007611768073420776,0.009784123655432934,0.9594718822000905,0.009724823329152284,0.013407402741903525
faceframe_second20_frame419_1,0.8845254008538743,0.014129379293471614,0.013023619723541059,0.015224735439586405,0.014603948074945172
faceframe_second210_frame4204_0,0.8607058251645646,0.035977752882779296,0.03203845366505223,0.035972482049471746,0.03530548623813221
faceframe_second210_frame4204_1,1.08332157396315e-309,1.47635581068954e-309,1.0,1.393856007982225e-309,1.946319889054887e-309
faceframe_second210_frame4209_0,0.9846879390633637,0.00370800940183557,0.0035090963922305304,0.004107816500598344,0.0039871386419719785
faceframe_second210_frame4209_1,1.083279801249355e-309,1.47672425137786e-309,1.0,1.39355188850164e-309,1.945827284596465e-309
faceframe_second210_frame4214_0,0.9631247700445482,0.008783994007619594,0.0084518314109693,0.009983329858262266,0.009656074678600567
faceframe_second210_frame4214_1,1.085070917573917e-309,1.480255132305236e-309,1.0,1.395273888523556e-309,1.94892156931781e-309
faceframe_second210_frame4219_0,1.0,1.25118411566954e-309,1.18305055075876e-309,1.37485367487781e-309,1.338947950952453e-309
faceframe_second210_frame4219_1,1.088712098714604e-309,1.491980705713086e-309,1.0,1.393402730263114e-309,1.944421371080052e-309
faceframe_second211_frame4224_0,1.087385792181714e-309,1.485928879428923e-309,1.0,1.395282526136583e-309,1.94834233641513e-309
faceframe_second211_frame4224_1,1.0,1.251331812373356e-309,1.180777084719446e-309,1.374385781040613e-309,1.338061394930305e-309
faceframe_second211_frame4229_0,0.9834324893142317,0.004036968909537868,0.003804485286465749,0.004420290136259518,0.004305766353505142
faceframe_second211_frame4229_1,1.085414890754544e-309,1.48806390951061e-309,1.0,1.389521827075384e-309,1.93755523438617e-309
faceframe_second211_frame4234_0,0.9764134139461629,0.0057438817210018756,0.005419731194432451,0.0062935474397593965,0.006129425698643421
faceframe_second211_frame4234_1,1.088076777130403e-309,1.501258595519385e-309,1.0,1.38522159935398e-309,1.928554945194235e-309
faceframe_second211_frame4239_0,0.9757234003845577,0.005777606386048682,0.005566832001289435,0.006575291905013561,0.006356869323090524
faceframe_second211_frame4239_1,0.002399112780486391,0.0033158858364834265,0.9869873695824856,0.003052569998504923,0.004245061802039608
faceframe_second212_frame4244_0,1.0,1.24829337874039e-309,1.18170374234172e-309,1.38042101141763e-309,1.34183983344085e-309
faceframe_second212_frame4244_1,0.004865914611850326,0.006716581437969453,0.9736705110346188,0.006175705671801243,0.008571287243760314
faceframe_second212_frame4249_0,0.0032046343540560545,0.0044220047816216435,0.9826337794648601,0.004074326124224525,0.005665255275237738
faceframe_second212_frame4249_1,1.0,1.24364025828474e-309,1.174604839818846e-309,1.370626085277673e-309,1.332000075905357e-309
faceframe_second212_frame4254_0,0.0033154771362439014,0.004580661807817208,0.9820321620993474,0.004214487230339446,0.005857211726251862
faceframe_second212_frame4254_1,1.0,1.241595252967474e-309,1.188454828261977e-309,1.40111651822415e-309,1.35688084602894e-309
faceframe_second212_frame4259_0,1.08700496636772e-309,1.497671463086464e-309,1.0,1.385209314778144e-309,1.92884976952904e-309
faceframe_second213_frame4264_0,1.085006576517145e-309,1.492232741195267e-309,1.0,1.382410988086844e-309,1.92347420231964e-309
faceframe_second213_frame4264_1,1.0,1.25083237128149e-309,1.159578733450463e-309,1.32893947342498e-309,1.30147911146794e-309
faceframe_second213_frame4269_0,0.0034813264875939694,0.004816191854888797,0.9811266305694306,0.004425442715617119,0.006150408372469659
faceframe_second213_frame4269_1,0.9157780796505197,0.021335080808548484,0.01936031855870774,0.021989391699327756,0.021537129282896195
faceframe_second24_frame499_0,1.19153860486774e-309,1.17207919243864e-309,1.0,1.72148310303741e-309,2.34626287030814e-309
faceframe_second24_frame499_1,0.9103141143866343,0.01795037205979702,0.01628572919321089,0.018523473410153483,0.01815241277585305
faceframe_second250_frame5009_0,0.020871207272828797,0.02651854944669096,0.8757389153159317,0.03062630008985135,0.04624502787469712
faceframe_second250_frame5014_0,0.023747914900153457,0.030028414739818446,0.8585798716087535,0.03489915488414393,0.05274464386713067
faceframe_second250_frame5019_0,0.02346859890544436,0.02972571749849924,0.8598714333174512,0.03458666617146034,0.0523475841071449
faceframe_second251_frame5024_0,0.014022330982972987,0.013909864136710467,0.9216185567690184,0.021253727223019325,0.029195520888278797
faceframe_second251_frame5029_0,0.011640358438731584,0.011553713350837148,0.9348600083587931,0.017651879239638808,0.02429404061199938
faceframe_second251_frame5034_0,0.02080029642926934,0.025422472554741574,0.5546875361982525,0.030197704525034414,0.045444004649421686
faceframe_second28_frame579_0,0.009597582755210173,0.010204738249650666,0.9465089863898608,0.013865902165318945,0.019822790439959426
faceframe_second28_frame579_1,1.0,1.25176741370226e-309,1.180833653022475e-309,1.376377842046686e-309,1.33949629937942e-309
faceframe_second29_frame584_0,0.011380495061726621,0.01207009686045629,0.9369942836517736,0.016314704345225285,0.023240420080818263
faceframe_second29_frame584_1,0.5961631270632387,0.02551666367663909,0.023391504439181372,0.026509516790257197,0.02562815020992483
faceframe_second29_frame589_0,0.011099506551389466,0.011893316806866122,0.9379970697305918,0.01601653184365762,0.02299357506749493
faceframe_second29_frame589_1,0.4390132943174982,0.025092661591109747,0.023111360213685213,0.026170050084483636,0.025278593044594996
faceframe_second29_frame594_0,0.010060775274345313,0.010837925004341512,0.9437085473942827,0.0145121650938263,0.02088058723320417
faceframe_second29_frame594_1,0.7050706260512546,0.02531579036816806,0.023143993289749663,0.026237485968869812,0.02537781817838629
faceframe_second29_frame599_0,0.009979063576996364,0.010757915292265757,0.9440708450107527,0.01441899853507471,0.020773177584910457
faceframe_second29_frame599_1,0.6764714981622321,0.025321325743027884,0.023179894557924418,0.02628631977828658,0.025415193516441836
faceframe_second2_frame44_0,0.012747078479609042,0.011476052248723714,0.013194658474807351,0.021269228998846035,0.018637477676608134
faceframe_second2_frame44_1,0.020648990738675828,0.027340392971491514,0.8414007988135983,0.027018040585849817,0.03802660341413961
faceframe_second2_frame44_2,0.003105982827682854,0.0037660721489490437,0.0041915106313502315,0.9416156107503126,0.012669241369197325
