,0,1,2,3,4,5,6,7,8
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second0_frame14.jpg,1.953508462212015e-309,2.808069346548877e-309,3.022531733692065e-309,4.359424624399426e-309,7.215130407869994e-309,3.32777697880478e-309,3.8635399169897e-309,1.0,1.3579411449929027e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second0_frame19.jpg,1.956125470842164e-309,2.800991070085286e-309,3.03318626755827e-309,4.342786507474784e-309,7.19877071507402e-309,3.32051608061264e-309,3.868475425286824e-309,1.0,1.3810639081477033e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second0_frame4.jpg,1.97030498719147e-309,2.784595223866507e-309,3.045842614313435e-309,4.47121488389124e-309,7.020684189206813e-309,3.364553763351996e-309,3.888255725655543e-309,1.0,1.4559852080473417e-308
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second0_frame9.jpg,0.015588929289865269,0.018616826476699308,0.021456044392558847,0.054880510986450824,0.044693045028388466,0.03190293438813338,0.03250732753412581,0.12687092932665764,0.10065857955681909
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second100_frame2004.jpg,0.0048912520066552905,0.006139745786308189,0.008920092210417068,0.011074896033711456,0.015021906800481856,0.008071844219349407,0.009193266874226868,0.03524008953809273,0.7188735450315688
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second100_frame2009.jpg,1.998271252027684e-309,2.51243701209016e-309,3.673092238408457e-309,4.47345935006849e-309,6.038057614554887e-309,3.26616726490714e-309,3.72233301114082e-309,1.40813574579027e-308,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second100_frame2014.jpg,0.0022858652688656556,0.0028795396865344655,0.00418770763562992,0.005127486244687469,0.006972922295893644,0.003745453806372904,0.004270575130063903,0.016438362559314367,0.9168045387547875
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second100_frame2019.jpg,0.016845830591453396,0.013559249215691304,0.015386359687935038,0.021563487215014002,0.01725441306076903,0.038918582073719066,0.7962975661072187,0.02025583298336224,0.019428626481109698
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second101_frame2024.jpg,0.02506417727124964,0.03414181470970554,0.044062761523213076,0.05545053002749929,0.5635201397644393,0.04705818225746947,0.04901702170835247,0.09393782922511136,0.08246585323457348
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second101_frame2029.jpg,0.024828307239704042,0.03380195151502461,0.04361428855483416,0.055061530704650335,0.5668017655596617,0.04662665933387856,0.0485485944816193,0.09343230159248396,0.08200291073975709
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Final_4_minutes_of_the_Chess_World_Championship_Match_2023!/frames/second101_frame2034.jpg,0.025793318156515727,0.03516199322927948,0.04545947621358985,0.05689873026807786,0.5526451430192716,0.048410840383731814,0.05037972011113436,0.09569282681173354,0.08427626152827956
